# BUSCO version is: 5.8.3 
# The lineage dataset is: embryophyta_odb12 (Creation date: 2025-07-01, number of genomes: 78, number of BUSCOs: 2026)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
45995at3193	Complete	Chr21	7371898	7373852	+	779.6	430	https://www.orthodb.org/?query=45995at3193	pentatricopeptide repeat-containing protein
47129at3193	Complete	Chr17	16090065	16092625	+	652.4	372	https://www.orthodb.org/?query=47129at3193	Zinc finger hit domain-containing
47727at3193	Complete	Chr17	22919901	22916985	-	434.0	273	https://www.orthodb.org/?query=47727at3193	Myb family transcription factor
48098at3193	Complete	Chr14	7681685	7680211	-	194.6	120	https://www.orthodb.org/?query=48098at3193	Acetyl-CoA decarbonylase/synthase complex subunit alpha 1
52640at3193	Complete	Chr12	19680423	19684020	+	429.1	214	https://www.orthodb.org/?query=52640at3193	rhodanese-like domain-containing protein
53615at3193	Fragmented	Chr07	30380058	30379641	-	56.2	118	https://www.orthodb.org/?query=53615at3193	Tubby
54323at3193	Fragmented	Chr20	19016323	19004351	-	355.4	591	https://www.orthodb.org/?query=54323at3193	DUF639 family protein
57017at3193	Complete	Chr09	1473155	1471307	-	202.2	140	https://www.orthodb.org/?query=57017at3193	KH domain-containing protein
57063at3193	Complete	Chr16	2923412	2930071	+	896.5	519	https://www.orthodb.org/?query=57063at3193	Pumilio
58104at3193	Complete	Chr12	3337093	3346284	+	783.1	414	https://www.orthodb.org/?query=58104at3193	Pentatricopeptide repeat-containing protein
59814at3193	Complete	Chr12	17688975	17682438	-	1225.9	616	https://www.orthodb.org/?query=59814at3193	Gamma-tubulin complex component
61870at3193	Missing
61994at3193	Complete	Chr23	7880512	7879174	-	701.0	376	https://www.orthodb.org/?query=61994at3193	pentatricopeptide repeat-containing protein
62596at3193	Complete	Chr05	1150591	1148656	-	282.6	162	https://www.orthodb.org/?query=62596at3193	TRNA (cytidine(34)-2'-O)-methyltransferase
63225at3193	Complete	Chr16	6298934	6298502	-	243.6	151	https://www.orthodb.org/?query=63225at3193	FERREDOXIN
63409at3193	Complete	Chr07	5018833	5017042	-	239.4	142	https://www.orthodb.org/?query=63409at3193	uncharacterized protein LOC118036164 isoform X1
64148at3193	Missing
64381at3193	Fragmented	Chr12	17496191	17491631	-	538.9	315	https://www.orthodb.org/?query=64381at3193	DNA excision repair protein ERCC-1
64545at3193	Complete	Chr17	23241492	23232534	-	881.1	684	https://www.orthodb.org/?query=64545at3193	Dimerizations protein
64958at3193	Missing
65375at3193	Complete	Chr09	7275007	7273729	-	163.0	122	https://www.orthodb.org/?query=65375at3193	Zinc finger HIT domain-containing protein 3
65668at3193	Complete	Chr27	13781793	13785832	+	1574.9	989	https://www.orthodb.org/?query=65668at3193	AP-5 complex subunit beta-1
66120at3193	Complete	Chr25	20637603	20635301	-	475.3	305	https://www.orthodb.org/?query=66120at3193	AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR
67447at3193	Fragmented	Chr20	12140293	12141544	+	546.6	215	https://www.orthodb.org/?query=67447at3193	Pentatricopeptide repeat-containing protein
70457at3193	Complete	Chr20	6441997	6444059	+	350.0	192	https://www.orthodb.org/?query=70457at3193	CRAL_TRIO domain-containing protein
70634at3193	Complete	Chr09	11754177	11741169	-	132.4	79	https://www.orthodb.org/?query=70634at3193	Leucine-rich repeat-containing N-terminal, plant-type
70679at3193	Complete	Chr16	1826267	1821626	-	930.2	549	https://www.orthodb.org/?query=70679at3193	Mediator of RNA polymerase II transcription subunit 8
70875at3193	Missing
70938at3193	Complete	Chr14	8047506	8045544	-	1057.4	611	https://www.orthodb.org/?query=70938at3193	pentatricopeptide repeat-containing protein
72622at3193	Complete	Chr05	21269030	21262754	-	920.5	735	https://www.orthodb.org/?query=72622at3193	nuclear pore complex protein
73343at3193	Complete	Chr23	5027654	5037595	+	1732.3	1241	https://www.orthodb.org/?query=73343at3193	dentin sialophosphoprotein-like
73712at3193	Missing
75351at3193	Missing
77018at3193	Complete	Chr27	3849126	3841368	-	573.5	327	https://www.orthodb.org/?query=77018at3193	Root primordium defective
80624at3193	Complete	Chr17	33076327	33079772	+	332.7	162	https://www.orthodb.org/?query=80624at3193	Ribosomal protein
80691at3193	Complete	Chr05	26167205	26163077	-	766.0	402	https://www.orthodb.org/?query=80691at3193	AUGMIN subunit 4
82160at3193	Complete	Chr05	4660694	4656085	-	456.1	284	https://www.orthodb.org/?query=82160at3193	mitochondrial outer membrane import complex protein
85763at3193	Complete	Chr12	804737	801293	-	670.9	594	https://www.orthodb.org/?query=85763at3193	bromodomain-containing protein
88535at3193	Fragmented	Chr17	6121243	6130138	+	241.7	153	https://www.orthodb.org/?query=88535at3193	nusG
89162at3193	Complete	Chr07	7710085	7680269	-	288.0	174	https://www.orthodb.org/?query=89162at3193	uncharacterized protein LOC132184112 isoform X1
89299at3193	Complete	Chr16	623270	631611	+	336.9	187	https://www.orthodb.org/?query=89299at3193	Ribosomal protein
90405at3193	Missing
91839at3193	Complete	Chr17	35230057	35230960	+	334.8	236	https://www.orthodb.org/?query=91839at3193	DnaJ subfamily C member 2
93216at3193	Complete	Chr03	9084224	9085978	+	222.8	161	https://www.orthodb.org/?query=93216at3193	coiled-coil domain-containing protein
93245at3193	Missing
94451at3193	Missing
98540at3193	Missing
100242at3193	Complete	Chr03	11102084	11095826	-	271.8	147	https://www.orthodb.org/?query=100242at3193	DEAD-box ATP-dependent RNA helicase
100993at3193	Complete	Chr25	19671404	19671173	-	140.2	69	https://www.orthodb.org/?query=100993at3193	uncharacterized protein LOC110623473 isoform X1
101791at3193	Complete	Chr23	10741546	10744950	+	171.7	152	https://www.orthodb.org/?query=101791at3193	Ribosomal RNA-processing protein
104128at3193	Complete	Chr23	2063779	2059698	-	711.8	437	https://www.orthodb.org/?query=104128at3193	Tic 62 protein
104546at3193	Complete	Chr21	12673815	12676142	+	150.8	177	https://www.orthodb.org/?query=104546at3193	Protein ECERIFERUM 16
108041at3193	Complete	Chr23	4799000	4800365	+	334.4	307	https://www.orthodb.org/?query=108041at3193	SMAD/FHA domain-containing protein
108863at3193	Complete	Chr27	19672700	19669107	-	637.0	590	https://www.orthodb.org/?query=108863at3193	nuclear fragile X mental retardation-interacting protein
108886at3193	Complete	Chr03	8347346	8346238	-	228.4	256	https://www.orthodb.org/?query=108886at3193	protein ROOT PRIMORDIUM DEFECTIVE
109045at3193	Missing
110301at3193	Complete	Chr05	28824321	28829483	+	1124.6	964	https://www.orthodb.org/?query=110301at3193	formin-binding protein 4
114704at3193	Complete	Chr07	5147224	5161516	+	321.1	200	https://www.orthodb.org/?query=114704at3193	Dcl protein
142312at3193	Complete	Chr27	529571	527808	-	183.0	91	https://www.orthodb.org/?query=142312at3193	NADH dehydrogenase ubiquinone iron-sulfur protein 6
143631at3193	Complete	Chr27	1819383	1838722	+	1351.7	718	https://www.orthodb.org/?query=143631at3193	Dipeptidyl peptidase
146317at3193	Complete	Chr23	29928741	29925616	-	941.7	516	https://www.orthodb.org/?query=146317at3193	E3 ubiquitin-protein ligase
147136at3193	Complete	Chr14	3768667	3780988	+	1005.7	497	https://www.orthodb.org/?query=147136at3193	ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE
147154at3193	Complete	Chr20	8427715	8436285	+	263.2	133	https://www.orthodb.org/?query=147154at3193	uncharacterized protein At5g50100, mitochondrial
147155at3193	Fragmented	Chr05	25013517	25013811	+	130.9	84	https://www.orthodb.org/?query=147155at3193	Heat shock protein
147178at3193	Complete	Chr12	6984158	6979489	-	1507.6	695	https://www.orthodb.org/?query=147178at3193	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
147375at3193	Complete	Chr25	32080752	32082672	+	183.7	101	https://www.orthodb.org/?query=147375at3193	membrane magnesium transporter
147532at3193	Complete	Chr21	7159311	7156245	-	898.2	437	https://www.orthodb.org/?query=147532at3193	Ultraviolet-B receptor
148083at3193	Fragmented	Chr20	1506757	1505605	-	127.1	77	https://www.orthodb.org/?query=148083at3193	f-box/wd-40 repeat-containing protein
148123at3193	Complete	Chr12	4611377	4608476	-	318.2	157	https://www.orthodb.org/?query=148123at3193	PITH domain-containing protein
148833at3193	Missing
149889at3193	Complete	Chr27	2768794	2767272	-	443.7	240	https://www.orthodb.org/?query=149889at3193	pentatricopeptide repeat-containing protein
149917at3193	Fragmented	Chr07	7923819	7923391	-	129.1	79	https://www.orthodb.org/?query=149917at3193	DNA cross-link repair protein
150224at3193	Complete	Chr09	9828222	9816377	-	400.2	219	https://www.orthodb.org/?query=150224at3193	Histidine phosphatase superfamily, clade-1
151298at3193	Complete	Chr09	10722098	10720285	-	240.1	122	https://www.orthodb.org/?query=151298at3193	chromatin-remodeling complex subunit
151317at3193	Complete	Chr12	14658993	14655753	-	738.6	352	https://www.orthodb.org/?query=151317at3193	chloroplast stem-loop binding protein of 41 kDa b chloroplastic
151815at3193	Complete	Chr16	4712498	4710614	-	394.3	202	https://www.orthodb.org/?query=151815at3193	tRNA/rRNA methyltransferase
152842at3193	Fragmented	Chr09	10561621	10572193	+	3766.7	2123	https://www.orthodb.org/?query=152842at3193	Serine/threonine-protein kinase
153106at3193	Complete	Chr03	1562663	1563680	+	508.3	314	https://www.orthodb.org/?query=153106at3193	Cytochrome P450
153444at3193	Complete	Chr09	3053057	3049086	-	415.7	182	https://www.orthodb.org/?query=153444at3193	peptidyl-prolyl cis-trans isomerase
153673at3193	Complete	Chr27	10221256	10217218	-	952.5	447	https://www.orthodb.org/?query=153673at3193	Methionine--tRNA ligase
153743at3193	Missing
153884at3193	Complete	Chr20	5310840	5317971	+	135.3	87	https://www.orthodb.org/?query=153884at3193	centromere protein x
155188at3193	Complete	Chr27	6195582	6191848	-	846.3	514	https://www.orthodb.org/?query=155188at3193	Mini-chromosome maintenance complex-binding protein
155806at3193	Complete	Chr02	29630756	29634532	+	376.9	206	https://www.orthodb.org/?query=155806at3193	methyltransferase-like protein 23-like protein
155926at3193	Fragmented	Chr17	35075619	35075045	-	355.5	183	https://www.orthodb.org/?query=155926at3193	Poly(U)-specific endoribonuclease
156176at3193	Missing
156247at3193	Complete	Chr16	4546692	4543540	-	460.4	274	https://www.orthodb.org/?query=156247at3193	RING finger and CHY zinc finger domain-containing protein
156574at3193	Complete	Chr16	4828141	4814589	-	1226.4	908	https://www.orthodb.org/?query=156574at3193	SAC3 family protein
157562at3193	Complete	Chr09	1848408	1848852	+	258.8	145	https://www.orthodb.org/?query=157562at3193	Thymocyte nuclear protein
157962at3193	Complete	Chr21	29517878	29514066	-	142.2	92	https://www.orthodb.org/?query=157962at3193	TRANSMEMBRANE PROTEIN 256
158446at3193	Complete	Chr09	6378889	6373559	-	1806.9	1039	https://www.orthodb.org/?query=158446at3193	Chromatin remodeling
158863at3193	Complete	Chr17	12418151	12420536	+	484.9	254	https://www.orthodb.org/?query=158863at3193	iron-sulfur protein
159205at3193	Missing
159481at3193	Complete	Chr07	12208696	12206860	-	1061.2	579	https://www.orthodb.org/?query=159481at3193	pentatricopeptide repeat-containing protein
159880at3193	Complete	Chr09	3314606	3312005	-	1090.8	688	https://www.orthodb.org/?query=159880at3193	isoamylase
159963at3193	Missing
160053at3193	Complete	Chr21	8690679	8692638	+	1018.4	545	https://www.orthodb.org/?query=160053at3193	pentatricopeptide repeat-containing protein
160138at3193	Complete	Chr20	3893866	3899287	+	703.3	358	https://www.orthodb.org/?query=160138at3193	Ubiquitin-like modifier-activating enzyme
160328at3193	Complete	Chr12	7411726	7409622	-	265.1	141	https://www.orthodb.org/?query=160328at3193	Protein disulfide-isomerase
161420at3193	Missing
161610at3193	Complete	Chr27	7385934	7392628	+	1078.0	728	https://www.orthodb.org/?query=161610at3193	nuclear pore complex protein
162301at3193	Complete	Chr09	983595	981462	-	741.5	461	https://www.orthodb.org/?query=162301at3193	Zinc knuckle CCHC-type family protein
162497at3193	Fragmented	Chr09	18813356	18811745	-	311.1	159	https://www.orthodb.org/?query=162497at3193	WD repeat-containing protein 13
162511at3193	Complete	Chr23	8213905	8216282	+	797.2	407	https://www.orthodb.org/?query=162511at3193	photosynthetic NDH subunit of subcomplex B 1
164035at3193	Complete	Chr05	25699108	25689427	-	968.7	520	https://www.orthodb.org/?query=164035at3193	ap-5 complex subunit zeta-1
164345at3193	Missing
164609at3193	Complete	Chr03	23038996	23024856	-	1581.6	1027	https://www.orthodb.org/?query=164609at3193	AAA domain-containing protein
164676at3193	Complete	Chr12	12085119	12087363	+	731.1	406	https://www.orthodb.org/?query=164676at3193	Pentatricopeptide repeat-containing protein
165149at3193	Complete	Chr09	15503649	15501396	-	1282.1	713	https://www.orthodb.org/?query=165149at3193	Pentatricopeptide repeat-containing protein
166133at3193	Complete	Chr21	32823956	32827234	+	579.5	401	https://www.orthodb.org/?query=166133at3193	ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34
167467at3193	Complete	Chr17	14532218	14538950	+	714.7	467	https://www.orthodb.org/?query=167467at3193	dnaJ protein
168517at3193	Complete	Chr16	29249948	29247427	-	800.1	414	https://www.orthodb.org/?query=168517at3193	Pentatricopeptide repeat-containing protein
168591at3193	Complete	Chr20	8586993	8581943	-	832.9	475	https://www.orthodb.org/?query=168591at3193	Pentatricopeptide repeat-containing protein
169145at3193	Complete	Chr23	6095331	6101670	+	1860.0	1144	https://www.orthodb.org/?query=169145at3193	Phox
169616at3193	Complete	Chr07	7783380	7779759	-	697.0	359	https://www.orthodb.org/?query=169616at3193	guanine nucleotide-binding protein subunit alpha
170158at3193	Missing
170334at3193	Complete	Chr03	13571446	13578206	+	1055.2	637	https://www.orthodb.org/?query=170334at3193	uncharacterized protein LOC121048798 isoform X1
170411at3193	Complete	Chr21	4875797	4894869	+	497.1	441	https://www.orthodb.org/?query=170411at3193	aarF domain-containing protein kinase 1
170513at3193	Complete	Chr14	1820444	1825484	+	944.6	519	https://www.orthodb.org/?query=170513at3193	4-coumarate:CoA ligase-like
170862at3193	Complete	Chr14	484826	486536	+	605.3	331	https://www.orthodb.org/?query=170862at3193	Inactive leucine-rich repeat receptor-like protein kinase CORYNE
171078at3193	Fragmented	Chr09	120248	108943	-	311.1	530	https://www.orthodb.org/?query=171078at3193	meiosis-specific protein
171390at3193	Complete	Chr27	15280700	15276654	-	830.9	466	https://www.orthodb.org/?query=171390at3193	acyl-CoA-binding domain-containing protein
172439at3193	Complete	Chr20	29870862	29835864	-	1001.0	538	https://www.orthodb.org/?query=172439at3193	Amidohydrolase
172901at3193	Complete	Chr12	16209987	16213225	+	512.2	300	https://www.orthodb.org/?query=172901at3193	cell cycle checkpoint control protein
173256at3193	Complete	Chr27	8091286	8088174	-	542.9	375	https://www.orthodb.org/?query=173256at3193	uncharacterized protein At2g39910
173351at3193	Complete	Chr16	14031113	14028662	-	258.1	232	https://www.orthodb.org/?query=173351at3193	uncharacterized protein LOC107466599 isoform X1
174449at3193	Complete	Chr16	633126	631037	-	1099.7	648	https://www.orthodb.org/?query=174449at3193	Pentatricopeptide repeat-containing protein
175130at3193	Complete	Chr17	29903479	29908722	+	879.7	690	https://www.orthodb.org/?query=175130at3193	uncharacterized protein LOC132176588 isoform X1
175649at3193	Complete	Chr21	16358537	16356095	-	1334.5	751	https://www.orthodb.org/?query=175649at3193	Pentatricopeptide repeat-containing protein
176373at3193	Complete	Chr14	5607235	5611860	+	1195.5	683	https://www.orthodb.org/?query=176373at3193	Pentatricopeptide repeat-containing protein -mitochondrial
176449at3193	Missing
176472at3193	Duplicated	Chr12	3108152	3104199	-	957.8	722	https://www.orthodb.org/?query=176472at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
176472at3193	Duplicated	Chr12	3119787	3115834	-	957.8	722	https://www.orthodb.org/?query=176472at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
177125at3193	Complete	Chr25	24022058	24024703	+	1512.0	780	https://www.orthodb.org/?query=177125at3193	gamma-tubulin complex component
177145at3193	Complete	Chr02	16174065	16171559	-	393.1	203	https://www.orthodb.org/?query=177145at3193	Haloacid dehalogenase-like hydrolase domain-containing protein
177494at3193	Missing
177538at3193	Complete	Chr17	21228476	21230186	+	735.9	550	https://www.orthodb.org/?query=177538at3193	E3 ubiquitin-protein ligase
177858at3193	Complete	Chr21	3338966	3348420	+	1268.9	777	https://www.orthodb.org/?query=177858at3193	DNA repair protein
177952at3193	Complete	Chr09	12232339	12228400	-	619.9	351	https://www.orthodb.org/?query=177952at3193	WD repeat-containing protein
179865at3193	Missing
180401at3193	Complete	Chr03	9121717	9137254	+	1086.2	906	https://www.orthodb.org/?query=180401at3193	SMAD/FHA DOMAIN-CONTAINING PROTEIN
180909at3193	Complete	Chr20	194223	181397	-	1177.0	774	https://www.orthodb.org/?query=180909at3193	Microtubule-associated protein
181096at3193	Complete	Chr03	2610374	2607444	-	183.7	909	https://www.orthodb.org/?query=181096at3193	DUF3741-associated sequence motif
181283at3193	Complete	Chr17	28750744	28748817	-	638.1	321	https://www.orthodb.org/?query=181283at3193	Serine racemase
181415at3193	Complete	Chr14	11910967	11923354	+	688.7	422	https://www.orthodb.org/?query=181415at3193	Ribosomal protein
181523at3193	Fragmented	Chr17	1399467	1397645	-	229.0	139	https://www.orthodb.org/?query=181523at3193	PEPTIDE TRANSPORTER FAMILY PROTEIN
181585at3193	Complete	Chr09	17944182	17942633	-	331.3	166	https://www.orthodb.org/?query=181585at3193	Universal stress protein
181960at3193	Complete	Chr14	223877	228423	+	1912.6	1015	https://www.orthodb.org/?query=181960at3193	No exine formation
182010at3193	Complete	Chr20	280869	279524	-	543.9	327	https://www.orthodb.org/?query=182010at3193	pentatricopeptide repeat-containing protein
182490at3193	Complete	Chr16	12774987	12765441	-	549.7	389	https://www.orthodb.org/?query=182490at3193	BLISTER
182727at3193	Missing
182787at3193	Missing
183391at3193	Fragmented	Chr05	26910328	26917186	+	412.1	325	https://www.orthodb.org/?query=183391at3193	TRIGGER FACTOR-LIKE PROTEIN TIG CHLOROPLASTIC
184182at3193	Missing
184352at3193	Missing
184698at3193	Complete	Chr12	17198201	17204949	+	523.0	501	https://www.orthodb.org/?query=184698at3193	dentin sialophosphoprotein
185068at3193	Complete	Chr05	24596109	24599713	+	646.3	435	https://www.orthodb.org/?query=185068at3193	WD repeat-containing protein
185226at3193	Complete	Chr27	2688537	2704708	+	918.2	559	https://www.orthodb.org/?query=185226at3193	Abc transporter g family member
185315at3193	Complete	Chr05	28278955	28271104	-	318.0	165	https://www.orthodb.org/?query=185315at3193	Protein TIC 20-v- chloroplastic
185482at3193	Complete	Chr20	773303	770490	-	947.7	559	https://www.orthodb.org/?query=185482at3193	Pentatricopeptide repeat-containing protein
185625at3193	Complete	Chr07	19604612	19608111	+	328.1	217	https://www.orthodb.org/?query=185625at3193	MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN
187054at3193	Complete	Chr16	3552252	3546328	-	1774.4	1098	https://www.orthodb.org/?query=187054at3193	Condensin-2 complex subunit
187066at3193	Complete	Chr09	9174200	9177683	+	966.3	578	https://www.orthodb.org/?query=187066at3193	chloride channel E
187173at3193	Fragmented	Chr20	10919222	10913622	-	742.7	453	https://www.orthodb.org/?query=187173at3193	Dnaj heat shock n-terminal domain-containing protein
187261at3193	Complete	Chr16	8039616	8042354	+	1353.0	722	https://www.orthodb.org/?query=187261at3193	Protein transport protein
187779at3193	Complete	Chr09	4370799	4368807	-	323.0	228	https://www.orthodb.org/?query=187779at3193	uncharacterized protein LOC114406851 isoform X1
187846at3193	Complete	Chr20	12331289	12327714	-	451.6	256	https://www.orthodb.org/?query=187846at3193	Plant intracellular Ras-group-related LRR protein 7
187989at3193	Missing
188132at3193	Complete	Chr21	10853846	10852493	-	655.8	350	https://www.orthodb.org/?query=188132at3193	Membrane metalloprotease
188268at3193	Missing
189764at3193	Complete	Chr12	12678000	12676365	-	151.2	141	https://www.orthodb.org/?query=189764at3193	protein LURP-one-related
190084at3193	Complete	Chr03	11177486	11173519	-	545.1	293	https://www.orthodb.org/?query=190084at3193	Non-canonical poly(A) RNA polymerase
190165at3193	Complete	Chr05	18978145	18983392	+	289.7	199	https://www.orthodb.org/?query=190165at3193	elongation factor
190240at3193	Complete	Chr05	24014633	24019539	+	914.8	598	https://www.orthodb.org/?query=190240at3193	tRNA (guanine(37)-N1)-methyltransferase
190316at3193	Complete	Chr17	31588614	31586157	-	273.4	155	https://www.orthodb.org/?query=190316at3193	Ribosomal protein
190873at3193	Complete	Chr16	4249881	4260718	+	919.7	468	https://www.orthodb.org/?query=190873at3193	GTP-binding protein
191746at3193	Missing
192567at3193	Complete	Chr12	9635744	9638477	+	590.2	380	https://www.orthodb.org/?query=192567at3193	plastid transcriptionally active 16
193014at3193	Complete	Chr21	5766585	5770211	+	1464.2	1172	https://www.orthodb.org/?query=193014at3193	Pentatricopeptide repeat-containing protein
193040at3193	Missing
193092at3193	Missing
193448at3193	Complete	Chr21	4091572	4089502	-	1108.4	560	https://www.orthodb.org/?query=193448at3193	pentatricopeptide repeat-containing protein
193603at3193	Complete	Chr05	28136201	28122384	-	2882.3	2900	https://www.orthodb.org/?query=193603at3193	E3 ubiquitin-protein ligase
193756at3193	Complete	Chr05	29219390	29215295	-	1211.6	610	https://www.orthodb.org/?query=193756at3193	Abc transporter g family member
194027at3193	Complete	Chr12	11083853	11076111	-	385.4	222	https://www.orthodb.org/?query=194027at3193	ribosomal protein L4
194872at3193	Complete	Chr12	13556514	13554842	-	907.1	554	https://www.orthodb.org/?query=194872at3193	DEAD-box ATP-dependent RNA helicase
194913at3193	Fragmented	Chr03	4896089	4917628	+	684.2	351	https://www.orthodb.org/?query=194913at3193	pentatricopeptide repeat-containing protein
195042at3193	Complete	Chr12	24439673	24411121	-	1689.7	1217	https://www.orthodb.org/?query=195042at3193	Gamma-tubulin complex component
195099at3193	Complete	Chr23	3313213	3309187	-	927.0	553	https://www.orthodb.org/?query=195099at3193	Pumilio
195321at3193	Complete	Chr07	17536830	17536340	-	112.7	73	https://www.orthodb.org/?query=195321at3193	selenoprotein
195363at3193	Complete	Chr27	560551	560225	-	126.0	75	https://www.orthodb.org/?query=195363at3193	uncharacterized protein LOC112181864 isoform X1
195430at3193	Duplicated	Chr09	19231016	19233644	+	770.8	378	https://www.orthodb.org/?query=195430at3193	Carbohydrate kinase, FGGY, C-terminal
195430at3193	Duplicated	Chr09	19304184	19306813	+	767.2	378	https://www.orthodb.org/?query=195430at3193	Carbohydrate kinase, FGGY, C-terminal
195430at3193	Duplicated	Chr09	19422297	19424932	+	765.5	378	https://www.orthodb.org/?query=195430at3193	Carbohydrate kinase, FGGY, C-terminal
195525at3193	Complete	Chr21	19105836	19104489	-	693.6	384	https://www.orthodb.org/?query=195525at3193	2-(3-amino-3-carboxypropyl)histidine synthase
196208at3193	Missing
196322at3193	Fragmented	Chr23	11967906	11969620	+	202.1	190	https://www.orthodb.org/?query=196322at3193	2-carboxy-D-arabinitol-1-phosphatase
196664at3193	Complete	Chr20	660455	663104	+	308.4	218	https://www.orthodb.org/?query=196664at3193	Late embryogenesis abundant protein
197619at3193	Fragmented	Chr12	23977256	23974263	-	265.9	183	https://www.orthodb.org/?query=197619at3193	26S proteasome non-ATPase regulatory subunit
197724at3193	Complete	Chr09	4898561	4899870	+	517.5	447	https://www.orthodb.org/?query=197724at3193	Isopenicillin N synthase-like
197756at3193	Complete	Chr02	24428910	24425215	-	752.4	443	https://www.orthodb.org/?query=197756at3193	CLK4-associating serine/arginine rich
197908at3193	Missing
197924at3193	Complete	Chr07	16635538	16633945	-	147.1	78	https://www.orthodb.org/?query=197924at3193	Polyamine-modulated factor 1-binding protein 1
198110at3193	Complete	Chr02	22179658	22174578	-	1507.7	1034	https://www.orthodb.org/?query=198110at3193	condensin-2 complex subunit G2
198446at3193	Complete	Chr16	17382945	17394876	+	419.4	246	https://www.orthodb.org/?query=198446at3193	histidine protein
198525at3193	Complete	Chr03	25120696	25123727	+	289.0	185	https://www.orthodb.org/?query=198525at3193	PRA1 family protein
198568at3193	Complete	Chr09	10511904	10514909	+	1074.0	594	https://www.orthodb.org/?query=198568at3193	F-box/LRR-repeat protein
