# BUSCO version is: 5.8.3 
# The lineage dataset is: embryophyta_odb12 (Creation date: 2025-07-01, number of genomes: 78, number of BUSCOs: 2026)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
45995at3193	Complete	Chr22	7490923	7492560	+	786.6	431	https://www.orthodb.org/?query=45995at3193	pentatricopeptide repeat-containing protein
47129at3193	Complete	Chr18	21454563	21451808	-	660.8	371	https://www.orthodb.org/?query=47129at3193	Zinc finger hit domain-containing
47727at3193	Complete	Chr18	13890256	13898159	+	427.1	273	https://www.orthodb.org/?query=47727at3193	Myb family transcription factor
48098at3193	Complete	Chr13	27134955	27140270	+	213.7	120	https://www.orthodb.org/?query=48098at3193	Acetyl-CoA decarbonylase/synthase complex subunit alpha 1
52640at3193	Complete	Chr11	22171108	22168082	-	433.5	214	https://www.orthodb.org/?query=52640at3193	rhodanese-like domain-containing protein
53615at3193	Complete	Chr13	3748419	3743828	-	481.0	275	https://www.orthodb.org/?query=53615at3193	Tubby
54323at3193	Complete	Chr11	26450552	26458534	+	1410.4	805	https://www.orthodb.org/?query=54323at3193	DUF639 family protein
57017at3193	Complete	Chr10	1343465	1339500	-	215.8	140	https://www.orthodb.org/?query=57017at3193	KH domain-containing protein
57063at3193	Complete	Chr15	1990390	1994936	+	884.0	519	https://www.orthodb.org/?query=57063at3193	Pumilio
58104at3193	Complete	Chr11	3581268	3587580	+	783.5	415	https://www.orthodb.org/?query=58104at3193	Pentatricopeptide repeat-containing protein
59814at3193	Complete	Chr11	19825107	19818568	-	1239.1	617	https://www.orthodb.org/?query=59814at3193	Gamma-tubulin complex component
61870at3193	Complete	Chr11	6037823	6046930	+	756.9	494	https://www.orthodb.org/?query=61870at3193	GTP diphosphokinase
61994at3193	Complete	Chr24	10116922	10115587	-	695.2	375	https://www.orthodb.org/?query=61994at3193	pentatricopeptide repeat-containing protein
62596at3193	Complete	Chr06	2886904	2879420	-	371.2	189	https://www.orthodb.org/?query=62596at3193	TRNA (cytidine(34)-2'-O)-methyltransferase
63225at3193	Complete	Chr15	5703219	5702787	-	240.1	151	https://www.orthodb.org/?query=63225at3193	FERREDOXIN
63409at3193	Complete	Chr08	6050613	6024272	-	243.7	142	https://www.orthodb.org/?query=63409at3193	uncharacterized protein LOC118036164 isoform X1
64148at3193	Complete	Chr10	7699244	7700426	+	595.3	322	https://www.orthodb.org/?query=64148at3193	pentatricopeptide repeat-containing protein
64381at3193	Complete	Chr11	19401845	19398927	-	679.6	386	https://www.orthodb.org/?query=64381at3193	DNA excision repair protein ERCC-1
64545at3193	Complete	Chr18	13510674	13521962	+	923.4	684	https://www.orthodb.org/?query=64545at3193	Dimerizations protein
64958at3193	Complete	Chr08	10290309	10296957	+	620.1	444	https://www.orthodb.org/?query=64958at3193	Zinc finger CCCH domain-containing protein
65375at3193	Complete	Chr10	6596832	6595596	-	194.7	119	https://www.orthodb.org/?query=65375at3193	Zinc finger HIT domain-containing protein 3
65668at3193	Complete	Chr28	16872892	16868862	-	1592.0	989	https://www.orthodb.org/?query=65668at3193	AP-5 complex subunit beta-1
66120at3193	Complete	Chr26	16566425	16583744	+	496.9	305	https://www.orthodb.org/?query=66120at3193	AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR
67447at3193	Complete	Chr08	16893630	16892091	-	761.5	434	https://www.orthodb.org/?query=67447at3193	Pentatricopeptide repeat-containing protein
70457at3193	Complete	Chr19	7711488	7719306	+	385.4	211	https://www.orthodb.org/?query=70457at3193	CRAL_TRIO domain-containing protein
70634at3193	Complete	Chr10	11245586	11243942	-	133.2	79	https://www.orthodb.org/?query=70634at3193	Leucine-rich repeat-containing N-terminal, plant-type
70679at3193	Complete	Chr15	856863	852134	-	940.0	549	https://www.orthodb.org/?query=70679at3193	Mediator of RNA polymerase II transcription subunit 8
70875at3193	Complete	Chr19	5634665	5629860	-	756.9	350	https://www.orthodb.org/?query=70875at3193	Kelch domain-containing protein
70938at3193	Complete	Chr13	26758099	26760067	+	1063.0	612	https://www.orthodb.org/?query=70938at3193	pentatricopeptide repeat-containing protein
72622at3193	Complete	Chr06	34507267	34500566	-	872.1	735	https://www.orthodb.org/?query=72622at3193	nuclear pore complex protein
73343at3193	Complete	Chr24	6328221	6339526	+	1751.1	1240	https://www.orthodb.org/?query=73343at3193	dentin sialophosphoprotein-like
73712at3193	Complete	Chr08	8461435	8465337	+	743.4	433	https://www.orthodb.org/?query=73712at3193	peptidyl-prolyl cis-trans isomerase
75351at3193	Complete	Chr13	26559943	26555389	-	998.2	628	https://www.orthodb.org/?query=75351at3193	Asparagine synthetase domain-containing protein
77018at3193	Complete	Chr28	4490248	4483421	-	578.4	326	https://www.orthodb.org/?query=77018at3193	Root primordium defective
80624at3193	Complete	Chr18	7245183	7247371	+	333.2	163	https://www.orthodb.org/?query=80624at3193	Ribosomal protein
80691at3193	Complete	Chr06	41817189	41812990	-	770.4	402	https://www.orthodb.org/?query=80691at3193	AUGMIN subunit 4
82160at3193	Complete	Chr06	15329580	15324879	-	476.9	284	https://www.orthodb.org/?query=82160at3193	mitochondrial outer membrane import complex protein
85763at3193	Complete	Chr11	633868	630560	-	774.0	595	https://www.orthodb.org/?query=85763at3193	bromodomain-containing protein
88535at3193	Complete	Chr18	30658087	30654719	-	371.1	229	https://www.orthodb.org/?query=88535at3193	nusG
89162at3193	Complete	Chr08	8883138	8880638	-	300.7	178	https://www.orthodb.org/?query=89162at3193	uncharacterized protein LOC132184112 isoform X1
89299at3193	Complete	Chr15	527936	530071	+	339.8	193	https://www.orthodb.org/?query=89299at3193	Ribosomal protein
90405at3193	Complete	Chr08	1968543	1985628	+	989.1	697	https://www.orthodb.org/?query=90405at3193	Kinesin
91839at3193	Complete	Chr18	9779497	9780421	+	328.4	230	https://www.orthodb.org/?query=91839at3193	DnaJ subfamily C member 2
93216at3193	Complete	Chr04	11691723	11694523	+	216.5	161	https://www.orthodb.org/?query=93216at3193	coiled-coil domain-containing protein
93245at3193	Complete	Chr28	11407472	11406084	-	374.5	186	https://www.orthodb.org/?query=93245at3193	peptidyl-prolyl cis-trans isomerase
94451at3193	Complete	Chr11	6294407	6252339	-	653.6	414	https://www.orthodb.org/?query=94451at3193	ACTIN PROTEIN 2/3 COMPLEX SUBUNIT-LIKE PROTEIN
98540at3193	Complete	Chr10	24470218	24469864	-	141.0	104	https://www.orthodb.org/?query=98540at3193	probable basic-leucine zipper transcription factor P isoform X2
100242at3193	Complete	Chr04	15115911	15112842	-	265.3	143	https://www.orthodb.org/?query=100242at3193	DEAD-box ATP-dependent RNA helicase
100993at3193	Complete	Chr26	17978119	17978350	+	138.9	69	https://www.orthodb.org/?query=100993at3193	uncharacterized protein LOC110623473 isoform X1
101791at3193	Complete	Chr24	14814060	14810731	-	166.1	155	https://www.orthodb.org/?query=101791at3193	Ribosomal RNA-processing protein
104128at3193	Complete	Chr24	2161316	2151218	-	678.6	515	https://www.orthodb.org/?query=104128at3193	Tic 62 protein
104546at3193	Complete	Chr22	16130602	16132921	+	158.2	177	https://www.orthodb.org/?query=104546at3193	Protein ECERIFERUM 16
108041at3193	Complete	Chr24	5817709	5819338	+	364.0	318	https://www.orthodb.org/?query=108041at3193	SMAD/FHA domain-containing protein
108863at3193	Complete	Chr28	27869027	27865282	-	616.3	590	https://www.orthodb.org/?query=108863at3193	nuclear fragile X mental retardation-interacting protein
108886at3193	Complete	Chr15	27535870	27534394	-	486.2	298	https://www.orthodb.org/?query=108886at3193	protein ROOT PRIMORDIUM DEFECTIVE
109045at3193	Complete	Chr11	41309303	41274669	-	1300.2	768	https://www.orthodb.org/?query=109045at3193	tetratricopeptide repeat protein
110301at3193	Complete	Chr06	44649508	44654602	+	1177.0	964	https://www.orthodb.org/?query=110301at3193	formin-binding protein 4
114704at3193	Complete	Chr08	6146106	6149782	+	318.4	200	https://www.orthodb.org/?query=114704at3193	Dcl protein
142312at3193	Complete	Chr28	340597	338820	-	184.6	98	https://www.orthodb.org/?query=142312at3193	NADH dehydrogenase ubiquinone iron-sulfur protein 6
143631at3193	Complete	Chr28	2035116	2038960	+	1400.3	718	https://www.orthodb.org/?query=143631at3193	Dipeptidyl peptidase
146317at3193	Complete	Chr24	39667310	39664175	-	929.0	519	https://www.orthodb.org/?query=146317at3193	E3 ubiquitin-protein ligase
147136at3193	Complete	Chr13	31487711	31484365	-	1002.5	498	https://www.orthodb.org/?query=147136at3193	ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE
147154at3193	Complete	Chr19	9330934	9332360	+	260.7	133	https://www.orthodb.org/?query=147154at3193	uncharacterized protein At5g50100, mitochondrial
147155at3193	Complete	Chr06	40438650	40440751	+	316.6	187	https://www.orthodb.org/?query=147155at3193	Heat shock protein
147178at3193	Complete	Chr11	7313236	7274388	-	1585.1	727	https://www.orthodb.org/?query=147178at3193	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
147375at3193	Complete	Chr26	2964840	2963316	-	183.4	101	https://www.orthodb.org/?query=147375at3193	membrane magnesium transporter
147532at3193	Complete	Chr22	7221458	7218417	-	890.4	435	https://www.orthodb.org/?query=147532at3193	Ultraviolet-B receptor
148083at3193	Complete	Chr19	1374434	1371143	-	647.7	391	https://www.orthodb.org/?query=148083at3193	f-box/wd-40 repeat-containing protein
148123at3193	Complete	Chr11	4839231	4836345	-	320.5	156	https://www.orthodb.org/?query=148123at3193	PITH domain-containing protein
148833at3193	Complete	Chr19	5830	4074	-	324.7	187	https://www.orthodb.org/?query=148833at3193	chaperone binding / ATPase activator
149889at3193	Complete	Chr28	3374834	3368540	-	453.3	239	https://www.orthodb.org/?query=149889at3193	pentatricopeptide repeat-containing protein
149917at3193	Complete	Chr08	9091170	9095410	+	897.7	512	https://www.orthodb.org/?query=149917at3193	DNA cross-link repair protein
150224at3193	Complete	Chr10	9165397	9162016	-	392.0	218	https://www.orthodb.org/?query=150224at3193	Histidine phosphatase superfamily, clade-1
151298at3193	Complete	Chr10	10021328	10019479	-	244.2	122	https://www.orthodb.org/?query=151298at3193	chromatin-remodeling complex subunit
151317at3193	Complete	Chr11	15313107	15309506	-	733.7	352	https://www.orthodb.org/?query=151317at3193	chloroplast stem-loop binding protein of 41 kDa b chloroplastic
151815at3193	Complete	Chr15	3951128	3949282	-	386.6	202	https://www.orthodb.org/?query=151815at3193	tRNA/rRNA methyltransferase
152842at3193	Fragmented	Chr10	9887403	9897901	+	3755.9	2132	https://www.orthodb.org/?query=152842at3193	Serine/threonine-protein kinase
153106at3193	Complete	Chr04	2535661	2536672	+	510.3	316	https://www.orthodb.org/?query=153106at3193	Cytochrome P450
153444at3193	Complete	Chr10	2861349	2857536	-	418.4	182	https://www.orthodb.org/?query=153444at3193	peptidyl-prolyl cis-trans isomerase
153673at3193	Complete	Chr28	12454974	12451313	-	948.9	447	https://www.orthodb.org/?query=153673at3193	Methionine--tRNA ligase
153743at3193	Complete	Chr26	10558330	10562411	+	614.7	340	https://www.orthodb.org/?query=153743at3193	F-box protein
153884at3193	Complete	Chr19	6427305	6428676	+	135.9	89	https://www.orthodb.org/?query=153884at3193	centromere protein x
155188at3193	Complete	Chr28	7773747	7770118	-	854.4	515	https://www.orthodb.org/?query=155188at3193	Mini-chromosome maintenance complex-binding protein
155806at3193	Complete	Chr01	26530187	26533604	+	372.4	206	https://www.orthodb.org/?query=155806at3193	methyltransferase-like protein 23-like protein
155926at3193	Complete	Chr18	9313404	9308814	-	660.5	357	https://www.orthodb.org/?query=155926at3193	Poly(U)-specific endoribonuclease
156176at3193	Complete	Chr19	35123173	35134732	+	1064.0	582	https://www.orthodb.org/?query=156176at3193	pentatricopeptide repeat-containing protein
156247at3193	Complete	Chr15	3762260	3759396	-	458.1	275	https://www.orthodb.org/?query=156247at3193	RING finger and CHY zinc finger domain-containing protein
156574at3193	Complete	Chr15	3975519	3991644	+	1390.6	939	https://www.orthodb.org/?query=156574at3193	SAC3 family protein
157562at3193	Complete	Chr10	1678397	1677842	-	260.3	146	https://www.orthodb.org/?query=157562at3193	Thymocyte nuclear protein
157962at3193	Complete	Chr22	32799313	32783729	-	159.2	94	https://www.orthodb.org/?query=157962at3193	TRANSMEMBRANE PROTEIN 256
158446at3193	Complete	Chr10	5592631	5587191	-	1815.0	1039	https://www.orthodb.org/?query=158446at3193	Chromatin remodeling
158863at3193	Complete	Chr18	23918618	23916323	-	484.0	254	https://www.orthodb.org/?query=158863at3193	iron-sulfur protein
159205at3193	Complete	Chr28	7859710	7863247	+	384.0	231	https://www.orthodb.org/?query=159205at3193	Reticulon-like protein
159481at3193	Complete	Chr08	15632086	15630253	-	1054.3	578	https://www.orthodb.org/?query=159481at3193	pentatricopeptide repeat-containing protein
159880at3193	Complete	Chr10	3090689	3088085	-	1107.5	688	https://www.orthodb.org/?query=159880at3193	isoamylase
159963at3193	Complete	Chr18	29451536	29449460	-	1191.6	673	https://www.orthodb.org/?query=159963at3193	Pentatricopeptide repeat-containing protein
160053at3193	Complete	Chr22	9476583	9485795	+	1018.5	545	https://www.orthodb.org/?query=160053at3193	pentatricopeptide repeat-containing protein
160138at3193	Complete	Chr19	4853785	4858835	+	705.5	358	https://www.orthodb.org/?query=160138at3193	Ubiquitin-like modifier-activating enzyme
160328at3193	Complete	Chr11	7734468	7727218	-	265.6	141	https://www.orthodb.org/?query=160328at3193	Protein disulfide-isomerase
161420at3193	Complete	Chr10	9056264	9058745	+	1367.9	821	https://www.orthodb.org/?query=161420at3193	Pentatricopeptide repeat-containing protein
161610at3193	Complete	Chr28	9198383	9224296	+	1208.7	726	https://www.orthodb.org/?query=161610at3193	nuclear pore complex protein
162301at3193	Complete	Chr10	848179	845869	-	758.3	461	https://www.orthodb.org/?query=162301at3193	Zinc knuckle CCHC-type family protein
162497at3193	Complete	Chr10	22111094	22102752	-	782.1	417	https://www.orthodb.org/?query=162497at3193	WD repeat-containing protein 13
162511at3193	Complete	Chr24	10585898	10593978	+	796.1	407	https://www.orthodb.org/?query=162511at3193	photosynthetic NDH subunit of subcomplex B 1
164035at3193	Complete	Chr06	41306260	41301252	-	971.1	520	https://www.orthodb.org/?query=164035at3193	ap-5 complex subunit zeta-1
164345at3193	Complete	Chr08	20838079	20864830	+	1124.9	610	https://www.orthodb.org/?query=164345at3193	Pentatricopeptide repeat-containing protein
164609at3193	Complete	Chr04	31383384	31391655	+	1710.8	1017	https://www.orthodb.org/?query=164609at3193	AAA domain-containing protein
164676at3193	Complete	Chr11	12156436	12159277	+	737.4	406	https://www.orthodb.org/?query=164676at3193	Pentatricopeptide repeat-containing protein
165149at3193	Complete	Chr10	17184107	17181854	-	1277.6	713	https://www.orthodb.org/?query=165149at3193	Pentatricopeptide repeat-containing protein
166133at3193	Complete	Chr22	37669535	37667250	-	663.3	401	https://www.orthodb.org/?query=166133at3193	ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34
167467at3193	Fragmented	Chr18	24901444	24903692	+	483.5	316	https://www.orthodb.org/?query=167467at3193	dnaJ protein
168517at3193	Complete	Chr15	24789653	24792036	+	810.1	414	https://www.orthodb.org/?query=168517at3193	Pentatricopeptide repeat-containing protein
168591at3193	Complete	Chr19	9695944	9693775	-	833.5	474	https://www.orthodb.org/?query=168591at3193	Pentatricopeptide repeat-containing protein
169145at3193	Complete	Chr24	8274880	8268571	-	1867.7	1144	https://www.orthodb.org/?query=169145at3193	Phox
169616at3193	Complete	Chr08	8977132	8973547	-	702.7	359	https://www.orthodb.org/?query=169616at3193	guanine nucleotide-binding protein subunit alpha
170158at3193	Complete	Chr26	34047706	34045517	-	287.5	176	https://www.orthodb.org/?query=170158at3193	TTHA0068-like domain containing protein
170334at3193	Complete	Chr04	18974519	19006781	+	1150.5	638	https://www.orthodb.org/?query=170334at3193	uncharacterized protein LOC121048798 isoform X1
170411at3193	Complete	Chr22	4689844	4702856	+	900.3	489	https://www.orthodb.org/?query=170411at3193	aarF domain-containing protein kinase 1
170513at3193	Complete	Chr13	33277583	33272774	-	976.0	521	https://www.orthodb.org/?query=170513at3193	4-coumarate:CoA ligase-like
170862at3193	Complete	Chr13	34273653	34271973	-	603.0	331	https://www.orthodb.org/?query=170862at3193	Inactive leucine-rich repeat receptor-like protein kinase CORYNE
171078at3193	Complete	Chr10	110028	105625	-	698.3	754	https://www.orthodb.org/?query=171078at3193	meiosis-specific protein
171390at3193	Complete	Chr28	19166421	19161013	-	813.3	466	https://www.orthodb.org/?query=171390at3193	acyl-CoA-binding domain-containing protein
172439at3193	Complete	Chr19	29608129	29631986	+	962.2	548	https://www.orthodb.org/?query=172439at3193	Amidohydrolase
172901at3193	Complete	Chr11	17608404	17611707	+	556.4	300	https://www.orthodb.org/?query=172901at3193	cell cycle checkpoint control protein
173256at3193	Complete	Chr28	9907101	9904341	-	609.5	376	https://www.orthodb.org/?query=173256at3193	uncharacterized protein At2g39910
173351at3193	Complete	Chr15	14299490	14301872	+	280.2	232	https://www.orthodb.org/?query=173351at3193	uncharacterized protein LOC107466599 isoform X1
174449at3193	Complete	Chr15	537699	535604	-	1099.5	648	https://www.orthodb.org/?query=174449at3193	Pentatricopeptide repeat-containing protein
175130at3193	Complete	Chr18	3895601	3900890	+	889.7	690	https://www.orthodb.org/?query=175130at3193	uncharacterized protein LOC132176588 isoform X1
175649at3193	Complete	Chr22	21514192	21511750	-	1341.6	752	https://www.orthodb.org/?query=175649at3193	Pentatricopeptide repeat-containing protein
176373at3193	Complete	Chr13	29568045	29558282	-	1246.0	682	https://www.orthodb.org/?query=176373at3193	Pentatricopeptide repeat-containing protein -mitochondrial
176449at3193	Complete	Chr13	30097183	30090535	-	786.3	454	https://www.orthodb.org/?query=176449at3193	Helicase
176472at3193	Complete	Chr11	3498422	3495403	-	959.1	721	https://www.orthodb.org/?query=176472at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
177125at3193	Complete	Chr26	12048883	12046241	-	1508.2	777	https://www.orthodb.org/?query=177125at3193	gamma-tubulin complex component
177145at3193	Complete	Chr01	13186874	13165760	-	423.7	219	https://www.orthodb.org/?query=177145at3193	Haloacid dehalogenase-like hydrolase domain-containing protein
177494at3193	Complete	Chr19	10248408	10249872	+	801.4	449	https://www.orthodb.org/?query=177494at3193	pentatricopeptide repeat-containing protein
177538at3193	Complete	Chr18	16411336	16409659	-	734.8	550	https://www.orthodb.org/?query=177538at3193	E3 ubiquitin-protein ligase
177858at3193	Complete	Chr22	3151020	3160517	+	1263.4	775	https://www.orthodb.org/?query=177858at3193	DNA repair protein
177952at3193	Complete	Chr10	12281086	12277071	-	611.1	351	https://www.orthodb.org/?query=177952at3193	WD repeat-containing protein
179865at3193	Complete	Chr06	29744704	29741724	-	654.2	382	https://www.orthodb.org/?query=179865at3193	oxidoreductase
180401at3193	Complete	Chr04	11863708	11872052	+	1335.9	887	https://www.orthodb.org/?query=180401at3193	SMAD/FHA DOMAIN-CONTAINING PROTEIN
180909at3193	Complete	Chr19	113776	110407	-	1299.4	775	https://www.orthodb.org/?query=180909at3193	Microtubule-associated protein
181096at3193	Complete	Chr08	3603718	3608083	+	1115.1	1087	https://www.orthodb.org/?query=181096at3193	DUF3741-associated sequence motif
181283at3193	Complete	Chr18	2793657	2791712	-	639.1	321	https://www.orthodb.org/?query=181283at3193	Serine racemase
181415at3193	Complete	Chr06	39999321	40008280	+	654.2	384	https://www.orthodb.org/?query=181415at3193	Ribosomal protein
181523at3193	Complete	Chr18	33294745	33299093	+	316.6	174	https://www.orthodb.org/?query=181523at3193	PEPTIDE TRANSPORTER FAMILY PROTEIN
181585at3193	Complete	Chr10	20933698	20931878	-	331.7	166	https://www.orthodb.org/?query=181585at3193	Universal stress protein
181960at3193	Complete	Chr13	34494697	34490111	-	1901.2	1015	https://www.orthodb.org/?query=181960at3193	No exine formation
182010at3193	Complete	Chr19	198954	197582	-	541.2	327	https://www.orthodb.org/?query=182010at3193	pentatricopeptide repeat-containing protein
182490at3193	Complete	Chr15	12765424	12744402	-	564.7	396	https://www.orthodb.org/?query=182490at3193	BLISTER
182727at3193	Complete	Chr13	5398001	5393220	-	567.4	458	https://www.orthodb.org/?query=182727at3193	Leucine-rich repeat
182787at3193	Complete	Chr01	16132408	16142663	+	638.1	329	https://www.orthodb.org/?query=182787at3193	uncharacterized protein At4g37920
183391at3193	Complete	Chr06	42468761	42510155	+	856.1	467	https://www.orthodb.org/?query=183391at3193	TRIGGER FACTOR-LIKE PROTEIN TIG CHLOROPLASTIC
184182at3193	Complete	Chr08	3442274	3445083	+	604.0	329	https://www.orthodb.org/?query=184182at3193	Carbohydrate kinase
184352at3193	Complete	Chr28	28068631	28071867	+	345.8	181	https://www.orthodb.org/?query=184352at3193	DNA repair REX1-B
184698at3193	Complete	Chr11	19018364	19023561	+	509.6	485	https://www.orthodb.org/?query=184698at3193	dentin sialophosphoprotein
185068at3193	Complete	Chr06	39932173	39936259	+	746.5	436	https://www.orthodb.org/?query=185068at3193	WD repeat-containing protein
185226at3193	Complete	Chr28	3260952	3262764	+	1026.6	560	https://www.orthodb.org/?query=185226at3193	Abc transporter g family member
185315at3193	Complete	Chr06	44034576	44034078	-	317.8	162	https://www.orthodb.org/?query=185315at3193	Protein TIC 20-v- chloroplastic
185482at3193	Complete	Chr19	542201	539438	-	939.2	559	https://www.orthodb.org/?query=185482at3193	Pentatricopeptide repeat-containing protein
185625at3193	Complete	Chr08	28568434	28570560	+	320.2	217	https://www.orthodb.org/?query=185625at3193	MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN
187054at3193	Complete	Chr15	2748596	2742763	-	1769.2	1098	https://www.orthodb.org/?query=187054at3193	Condensin-2 complex subunit
187066at3193	Complete	Chr10	8486555	8499954	+	957.6	578	https://www.orthodb.org/?query=187066at3193	chloride channel E
187173at3193	Fragmented	Chr19	13237461	13244686	+	499.2	361	https://www.orthodb.org/?query=187173at3193	Dnaj heat shock n-terminal domain-containing protein
187261at3193	Complete	Chr15	7039691	7042475	+	1347.7	722	https://www.orthodb.org/?query=187261at3193	Protein transport protein
187779at3193	Complete	Chr10	3619429	3617297	-	323.3	228	https://www.orthodb.org/?query=187779at3193	uncharacterized protein LOC114406851 isoform X1
187846at3193	Complete	Chr19	15204815	15201168	-	449.8	256	https://www.orthodb.org/?query=187846at3193	Plant intracellular Ras-group-related LRR protein 7
187989at3193	Complete	Chr24	41799470	41801192	+	464.3	256	https://www.orthodb.org/?query=187989at3193	eukaryotic translation initiation factor
188132at3193	Complete	Chr22	13196794	13195441	-	654.1	350	https://www.orthodb.org/?query=188132at3193	Membrane metalloprotease
188268at3193	Complete	Chr08	5702990	5699541	-	1116.5	675	https://www.orthodb.org/?query=188268at3193	THO complex, subunit
189764at3193	Complete	Chr11	12907846	12905536	-	159.0	142	https://www.orthodb.org/?query=189764at3193	protein LURP-one-related
190084at3193	Complete	Chr04	15272936	15267958	-	543.6	293	https://www.orthodb.org/?query=190084at3193	Non-canonical poly(A) RNA polymerase
190165at3193	Complete	Chr06	30956791	30961547	+	300.6	198	https://www.orthodb.org/?query=190165at3193	elongation factor
190240at3193	Complete	Chr06	38687750	38692465	+	987.4	585	https://www.orthodb.org/?query=190240at3193	tRNA (guanine(37)-N1)-methyltransferase
190316at3193	Complete	Chr18	5832139	5829401	-	270.4	152	https://www.orthodb.org/?query=190316at3193	Ribosomal protein
190873at3193	Complete	Chr15	3472197	3475143	+	915.6	476	https://www.orthodb.org/?query=190873at3193	GTP-binding protein
