# BUSCO version is: 5.8.3 
# The lineage dataset is: embryophyta_odb12 (Creation date: 2025-07-01, number of genomes: 78, number of BUSCOs: 2026)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1064at3193	Missing
41656at3193	Complete	Chr01	2022695	2020229	-	146.8	91	https://www.orthodb.org/?query=41656at3193	RNA polymerase II transcriptional coactivator
42511at3193	Complete	Chr19	5747828	5748806	+	447.2	272	https://www.orthodb.org/?query=42511at3193	S-adenosyl-L-methionine-dependent methyltransferase
44148at3193	Complete	Chr10	8902493	8904092	+	782.3	479	https://www.orthodb.org/?query=44148at3193	U3 small nucleolar RNA-associated protein
44385at3193	Complete	Chr26	21330928	21300639	-	1023.9	678	https://www.orthodb.org/?query=44385at3193	1,4-alpha-glucan-branching enzyme
45995at3193	Complete	Chr22	6582070	6583586	+	697.1	430	https://www.orthodb.org/?query=45995at3193	pentatricopeptide repeat-containing protein
47129at3193	Missing
47727at3193	Complete	Chr18	10729281	10731563	+	435.7	272	https://www.orthodb.org/?query=47727at3193	Myb family transcription factor
48098at3193	Complete	Chr13	18499000	18464895	-	184.4	121	https://www.orthodb.org/?query=48098at3193	Acetyl-CoA decarbonylase/synthase complex subunit alpha 1
52640at3193	Complete	Chr11	17049388	17046427	-	431.0	214	https://www.orthodb.org/?query=52640at3193	rhodanese-like domain-containing protein
53615at3193	Complete	Chr13	2373211	2368924	-	482.8	275	https://www.orthodb.org/?query=53615at3193	Tubby
54323at3193	Complete	Chr11	19919024	19931856	+	1402.3	804	https://www.orthodb.org/?query=54323at3193	DUF639 family protein
57017at3193	Complete	Chr10	1156068	1154138	-	205.2	137	https://www.orthodb.org/?query=57017at3193	KH domain-containing protein
57063at3193	Complete	Chr15	1623117	1632760	+	904.1	518	https://www.orthodb.org/?query=57063at3193	Pumilio
58104at3193	Complete	Chr11	2966166	2967650	+	789.3	415	https://www.orthodb.org/?query=58104at3193	Pentatricopeptide repeat-containing protein
59814at3193	Complete	Chr11	15197740	15185874	-	1210.2	616	https://www.orthodb.org/?query=59814at3193	Gamma-tubulin complex component
61870at3193	Complete	Chr11	5144369	5151799	+	758.7	491	https://www.orthodb.org/?query=61870at3193	GTP diphosphokinase
61994at3193	Missing
62596at3193	Complete	Chr06	1085030	1081002	-	365.6	180	https://www.orthodb.org/?query=62596at3193	TRNA (cytidine(34)-2'-O)-methyltransferase
63225at3193	Complete	Chr15	3623046	3622614	-	225.7	150	https://www.orthodb.org/?query=63225at3193	FERREDOXIN
63409at3193	Missing
64148at3193	Complete	Chr10	6629469	6630651	+	594.5	322	https://www.orthodb.org/?query=64148at3193	pentatricopeptide repeat-containing protein
64381at3193	Complete	Chr11	15043577	15040712	-	677.9	386	https://www.orthodb.org/?query=64381at3193	DNA excision repair protein ERCC-1
64545at3193	Complete	Chr18	10468463	10477929	+	904.0	683	https://www.orthodb.org/?query=64545at3193	Dimerizations protein
64958at3193	Missing
65375at3193	Complete	Chr10	5716445	5715171	-	179.6	119	https://www.orthodb.org/?query=65375at3193	Zinc finger HIT domain-containing protein 3
65668at3193	Complete	Chr28	24311478	24307429	-	1594.8	989	https://www.orthodb.org/?query=65668at3193	AP-5 complex subunit beta-1
66120at3193	Complete	Chr26	775354	777766	+	491.7	305	https://www.orthodb.org/?query=66120at3193	AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR
67447at3193	Complete	Chr08	28262182	28263713	+	680.4	434	https://www.orthodb.org/?query=67447at3193	Pentatricopeptide repeat-containing protein
70457at3193	Complete	Chr19	6047465	6055055	+	385.2	211	https://www.orthodb.org/?query=70457at3193	CRAL_TRIO domain-containing protein
70634at3193	Complete	Chr10	9301591	9300045	-	129.6	79	https://www.orthodb.org/?query=70634at3193	Leucine-rich repeat-containing N-terminal, plant-type
70679at3193	Complete	Chr15	756976	752198	-	934.7	545	https://www.orthodb.org/?query=70679at3193	Mediator of RNA polymerase II transcription subunit 8
70875at3193	Complete	Chr19	4410672	4406210	-	765.0	350	https://www.orthodb.org/?query=70875at3193	Kelch domain-containing protein
70938at3193	Complete	Chr13	18190246	18192214	+	1021.2	612	https://www.orthodb.org/?query=70938at3193	pentatricopeptide repeat-containing protein
72622at3193	Complete	Chr06	19163553	19157307	-	894.3	735	https://www.orthodb.org/?query=72622at3193	nuclear pore complex protein
73343at3193	Complete	Chr24	4890232	4896528	+	1741.8	1240	https://www.orthodb.org/?query=73343at3193	dentin sialophosphoprotein-like
73712at3193	Complete	Chr08	33684918	33688805	+	750.4	433	https://www.orthodb.org/?query=73712at3193	peptidyl-prolyl cis-trans isomerase
75351at3193	Complete	Chr13	18046880	18037151	-	1005.5	628	https://www.orthodb.org/?query=75351at3193	Asparagine synthetase domain-containing protein
77018at3193	Complete	Chr28	15110262	15108963	-	542.7	325	https://www.orthodb.org/?query=77018at3193	Root primordium defective
80624at3193	Complete	Chr18	6291925	6299676	+	332.0	160	https://www.orthodb.org/?query=80624at3193	Ribosomal protein
80691at3193	Complete	Chr06	24366404	24362284	-	754.8	402	https://www.orthodb.org/?query=80691at3193	AUGMIN subunit 4
82160at3193	Complete	Chr06	6293482	6288951	-	482.2	284	https://www.orthodb.org/?query=82160at3193	mitochondrial outer membrane import complex protein
85763at3193	Complete	Chr11	520205	516955	-	758.6	595	https://www.orthodb.org/?query=85763at3193	bromodomain-containing protein
88535at3193	Complete	Chr18	23092793	23089346	-	379.6	228	https://www.orthodb.org/?query=88535at3193	nusG
89162at3193	Missing
89299at3193	Missing
90405at3193	Complete	Chr08	36764018	36776399	+	943.6	697	https://www.orthodb.org/?query=90405at3193	Kinesin
91839at3193	Fragmented	Chr10	6983209	6982528	-	129.2	145	https://www.orthodb.org/?query=91839at3193	DnaJ subfamily C member 2
93216at3193	Complete	Chr04	8961454	8963028	+	192.6	161	https://www.orthodb.org/?query=93216at3193	coiled-coil domain-containing protein
93245at3193	Complete	Chr28	20260406	20259005	-	374.4	186	https://www.orthodb.org/?query=93245at3193	peptidyl-prolyl cis-trans isomerase
94451at3193	Complete	Chr11	5349636	5345928	-	633.3	407	https://www.orthodb.org/?query=94451at3193	ACTIN PROTEIN 2/3 COMPLEX SUBUNIT-LIKE PROTEIN
98540at3193	Complete	Chr10	17030707	17030354	-	146.5	104	https://www.orthodb.org/?query=98540at3193	probable basic-leucine zipper transcription factor P isoform X2
100242at3193	Fragmented	Chr04	11797606	11786514	-	150.6	93	https://www.orthodb.org/?query=100242at3193	DEAD-box ATP-dependent RNA helicase
100993at3193	Complete	Chr26	1863806	1863575	-	132.2	69	https://www.orthodb.org/?query=100993at3193	uncharacterized protein LOC110623473 isoform X1
101791at3193	Complete	Chr24	10035292	10032073	-	166.9	155	https://www.orthodb.org/?query=101791at3193	Ribosomal RNA-processing protein
104128at3193	Complete	Chr24	1912352	1907961	-	750.8	518	https://www.orthodb.org/?query=104128at3193	Tic 62 protein
104546at3193	Complete	Chr22	12308244	12311617	+	161.0	177	https://www.orthodb.org/?query=104546at3193	Protein ECERIFERUM 16
108041at3193	Complete	Chr24	4524637	4526256	+	358.4	318	https://www.orthodb.org/?query=108041at3193	SMAD/FHA domain-containing protein
108863at3193	Complete	Chr28	4891963	4895535	+	440.1	501	https://www.orthodb.org/?query=108863at3193	nuclear fragile X mental retardation-interacting protein
108886at3193	Complete	Chr15	20785954	20762311	-	481.4	299	https://www.orthodb.org/?query=108886at3193	protein ROOT PRIMORDIUM DEFECTIVE
109045at3193	Complete	Chr11	30005580	29987459	-	1288.6	768	https://www.orthodb.org/?query=109045at3193	tetratricopeptide repeat protein
110301at3193	Complete	Chr06	26852372	26857427	+	1163.3	949	https://www.orthodb.org/?query=110301at3193	formin-binding protein 4
114704at3193	Complete	Chr08	31681026	31694631	+	297.7	200	https://www.orthodb.org/?query=114704at3193	Dcl protein
142312at3193	Complete	Chr28	12164563	12162775	-	181.6	89	https://www.orthodb.org/?query=142312at3193	NADH dehydrogenase ubiquinone iron-sulfur protein 6
143631at3193	Complete	Chr28	13135352	13139185	+	1398.0	718	https://www.orthodb.org/?query=143631at3193	Dipeptidyl peptidase
146317at3193	Complete	Chr24	26583289	26580210	-	943.5	506	https://www.orthodb.org/?query=146317at3193	E3 ubiquitin-protein ligase
147136at3193	Complete	Chr13	21990288	21987315	-	686.4	414	https://www.orthodb.org/?query=147136at3193	ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE
147154at3193	Complete	Chr19	7243248	7244849	+	210.2	132	https://www.orthodb.org/?query=147154at3193	uncharacterized protein At5g50100, mitochondrial
147155at3193	Complete	Chr06	22938807	22940753	+	315.5	187	https://www.orthodb.org/?query=147155at3193	Heat shock protein
147178at3193	Complete	Chr11	6246087	6241317	-	1492.2	695	https://www.orthodb.org/?query=147178at3193	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
147375at3193	Complete	Chr26	19660941	19659276	-	179.6	101	https://www.orthodb.org/?query=147375at3193	membrane magnesium transporter
147532at3193	Complete	Chr22	6379166	6375966	-	891.4	435	https://www.orthodb.org/?query=147532at3193	Ultraviolet-B receptor
148083at3193	Complete	Chr19	1177546	1174342	-	660.4	392	https://www.orthodb.org/?query=148083at3193	f-box/wd-40 repeat-containing protein
148123at3193	Complete	Chr11	4204667	4201564	-	320.6	157	https://www.orthodb.org/?query=148123at3193	PITH domain-containing protein
148833at3193	Missing
149889at3193	Complete	Chr28	14193239	14186168	-	382.6	245	https://www.orthodb.org/?query=149889at3193	pentatricopeptide repeat-containing protein
149917at3193	Complete	Chr08	33977386	33981687	+	881.2	507	https://www.orthodb.org/?query=149917at3193	DNA cross-link repair protein
150224at3193	Complete	Chr10	7745684	7742812	-	393.8	219	https://www.orthodb.org/?query=150224at3193	Histidine phosphatase superfamily, clade-1
151298at3193	Complete	Chr10	8344242	8341718	-	243.6	122	https://www.orthodb.org/?query=151298at3193	chromatin-remodeling complex subunit
151317at3193	Complete	Chr11	12237247	12233637	-	732.1	352	https://www.orthodb.org/?query=151317at3193	chloroplast stem-loop binding protein of 41 kDa b chloroplastic
151815at3193	Complete	Chr15	2683107	2680821	-	333.0	202	https://www.orthodb.org/?query=151815at3193	tRNA/rRNA methyltransferase
152842at3193	Missing
153106at3193	Complete	Chr04	2303288	2304302	+	510.8	316	https://www.orthodb.org/?query=153106at3193	Cytochrome P450
153444at3193	Complete	Chr10	2549233	2545426	-	417.6	182	https://www.orthodb.org/?query=153444at3193	peptidyl-prolyl cis-trans isomerase
153673at3193	Complete	Chr28	21205150	21196560	-	950.1	446	https://www.orthodb.org/?query=153673at3193	Methionine--tRNA ligase
153743at3193	Complete	Chr26	24860486	24863406	+	573.4	320	https://www.orthodb.org/?query=153743at3193	F-box protein
153884at3193	Complete	Chr19	5081622	5089962	+	128.1	87	https://www.orthodb.org/?query=153884at3193	centromere protein x
155188at3193	Complete	Chr28	17502990	17499328	-	843.0	514	https://www.orthodb.org/?query=155188at3193	Mini-chromosome maintenance complex-binding protein
155806at3193	Complete	Chr01	22378102	22381498	+	323.1	207	https://www.orthodb.org/?query=155806at3193	methyltransferase-like protein 23-like protein
155926at3193	Duplicated	Chr18	7754161	7751899	-	598.7	320	https://www.orthodb.org/?query=155926at3193	Poly(U)-specific endoribonuclease
155926at3193	Duplicated	Chr18	7771129	7768878	-	626.6	319	https://www.orthodb.org/?query=155926at3193	Poly(U)-specific endoribonuclease
156176at3193	Complete	Chr19	27720707	27722847	+	1052.4	582	https://www.orthodb.org/?query=156176at3193	pentatricopeptide repeat-containing protein
156247at3193	Complete	Chr15	2517472	2514534	-	463.1	275	https://www.orthodb.org/?query=156247at3193	RING finger and CHY zinc finger domain-containing protein
156574at3193	Complete	Chr15	2662935	2702822	+	1389.8	940	https://www.orthodb.org/?query=156574at3193	SAC3 family protein
157562at3193	Complete	Chr10	1490516	1489964	-	261.0	145	https://www.orthodb.org/?query=157562at3193	Thymocyte nuclear protein
157962at3193	Complete	Chr22	23678157	23674152	-	158.9	94	https://www.orthodb.org/?query=157962at3193	TRANSMEMBRANE PROTEIN 256
158446at3193	Missing
158863at3193	Missing
159205at3193	Duplicated	Chr28	17570874	17574639	+	386.5	231	https://www.orthodb.org/?query=159205at3193	Reticulon-like protein
159205at3193	Duplicated	Chr28	17580892	17583286	+	368.3	186	https://www.orthodb.org/?query=159205at3193	Reticulon-like protein
159481at3193	Complete	Chr08	28917622	28919455	+	1043.8	579	https://www.orthodb.org/?query=159481at3193	pentatricopeptide repeat-containing protein
159880at3193	Complete	Chr10	2761347	2758749	-	1090.0	688	https://www.orthodb.org/?query=159880at3193	isoamylase
159963at3193	Complete	Chr18	17714975	17717051	+	1184.0	673	https://www.orthodb.org/?query=159963at3193	Pentatricopeptide repeat-containing protein
160053at3193	Complete	Chr22	7924328	7926535	+	822.9	545	https://www.orthodb.org/?query=160053at3193	pentatricopeptide repeat-containing protein
160138at3193	Complete	Chr19	3737596	3742621	+	704.9	358	https://www.orthodb.org/?query=160138at3193	Ubiquitin-like modifier-activating enzyme
160328at3193	Complete	Chr11	6651447	6648534	-	262.3	141	https://www.orthodb.org/?query=160328at3193	Protein disulfide-isomerase
161420at3193	Complete	Chr10	7641943	7652989	+	1412.1	837	https://www.orthodb.org/?query=161420at3193	Pentatricopeptide repeat-containing protein
161610at3193	Complete	Chr28	18652537	18686793	+	1212.9	728	https://www.orthodb.org/?query=161610at3193	nuclear pore complex protein
162301at3193	Complete	Chr10	759437	757109	-	740.6	461	https://www.orthodb.org/?query=162301at3193	Zinc knuckle CCHC-type family protein
162497at3193	Fragmented	Chr10	15660834	15645198	-	543.0	315	https://www.orthodb.org/?query=162497at3193	WD repeat-containing protein 13
162511at3193	Complete	Chr24	8032464	8035302	+	755.3	407	https://www.orthodb.org/?query=162511at3193	photosynthetic NDH subunit of subcomplex B 1
164035at3193	Fragmented	Chr06	23946333	23945398	-	224.8	205	https://www.orthodb.org/?query=164035at3193	ap-5 complex subunit zeta-1
164345at3193	Complete	Chr08	26156665	26154514	-	1123.8	610	https://www.orthodb.org/?query=164345at3193	Pentatricopeptide repeat-containing protein
164609at3193	Complete	Chr04	27519992	27528324	+	1727.1	1019	https://www.orthodb.org/?query=164609at3193	AAA domain-containing protein
164676at3193	Complete	Chr11	10070590	10072665	+	743.0	406	https://www.orthodb.org/?query=164676at3193	Pentatricopeptide repeat-containing protein
165149at3193	Complete	Chr10	12791507	12788579	-	1072.1	712	https://www.orthodb.org/?query=165149at3193	Pentatricopeptide repeat-containing protein
166133at3193	Complete	Chr22	26788337	26786053	-	663.0	400	https://www.orthodb.org/?query=166133at3193	ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34
167467at3193	Missing
168517at3193	Complete	Chr15	19033976	19036635	+	698.8	411	https://www.orthodb.org/?query=168517at3193	Pentatricopeptide repeat-containing protein
168591at3193	Missing
169145at3193	Complete	Chr24	6124109	6130407	+	1881.6	1142	https://www.orthodb.org/?query=169145at3193	Phox
169616at3193	Missing
170158at3193	Complete	Chr26	13479423	13477233	-	284.6	176	https://www.orthodb.org/?query=170158at3193	TTHA0068-like domain containing protein
170334at3193	Complete	Chr04	15426288	15438480	+	1150.8	638	https://www.orthodb.org/?query=170334at3193	uncharacterized protein LOC121048798 isoform X1
170411at3193	Complete	Chr22	4014817	4028959	+	897.7	487	https://www.orthodb.org/?query=170411at3193	aarF domain-containing protein kinase 1
170513at3193	Complete	Chr13	23436133	23431652	-	968.9	521	https://www.orthodb.org/?query=170513at3193	4-coumarate:CoA ligase-like
170862at3193	Complete	Chr13	24370141	24368475	-	603.8	330	https://www.orthodb.org/?query=170862at3193	Inactive leucine-rich repeat receptor-like protein kinase CORYNE
171078at3193	Complete	Chr10	118222	112989	-	754.9	757	https://www.orthodb.org/?query=171078at3193	meiosis-specific protein
171390at3193	Complete	Chr11	14126712	14120532	-	588.4	462	https://www.orthodb.org/?query=171390at3193	acyl-CoA-binding domain-containing protein
172439at3193	Missing
172901at3193	Complete	Chr11	13656159	13659420	+	545.1	300	https://www.orthodb.org/?query=172901at3193	cell cycle checkpoint control protein
173256at3193	Complete	Chr28	19244469	19241726	-	600.1	374	https://www.orthodb.org/?query=173256at3193	uncharacterized protein At2g39910
173351at3193	Complete	Chr15	10291558	10289182	-	276.5	232	https://www.orthodb.org/?query=173351at3193	uncharacterized protein LOC107466599 isoform X1
174449at3193	Missing
175130at3193	Complete	Chr18	3638187	3643279	+	872.2	690	https://www.orthodb.org/?query=175130at3193	uncharacterized protein LOC132176588 isoform X1
175649at3193	Missing
176373at3193	Complete	Chr13	20314153	20311891	-	1249.3	683	https://www.orthodb.org/?query=176373at3193	Pentatricopeptide repeat-containing protein -mitochondrial
176449at3193	Complete	Chr13	20775353	20757638	-	786.9	454	https://www.orthodb.org/?query=176449at3193	Helicase
176472at3193	Duplicated	Chr11	2891711	2870668	-	880.5	723	https://www.orthodb.org/?query=176472at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
176472at3193	Duplicated	Chr11	2862336	2859416	-	909.8	714	https://www.orthodb.org/?query=176472at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
177125at3193	Complete	Chr26	25956219	25953575	-	1475.8	778	https://www.orthodb.org/?query=177125at3193	gamma-tubulin complex component
177145at3193	Complete	Chr01	12719959	12717401	-	384.3	205	https://www.orthodb.org/?query=177145at3193	Haloacid dehalogenase-like hydrolase domain-containing protein
177494at3193	Complete	Chr19	7767540	7769004	+	810.5	447	https://www.orthodb.org/?query=177494at3193	pentatricopeptide repeat-containing protein
177538at3193	Complete	Chr18	12182175	12180522	-	706.0	550	https://www.orthodb.org/?query=177538at3193	E3 ubiquitin-protein ligase
177858at3193	Missing
177952at3193	Complete	Chr10	9867004	9858078	-	609.9	351	https://www.orthodb.org/?query=177952at3193	WD repeat-containing protein
179865at3193	Complete	Chr06	16573084	16570079	-	651.6	382	https://www.orthodb.org/?query=179865at3193	oxidoreductase
180401at3193	Complete	Chr04	9141518	9171758	+	1339.4	887	https://www.orthodb.org/?query=180401at3193	SMAD/FHA DOMAIN-CONTAINING PROTEIN
180909at3193	Complete	Chr19	201407	196315	-	1364.0	832	https://www.orthodb.org/?query=180909at3193	Microtubule-associated protein
181096at3193	Fragmented	Chr04	3130087	3127393	-	166.7	688	https://www.orthodb.org/?query=181096at3193	DUF3741-associated sequence motif
181283at3193	Complete	Chr18	2683066	2681150	-	554.9	321	https://www.orthodb.org/?query=181283at3193	Serine racemase
181415at3193	Complete	Chr13	14508321	14504631	-	570.0	419	https://www.orthodb.org/?query=181415at3193	Ribosomal protein
181523at3193	Complete	Chr18	25794091	25798283	+	314.9	176	https://www.orthodb.org/?query=181523at3193	PEPTIDE TRANSPORTER FAMILY PROTEIN
181585at3193	Complete	Chr10	14804989	14803288	-	326.6	166	https://www.orthodb.org/?query=181585at3193	Universal stress protein
181960at3193	Complete	Chr13	24606121	24601561	-	1902.2	1015	https://www.orthodb.org/?query=181960at3193	No exine formation
182010at3193	Complete	Chr19	291108	289758	-	547.5	327	https://www.orthodb.org/?query=182010at3193	pentatricopeptide repeat-containing protein
182490at3193	Complete	Chr15	9143722	9136855	-	514.3	376	https://www.orthodb.org/?query=182490at3193	BLISTER
182727at3193	Complete	Chr13	3477979	3473201	-	550.4	458	https://www.orthodb.org/?query=182727at3193	Leucine-rich repeat
182787at3193	Complete	Chr01	14669717	14672472	+	629.3	329	https://www.orthodb.org/?query=182787at3193	uncharacterized protein At4g37920
183391at3193	Complete	Chr06	24937805	24942039	+	853.9	470	https://www.orthodb.org/?query=183391at3193	TRIGGER FACTOR-LIKE PROTEIN TIG CHLOROPLASTIC
184182at3193	Missing
184352at3193	Complete	Chr28	2987191	2990231	+	341.7	180	https://www.orthodb.org/?query=184352at3193	DNA repair REX1-B
184698at3193	Complete	Chr11	14728007	14734982	+	586.8	495	https://www.orthodb.org/?query=184698at3193	dentin sialophosphoprotein
185068at3193	Complete	Chr06	22583791	22587777	+	737.1	436	https://www.orthodb.org/?query=185068at3193	WD repeat-containing protein
185226at3193	Complete	Chr28	14080853	14082680	+	1025.1	559	https://www.orthodb.org/?query=185226at3193	Abc transporter g family member
185315at3193	Complete	Chr06	26022135	26021628	-	316.4	162	https://www.orthodb.org/?query=185315at3193	Protein TIC 20-v- chloroplastic
185482at3193	Missing
185625at3193	Complete	Chr08	21555071	21547364	-	216.4	217	https://www.orthodb.org/?query=185625at3193	MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN
187054at3193	Missing
187066at3193	Complete	Chr06	27773417	27809396	+	579.7	562	https://www.orthodb.org/?query=187066at3193	chloride channel E
187173at3193	Fragmented	Chr19	9284519	9275874	-	454.0	379	https://www.orthodb.org/?query=187173at3193	Dnaj heat shock n-terminal domain-containing protein
187261at3193	Complete	Chr15	4719762	4722570	+	1355.8	722	https://www.orthodb.org/?query=187261at3193	Protein transport protein
187779at3193	Complete	Chr10	3019674	3017720	-	318.7	228	https://www.orthodb.org/?query=187779at3193	uncharacterized protein LOC114406851 isoform X1
187846at3193	Complete	Chr19	10575044	10571378	-	440.2	256	https://www.orthodb.org/?query=187846at3193	Plant intracellular Ras-group-related LRR protein 7
187989at3193	Complete	Chr24	26048985	26047291	-	457.5	256	https://www.orthodb.org/?query=187989at3193	eukaryotic translation initiation factor
188132at3193	Complete	Chr22	10415381	10414025	-	560.9	350	https://www.orthodb.org/?query=188132at3193	Membrane metalloprotease
188268at3193	Complete	Chr08	31571194	31567743	-	1117.0	673	https://www.orthodb.org/?query=188268at3193	THO complex, subunit
189764at3193	Complete	Chr11	10599582	10596935	-	151.1	142	https://www.orthodb.org/?query=189764at3193	protein LURP-one-related
190084at3193	Complete	Chr04	11930666	11881719	-	370.5	290	https://www.orthodb.org/?query=190084at3193	Non-canonical poly(A) RNA polymerase
190165at3193	Complete	Chr06	17017104	17021803	+	302.3	198	https://www.orthodb.org/?query=190165at3193	elongation factor
190240at3193	Complete	Chr06	22009636	22014308	+	996.4	594	https://www.orthodb.org/?query=190240at3193	tRNA (guanine(37)-N1)-methyltransferase
190316at3193	Fragmented	Chr18	5138995	5132447	-	212.9	123	https://www.orthodb.org/?query=190316at3193	Ribosomal protein
190873at3193	Missing
191746at3193	Complete	Chr22	21278046	21280155	+	287.5	222	https://www.orthodb.org/?query=191746at3193	Unknown protein
192567at3193	Complete	Chr11	8580919	8583446	+	602.9	380	https://www.orthodb.org/?query=192567at3193	plastid transcriptionally active 16
193014at3193	Complete	Chr22	4807528	4811314	+	1781.1	1173	https://www.orthodb.org/?query=193014at3193	Pentatricopeptide repeat-containing protein
193040at3193	Missing
193092at3193	Complete	Chr04	548956	551401	+	1452.9	783	https://www.orthodb.org/?query=193092at3193	Pentatricopeptide repeat-containing protein
193448at3193	Missing
193603at3193	Complete	Chr08	28751388	28766665	+	5242.3	2992	https://www.orthodb.org/?query=193603at3193	E3 ubiquitin-protein ligase
193756at3193	Complete	Chr06	26969649	26964960	-	1073.3	610	https://www.orthodb.org/?query=193756at3193	Abc transporter g family member
194027at3193	Complete	Chr11	9301431	9300582	-	413.1	222	https://www.orthodb.org/?query=194027at3193	ribosomal protein L4
194872at3193	Complete	Chr11	11222976	11221302	-	976.2	554	https://www.orthodb.org/?query=194872at3193	DEAD-box ATP-dependent RNA helicase
194913at3193	Complete	Chr28	11602713	11594576	-	1576.6	738	https://www.orthodb.org/?query=194913at3193	pentatricopeptide repeat-containing protein
195042at3193	Complete	Chr11	20291556	20303356	+	1698.5	1218	https://www.orthodb.org/?query=195042at3193	Gamma-tubulin complex component
195099at3193	Complete	Chr24	3222367	3218363	-	919.1	553	https://www.orthodb.org/?query=195099at3193	Pumilio
195321at3193	Complete	Chr08	23352713	23353201	+	109.6	76	https://www.orthodb.org/?query=195321at3193	selenoprotein
195363at3193	Complete	Chr28	12183213	12182403	-	117.7	75	https://www.orthodb.org/?query=195363at3193	uncharacterized protein LOC112181864 isoform X1
195430at3193	Complete	Chr10	16004957	16014933	+	685.9	417	https://www.orthodb.org/?query=195430at3193	Carbohydrate kinase, FGGY, C-terminal
195525at3193	Complete	Chr22	21660637	21659282	-	684.8	384	https://www.orthodb.org/?query=195525at3193	2-(3-amino-3-carboxypropyl)histidine synthase
196208at3193	Complete	Chr15	19935586	19933141	-	1252.6	660	https://www.orthodb.org/?query=196208at3193	Pentatricopeptide repeat-containing protein
196322at3193	Complete	Chr11	28223723	28217125	-	778.4	409	https://www.orthodb.org/?query=196322at3193	2-carboxy-D-arabinitol-1-phosphatase
196664at3193	Complete	Chr19	562224	573777	+	311.2	206	https://www.orthodb.org/?query=196664at3193	Late embryogenesis abundant protein
