# BUSCO version is: 5.8.3 
# The lineage dataset is: embryophyta_odb12 (Creation date: 2025-07-01, number of genomes: 78, number of BUSCOs: 2026)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
110301at3193	Complete	Chr05	21828548	21833528	+	1097.8	958	https://www.orthodb.org/?query=110301at3193	formin-binding protein 4
114704at3193	Fragmented	Chr07	5051128	5072929	+	288.6	138	https://www.orthodb.org/?query=114704at3193	Dcl protein
142312at3193	Complete	Chr27	410539	408787	-	181.5	90	https://www.orthodb.org/?query=142312at3193	NADH dehydrogenase ubiquinone iron-sulfur protein 6
143631at3193	Complete	Chr27	1779354	1783256	+	1164.8	717	https://www.orthodb.org/?query=143631at3193	Dipeptidyl peptidase
146317at3193	Complete	Chr23	24732703	24729626	-	928.2	512	https://www.orthodb.org/?query=146317at3193	E3 ubiquitin-protein ligase
147136at3193	Complete	Chr14	2370999	2374335	+	1009.0	499	https://www.orthodb.org/?query=147136at3193	ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE
147154at3193	Complete	Chr20	5936621	5938117	+	263.0	132	https://www.orthodb.org/?query=147154at3193	uncharacterized protein At5g50100, mitochondrial
147155at3193	Complete	Chr05	19276277	19278054	+	291.9	186	https://www.orthodb.org/?query=147155at3193	Heat shock protein
147178at3193	Missing
147375at3193	Complete	Chr25	2197607	2195728	-	179.9	101	https://www.orthodb.org/?query=147375at3193	membrane magnesium transporter
147532at3193	Missing
148083at3193	Fragmented	Chr20	955097	953240	-	376.3	283	https://www.orthodb.org/?query=148083at3193	f-box/wd-40 repeat-containing protein
148123at3193	Complete	Chr12	2809593	2806711	-	317.8	157	https://www.orthodb.org/?query=148123at3193	PITH domain-containing protein
148833at3193	Complete	Chr20	2617	1248	-	315.3	187	https://www.orthodb.org/?query=148833at3193	chaperone binding / ATPase activator
149889at3193	Complete	Chr27	2635484	2633954	-	452.3	240	https://www.orthodb.org/?query=149889at3193	pentatricopeptide repeat-containing protein
149917at3193	Fragmented	Chr07	7558824	7558393	-	122.7	79	https://www.orthodb.org/?query=149917at3193	DNA cross-link repair protein
150224at3193	Complete	Chr09	5628095	5625419	-	299.8	216	https://www.orthodb.org/?query=150224at3193	Histidine phosphatase superfamily, clade-1
151298at3193	Complete	Chr09	6281440	6279501	-	236.6	122	https://www.orthodb.org/?query=151298at3193	chromatin-remodeling complex subunit
151317at3193	Complete	Chr12	9890955	9887357	-	737.8	353	https://www.orthodb.org/?query=151317at3193	chloroplast stem-loop binding protein of 41 kDa b chloroplastic
151815at3193	Complete	Chr16	3366441	3364563	-	393.6	202	https://www.orthodb.org/?query=151815at3193	tRNA/rRNA methyltransferase
152842at3193	Fragmented	Chr09	6172723	6183284	+	3751.6	2117	https://www.orthodb.org/?query=152842at3193	Serine/threonine-protein kinase
153106at3193	Complete	Chr03	813522	814539	+	503.7	318	https://www.orthodb.org/?query=153106at3193	Cytochrome P450
153444at3193	Missing
153673at3193	Complete	Chr27	9632975	9628949	-	942.2	447	https://www.orthodb.org/?query=153673at3193	Methionine--tRNA ligase
153743at3193	Complete	Chr25	7767193	7785905	+	542.8	338	https://www.orthodb.org/?query=153743at3193	F-box protein
153884at3193	Complete	Chr20	3759093	3760354	+	122.6	89	https://www.orthodb.org/?query=153884at3193	centromere protein x
155188at3193	Complete	Chr27	5842578	5828932	-	948.1	592	https://www.orthodb.org/?query=155188at3193	Mini-chromosome maintenance complex-binding protein
155806at3193	Complete	Chr02	24876711	24880694	+	371.7	207	https://www.orthodb.org/?query=155806at3193	methyltransferase-like protein 23-like protein
155926at3193	Fragmented	Chr17	21089069	21090930	+	549.2	280	https://www.orthodb.org/?query=155926at3193	Poly(U)-specific endoribonuclease
156176at3193	Missing
156247at3193	Complete	Chr16	3197770	3194745	-	384.0	274	https://www.orthodb.org/?query=156247at3193	RING finger and CHY zinc finger domain-containing protein
156574at3193	Complete	Chr16	3470634	3462686	-	1180.4	928	https://www.orthodb.org/?query=156574at3193	SAC3 family protein
157562at3193	Missing
157962at3193	Missing
158446at3193	Missing
158863at3193	Complete	Chr17	4021926	4024312	+	484.0	254	https://www.orthodb.org/?query=158863at3193	iron-sulfur protein
159205at3193	Missing
159481at3193	Complete	Chr07	12504603	12502767	-	1050.4	579	https://www.orthodb.org/?query=159481at3193	pentatricopeptide repeat-containing protein
159880at3193	Complete	Chr09	2146324	2143720	-	1105.2	688	https://www.orthodb.org/?query=159880at3193	isoamylase
159963at3193	Missing
160053at3193	Complete	Chr21	5584602	5586561	+	1019.9	545	https://www.orthodb.org/?query=160053at3193	pentatricopeptide repeat-containing protein
160138at3193	Complete	Chr20	2885981	2891457	+	669.5	357	https://www.orthodb.org/?query=160138at3193	Ubiquitin-like modifier-activating enzyme
160328at3193	Complete	Chr12	4501779	4499684	-	264.8	142	https://www.orthodb.org/?query=160328at3193	Protein disulfide-isomerase
161420at3193	Missing
161610at3193	Fragmented	Chr27	6980356	6999191	+	490.8	407	https://www.orthodb.org/?query=161610at3193	nuclear pore complex protein
162301at3193	Missing
162497at3193	Fragmented	Chr09	13166112	13154249	-	465.1	314	https://www.orthodb.org/?query=162497at3193	WD repeat-containing protein 13
162511at3193	Complete	Chr23	6487774	6490234	+	798.4	407	https://www.orthodb.org/?query=162511at3193	photosynthetic NDH subunit of subcomplex B 1
164035at3193	Complete	Chr05	19748684	19744072	-	970.0	520	https://www.orthodb.org/?query=164035at3193	ap-5 complex subunit zeta-1
164345at3193	Missing
164609at3193	Missing
164676at3193	Complete	Chr12	7532614	7534862	+	738.3	406	https://www.orthodb.org/?query=164676at3193	Pentatricopeptide repeat-containing protein
165149at3193	Complete	Chr09	10479688	10477435	-	1272.7	713	https://www.orthodb.org/?query=165149at3193	Pentatricopeptide repeat-containing protein
166133at3193	Complete	Chr21	23457607	23454496	-	575.6	400	https://www.orthodb.org/?query=166133at3193	ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34
167467at3193	Complete	Chr17	11296498	11300954	+	726.0	467	https://www.orthodb.org/?query=167467at3193	dnaJ protein
168517at3193	Complete	Chr16	25363986	25361597	-	801.4	414	https://www.orthodb.org/?query=168517at3193	Pentatricopeptide repeat-containing protein
168591at3193	Complete	Chr20	6072645	6070567	-	836.0	475	https://www.orthodb.org/?query=168591at3193	Pentatricopeptide repeat-containing protein
169145at3193	Complete	Chr23	4769821	4775893	+	1842.5	1144	https://www.orthodb.org/?query=169145at3193	Phox
169616at3193	Complete	Chr07	7477182	7473727	-	695.0	359	https://www.orthodb.org/?query=169616at3193	guanine nucleotide-binding protein subunit alpha
170158at3193	Missing
170334at3193	Complete	Chr03	11091180	11102083	+	900.3	556	https://www.orthodb.org/?query=170334at3193	uncharacterized protein LOC121048798 isoform X1
170411at3193	Fragmented	Chr21	2511118	2514788	+	358.5	268	https://www.orthodb.org/?query=170411at3193	aarF domain-containing protein kinase 1
170513at3193	Missing
170862at3193	Complete	Chr14	281590	310647	+	597.4	331	https://www.orthodb.org/?query=170862at3193	Inactive leucine-rich repeat receptor-like protein kinase CORYNE
171078at3193	Fragmented	Chr09	149096	146617	-	368.0	556	https://www.orthodb.org/?query=171078at3193	meiosis-specific protein
171390at3193	Complete	Chr27	12895550	12899584	+	825.5	466	https://www.orthodb.org/?query=171390at3193	acyl-CoA-binding domain-containing protein
172439at3193	Complete	Chr20	24117634	24095390	-	991.3	537	https://www.orthodb.org/?query=172439at3193	Amidohydrolase
172901at3193	Complete	Chr12	11413281	11416488	+	530.4	300	https://www.orthodb.org/?query=172901at3193	cell cycle checkpoint control protein
173256at3193	Complete	Chr27	7858280	7846782	-	570.6	373	https://www.orthodb.org/?query=173256at3193	uncharacterized protein At2g39910
173351at3193	Complete	Chr16	10075358	10069846	-	129.8	192	https://www.orthodb.org/?query=173351at3193	uncharacterized protein LOC107466599 isoform X1
174449at3193	Complete	Chr16	550827	548707	-	1082.4	648	https://www.orthodb.org/?query=174449at3193	Pentatricopeptide repeat-containing protein
175130at3193	Complete	Chr17	24587388	24582164	-	889.7	690	https://www.orthodb.org/?query=175130at3193	uncharacterized protein LOC132176588 isoform X1
175649at3193	Complete	Chr21	12180461	12178019	-	1336.4	752	https://www.orthodb.org/?query=175649at3193	Pentatricopeptide repeat-containing protein
176373at3193	Complete	Chr14	4019655	4027826	+	1132.0	682	https://www.orthodb.org/?query=176373at3193	Pentatricopeptide repeat-containing protein -mitochondrial
176449at3193	Complete	Chr14	3553483	3556848	+	721.5	454	https://www.orthodb.org/?query=176449at3193	Helicase
176472at3193	Complete	Chr12	2067394	2064422	-	940.1	717	https://www.orthodb.org/?query=176472at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
177125at3193	Complete	Chr25	8679209	8676564	-	1509.4	779	https://www.orthodb.org/?query=177125at3193	gamma-tubulin complex component
177145at3193	Missing
177494at3193	Missing
177538at3193	Complete	Chr17	16594755	16596438	+	729.1	550	https://www.orthodb.org/?query=177538at3193	E3 ubiquitin-protein ligase
177858at3193	Complete	Chr21	1375903	1385275	+	1275.9	776	https://www.orthodb.org/?query=177858at3193	DNA repair protein
177952at3193	Complete	Chr09	7709984	7706208	-	614.0	351	https://www.orthodb.org/?query=177952at3193	WD repeat-containing protein
179865at3193	Complete	Chr05	12617039	12614025	-	575.2	378	https://www.orthodb.org/?query=179865at3193	oxidoreductase
180401at3193	Complete	Chr03	7025668	7047506	+	1101.6	895	https://www.orthodb.org/?query=180401at3193	SMAD/FHA DOMAIN-CONTAINING PROTEIN
180909at3193	Fragmented	Chr05	19841044	19845688	+	502.5	647	https://www.orthodb.org/?query=180909at3193	Microtubule-associated protein
181096at3193	Complete	Chr07	3067610	3080616	+	1083.1	1087	https://www.orthodb.org/?query=181096at3193	DUF3741-associated sequence motif
181283at3193	Complete	Chr17	25381065	25382995	+	634.3	320	https://www.orthodb.org/?query=181283at3193	Serine racemase
181415at3193	Complete	Chr14	9238801	9243914	+	692.0	423	https://www.orthodb.org/?query=181415at3193	Ribosomal protein
181523at3193	Complete	Chr17	1316209	1290330	-	171.9	164	https://www.orthodb.org/?query=181523at3193	PEPTIDE TRANSPORTER FAMILY PROTEIN
181585at3193	Complete	Chr09	12345385	12337297	-	264.3	140	https://www.orthodb.org/?query=181585at3193	Universal stress protein
181960at3193	Complete	Chr14	122549	127103	+	1897.6	1015	https://www.orthodb.org/?query=181960at3193	No exine formation
182010at3193	Missing
182490at3193	Complete	Chr16	8969474	8962674	-	508.7	376	https://www.orthodb.org/?query=182490at3193	BLISTER
182727at3193	Complete	Chr14	16875056	16893227	+	463.9	454	https://www.orthodb.org/?query=182727at3193	Leucine-rich repeat
182787at3193	Missing
183391at3193	Fragmented	Chr05	20516055	20526767	+	338.1	296	https://www.orthodb.org/?query=183391at3193	TRIGGER FACTOR-LIKE PROTEIN TIG CHLOROPLASTIC
184182at3193	Complete	Chr07	2935767	2939222	+	552.6	329	https://www.orthodb.org/?query=184182at3193	Carbohydrate kinase
184352at3193	Missing
184698at3193	Complete	Chr12	12260216	12266331	+	498.0	465	https://www.orthodb.org/?query=184698at3193	dentin sialophosphoprotein
185068at3193	Fragmented	Chr05	18911529	18919187	+	567.2	339	https://www.orthodb.org/?query=185068at3193	WD repeat-containing protein
185226at3193	Fragmented	Chr27	2564181	2565530	+	708.0	435	https://www.orthodb.org/?query=185226at3193	Abc transporter g family member
185315at3193	Missing
185482at3193	Complete	Chr20	566364	563634	-	943.1	559	https://www.orthodb.org/?query=185482at3193	Pentatricopeptide repeat-containing protein
185625at3193	Complete	Chr07	20458025	20460362	+	328.4	217	https://www.orthodb.org/?query=185625at3193	MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN
187054at3193	Complete	Chr16	2316465	2310605	-	1763.9	1098	https://www.orthodb.org/?query=187054at3193	Condensin-2 complex subunit
187066at3193	Complete	Chr09	5128068	5131262	+	946.5	573	https://www.orthodb.org/?query=187066at3193	chloride channel E
187173at3193	Fragmented	Chr20	7828447	7821574	-	492.0	355	https://www.orthodb.org/?query=187173at3193	Dnaj heat shock n-terminal domain-containing protein
187261at3193	Duplicated	Chr07	28005258	28012319	+	886.3	720	https://www.orthodb.org/?query=187261at3193	Protein transport protein
187261at3193	Duplicated	Chr14	12867394	12860743	-	905.6	712	https://www.orthodb.org/?query=187261at3193	Protein transport protein
187261at3193	Duplicated	Chr16	5762119	5765199	+	956.5	629	https://www.orthodb.org/?query=187261at3193	Protein transport protein
187779at3193	Complete	Chr09	2456886	2454313	-	297.5	228	https://www.orthodb.org/?query=187779at3193	uncharacterized protein LOC114406851 isoform X1
187846at3193	Complete	Chr20	9020917	9016819	-	451.1	256	https://www.orthodb.org/?query=187846at3193	Plant intracellular Ras-group-related LRR protein 7
187989at3193	Missing
188132at3193	Complete	Chr21	7487583	7486230	-	647.4	350	https://www.orthodb.org/?query=188132at3193	Membrane metalloprotease
188268at3193	Complete	Chr07	4702072	4698622	-	1046.0	676	https://www.orthodb.org/?query=188268at3193	THO complex, subunit
189764at3193	Complete	Chr12	8105462	8090312	-	150.6	142	https://www.orthodb.org/?query=189764at3193	protein LURP-one-related
190084at3193	Complete	Chr03	9010512	9005678	-	539.8	293	https://www.orthodb.org/?query=190084at3193	Non-canonical poly(A) RNA polymerase
190165at3193	Missing
190240at3193	Complete	Chr05	18231757	18236573	+	862.2	586	https://www.orthodb.org/?query=190240at3193	tRNA (guanine(37)-N1)-methyltransferase
190316at3193	Complete	Chr17	23436520	23438889	+	273.4	155	https://www.orthodb.org/?query=190316at3193	Ribosomal protein
190873at3193	Complete	Chr16	2906225	2909270	+	915.1	474	https://www.orthodb.org/?query=190873at3193	GTP-binding protein
191746at3193	Missing
192567at3193	Complete	Chr12	5976763	5979497	+	587.1	379	https://www.orthodb.org/?query=192567at3193	plastid transcriptionally active 16
193014at3193	Complete	Chr21	3308666	3326342	+	1527.4	1147	https://www.orthodb.org/?query=193014at3193	Pentatricopeptide repeat-containing protein
193040at3193	Complete	Chr07	2235097	2240567	+	1600.2	907	https://www.orthodb.org/?query=193040at3193	Histone lysine-specific demethylase
193092at3193	Missing
193448at3193	Complete	Chr21	1861752	1859697	-	1108.4	560	https://www.orthodb.org/?query=193448at3193	pentatricopeptide repeat-containing protein
193603at3193	Complete	Chr07	12646316	12659758	+	5235.2	2992	https://www.orthodb.org/?query=193603at3193	E3 ubiquitin-protein ligase
193756at3193	Complete	Chr05	21952393	21947668	-	1199.5	610	https://www.orthodb.org/?query=193756at3193	Abc transporter g family member
194027at3193	Complete	Chr12	6609728	6608888	-	417.0	224	https://www.orthodb.org/?query=194027at3193	ribosomal protein L4
194872at3193	Fragmented	Chr12	8695899	8688097	-	660.5	398	https://www.orthodb.org/?query=194872at3193	DEAD-box ATP-dependent RNA helicase
194913at3193	Complete	Chr27	24678621	24680880	+	1023.0	737	https://www.orthodb.org/?query=194913at3193	pentatricopeptide repeat-containing protein
195042at3193	Missing
195099at3193	Missing
195321at3193	Complete	Chr07	17915875	17915386	-	114.6	72	https://www.orthodb.org/?query=195321at3193	selenoprotein
195363at3193	Complete	Chr27	446181	445847	-	121.1	75	https://www.orthodb.org/?query=195363at3193	uncharacterized protein LOC112181864 isoform X1
195430at3193	Complete	Chr09	13446557	13472655	+	820.4	420	https://www.orthodb.org/?query=195430at3193	Carbohydrate kinase, FGGY, C-terminal
195525at3193	Complete	Chr21	14230762	14229418	-	698.1	385	https://www.orthodb.org/?query=195525at3193	2-(3-amino-3-carboxypropyl)histidine synthase
196208at3193	Missing
196322at3193	Complete	Chr12	27057485	27053337	-	746.1	410	https://www.orthodb.org/?query=196322at3193	2-carboxy-D-arabinitol-1-phosphatase
196664at3193	Complete	Chr20	492597	498075	+	307.3	209	https://www.orthodb.org/?query=196664at3193	Late embryogenesis abundant protein
197619at3193	Missing
197724at3193	Complete	Chr09	2939007	2940111	+	439.7	363	https://www.orthodb.org/?query=197724at3193	Isopenicillin N synthase-like
197756at3193	Complete	Chr02	20652533	20648857	-	733.6	443	https://www.orthodb.org/?query=197756at3193	CLK4-associating serine/arginine rich
197908at3193	Missing
197924at3193	Complete	Chr07	17064334	17062734	-	146.5	78	https://www.orthodb.org/?query=197924at3193	Polyamine-modulated factor 1-binding protein 1
198110at3193	Complete	Chr02	19040958	19035921	-	1504.2	1032	https://www.orthodb.org/?query=198110at3193	condensin-2 complex subunit G2
198446at3193	Complete	Chr16	13852760	13856161	+	421.0	246	https://www.orthodb.org/?query=198446at3193	histidine protein
198525at3193	Complete	Chr03	21718423	21721361	+	296.4	202	https://www.orthodb.org/?query=198525at3193	PRA1 family protein
198568at3193	Complete	Chr09	6132073	6135035	+	1062.6	594	https://www.orthodb.org/?query=198568at3193	F-box/LRR-repeat protein
198706at3193	Missing
199646at3193	Missing
199654at3193	Complete	Chr07	208849	210962	+	345.3	284	https://www.orthodb.org/?query=199654at3193	BZIP transcription factor
199783at3193	Complete	Chr09	180676	192932	+	726.2	469	https://www.orthodb.org/?query=199783at3193	S-acyltransferase
200152at3193	Complete	Chr25	2205060	2209820	+	1196.7	799	https://www.orthodb.org/?query=200152at3193	tsl-kinase interacting protein 1
200181at3193	Complete	Chr05	2309719	2301293	-	1362.4	1063	https://www.orthodb.org/?query=200181at3193	Pentatricopeptide repeat-containing protein
200533at3193	Complete	Chr27	1587760	1591369	+	1165.3	661	https://www.orthodb.org/?query=200533at3193	Kh domain-containing protein
200711at3193	Complete	Chr20	3471440	3467532	-	654.2	336	https://www.orthodb.org/?query=200711at3193	dna-(apurinic or apyrimidinic site) lyase
200804at3193	Missing
200845at3193	Complete	Chr03	3134507	3130819	-	400.6	294	https://www.orthodb.org/?query=200845at3193	DNA repair protein
201289at3193	Complete	Chr12	14524137	14526820	+	525.9	385	https://www.orthodb.org/?query=201289at3193	Ubiquitin-conjugating enzyme E2-binding protein
201357at3193	Complete	Chr09	10211753	10201930	-	2053.1	1529	https://www.orthodb.org/?query=201357at3193	Autophagy-related protein 2
201405at3193	Complete	Chr20	11957856	11955416	-	279.0	176	https://www.orthodb.org/?query=201405at3193	Single-stranded dna-binding protein
201452at3193	Complete	Chr07	8273333	8275619	+	460.8	253	https://www.orthodb.org/?query=201452at3193	plastid transcriptionally active
201602at3193	Fragmented	Chr23	16741441	16748120	+	375.2	211	https://www.orthodb.org/?query=201602at3193	Unknown protein
202034at3193	Complete	Chr25	1762019	1764360	+	180.4	129	https://www.orthodb.org/?query=202034at3193	ACYL-COA-BINDING DOMAIN PROTEIN
