# BUSCO version is: 5.8.3 
# The lineage dataset is: embryophyta_odb12 (Creation date: 2025-07-01, number of genomes: 78, number of BUSCOs: 2026)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1064at3193	Missing
34178at3193	Complete	Chr28	19908857	19912463	+	535.6	306	https://www.orthodb.org/?query=34178at3193	MRNA cap guanine-N7 methyltransferase
34289at3193	Complete	Chr18	26902947	26898975	-	778.8	468	https://www.orthodb.org/?query=34289at3193	Kinesin
36662at3193	Complete	Chr19	6974025	6967038	-	1502.4	929	https://www.orthodb.org/?query=36662at3193	Guanine nucleotide-binding protein, beta
36748at3193	Missing
39770at3193	Complete	Chr11	22736638	22747338	+	1498.1	910	https://www.orthodb.org/?query=39770at3193	Kinesin
40191at3193	Missing
40604at3193	Complete	Chr19	6878597	6883250	+	675.1	387	https://www.orthodb.org/?query=40604at3193	JmjC domain-containing protein
40647at3193	Complete	Chr22	16804953	16808205	+	469.4	285	https://www.orthodb.org/?query=40647at3193	atp synthase protein i
41656at3193	Complete	Chr01	2951520	2953972	+	144.7	79	https://www.orthodb.org/?query=41656at3193	RNA polymerase II transcriptional coactivator
42511at3193	Complete	Chr19	6570789	6571767	+	444.2	272	https://www.orthodb.org/?query=42511at3193	S-adenosyl-L-methionine-dependent methyltransferase
44148at3193	Complete	Chr10	10385121	10386720	+	789.1	479	https://www.orthodb.org/?query=44148at3193	U3 small nucleolar RNA-associated protein
44385at3193	Complete	Chr08	675338	670571	-	1495.3	690	https://www.orthodb.org/?query=44385at3193	1,4-alpha-glucan-branching enzyme
45995at3193	Complete	Chr22	7734776	7736279	+	679.7	430	https://www.orthodb.org/?query=45995at3193	pentatricopeptide repeat-containing protein
47129at3193	Complete	Chr18	16608610	16605928	-	660.4	372	https://www.orthodb.org/?query=47129at3193	Zinc finger hit domain-containing
47727at3193	Complete	Chr18	11606851	11618117	+	425.7	273	https://www.orthodb.org/?query=47727at3193	Myb family transcription factor
48098at3193	Complete	Chr13	23848186	23846627	-	214.2	120	https://www.orthodb.org/?query=48098at3193	Acetyl-CoA decarbonylase/synthase complex subunit alpha 1
52640at3193	Complete	Chr11	19118952	19116013	-	430.3	214	https://www.orthodb.org/?query=52640at3193	rhodanese-like domain-containing protein
53615at3193	Complete	Chr13	2812056	2807730	-	487.5	275	https://www.orthodb.org/?query=53615at3193	Tubby
54323at3193	Complete	Chr11	22049805	22065608	+	1378.6	797	https://www.orthodb.org/?query=54323at3193	DUF639 family protein
57017at3193	Complete	Chr10	1282509	1279039	-	205.9	139	https://www.orthodb.org/?query=57017at3193	KH domain-containing protein
57063at3193	Complete	Chr15	2067730	2072308	+	896.2	518	https://www.orthodb.org/?query=57063at3193	Pumilio
58104at3193	Complete	Chr11	3502519	3503849	+	675.5	411	https://www.orthodb.org/?query=58104at3193	Pentatricopeptide repeat-containing protein
59814at3193	Complete	Chr11	17144283	17137732	-	1244.1	617	https://www.orthodb.org/?query=59814at3193	Gamma-tubulin complex component
61870at3193	Complete	Chr11	5932899	5937572	+	760.2	489	https://www.orthodb.org/?query=61870at3193	GTP diphosphokinase
61994at3193	Missing
62596at3193	Complete	Chr06	779038	768962	-	370.2	189	https://www.orthodb.org/?query=62596at3193	TRNA (cytidine(34)-2'-O)-methyltransferase
63225at3193	Complete	Chr15	5070713	5070281	-	240.5	151	https://www.orthodb.org/?query=63225at3193	FERREDOXIN
63409at3193	Complete	Chr08	5681871	5675892	-	245.3	142	https://www.orthodb.org/?query=63409at3193	uncharacterized protein LOC118036164 isoform X1
64148at3193	Complete	Chr10	7859167	7860349	+	593.5	322	https://www.orthodb.org/?query=64148at3193	pentatricopeptide repeat-containing protein
64381at3193	Complete	Chr11	16976941	16969940	-	689.4	384	https://www.orthodb.org/?query=64381at3193	DNA excision repair protein ERCC-1
64545at3193	Complete	Chr18	11283836	11294934	+	925.5	684	https://www.orthodb.org/?query=64545at3193	Dimerizations protein
64958at3193	Complete	Chr08	9849923	9864671	+	607.9	440	https://www.orthodb.org/?query=64958at3193	Zinc finger CCCH domain-containing protein
65375at3193	Complete	Chr10	6760301	6759061	-	184.5	121	https://www.orthodb.org/?query=65375at3193	Zinc finger HIT domain-containing protein 3
65668at3193	Complete	Chr28	15502752	15498722	-	1580.5	989	https://www.orthodb.org/?query=65668at3193	AP-5 complex subunit beta-1
66120at3193	Complete	Chr26	12988619	12990975	+	489.6	305	https://www.orthodb.org/?query=66120at3193	AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR
67447at3193	Complete	Chr08	15573904	15546554	-	687.4	433	https://www.orthodb.org/?query=67447at3193	Pentatricopeptide repeat-containing protein
70457at3193	Complete	Chr19	6913753	6915901	+	361.8	193	https://www.orthodb.org/?query=70457at3193	CRAL_TRIO domain-containing protein
70634at3193	Complete	Chr10	10829661	10828098	-	127.4	79	https://www.orthodb.org/?query=70634at3193	Leucine-rich repeat-containing N-terminal, plant-type
70679at3193	Complete	Chr15	1030149	1025295	-	913.5	545	https://www.orthodb.org/?query=70679at3193	Mediator of RNA polymerase II transcription subunit 8
70875at3193	Complete	Chr19	5295097	5290366	-	761.7	350	https://www.orthodb.org/?query=70875at3193	Kelch domain-containing protein
70938at3193	Complete	Chr13	23604537	23606504	+	999.8	610	https://www.orthodb.org/?query=70938at3193	pentatricopeptide repeat-containing protein
72622at3193	Complete	Chr06	19294381	19288175	-	901.2	735	https://www.orthodb.org/?query=72622at3193	nuclear pore complex protein
73343at3193	Complete	Chr24	6156655	6163007	+	1729.3	1240	https://www.orthodb.org/?query=73343at3193	dentin sialophosphoprotein-like
73712at3193	Complete	Chr08	8248167	8252132	+	756.6	433	https://www.orthodb.org/?query=73712at3193	peptidyl-prolyl cis-trans isomerase
75351at3193	Fragmented	Chr13	23509304	23505582	-	722.7	499	https://www.orthodb.org/?query=75351at3193	Asparagine synthetase domain-containing protein
77018at3193	Missing
80624at3193	Complete	Chr18	6520231	6522390	+	333.3	162	https://www.orthodb.org/?query=80624at3193	Ribosomal protein
80691at3193	Complete	Chr06	25474871	25470728	-	775.4	402	https://www.orthodb.org/?query=80691at3193	AUGMIN subunit 4
82160at3193	Complete	Chr06	6323589	6328092	+	482.5	283	https://www.orthodb.org/?query=82160at3193	mitochondrial outer membrane import complex protein
85763at3193	Complete	Chr11	723943	720685	-	769.8	595	https://www.orthodb.org/?query=85763at3193	bromodomain-containing protein
88535at3193	Complete	Chr18	24023132	24000718	-	406.4	250	https://www.orthodb.org/?query=88535at3193	nusG
89162at3193	Complete	Chr08	8644585	8642918	-	301.1	171	https://www.orthodb.org/?query=89162at3193	uncharacterized protein LOC132184112 isoform X1
89299at3193	Complete	Chr15	547072	549178	+	277.8	194	https://www.orthodb.org/?query=89299at3193	Ribosomal protein
90405at3193	Complete	Chr08	1754136	1761001	+	988.3	698	https://www.orthodb.org/?query=90405at3193	Kinesin
91839at3193	Fragmented	Chr10	8315637	8314956	-	131.0	144	https://www.orthodb.org/?query=91839at3193	DnaJ subfamily C member 2
93216at3193	Complete	Chr04	9961008	9962495	+	189.8	161	https://www.orthodb.org/?query=93216at3193	coiled-coil domain-containing protein
93245at3193	Complete	Chr28	11160407	11158468	-	375.7	186	https://www.orthodb.org/?query=93245at3193	peptidyl-prolyl cis-trans isomerase
94451at3193	Complete	Chr11	6123447	6119268	-	664.5	430	https://www.orthodb.org/?query=94451at3193	ACTIN PROTEIN 2/3 COMPLEX SUBUNIT-LIKE PROTEIN
98540at3193	Complete	Chr10	19701213	19700859	-	145.3	104	https://www.orthodb.org/?query=98540at3193	probable basic-leucine zipper transcription factor P isoform X2
100242at3193	Complete	Chr04	13458736	13450008	-	274.6	146	https://www.orthodb.org/?query=100242at3193	DEAD-box ATP-dependent RNA helicase
100993at3193	Complete	Chr26	14433901	14433670	-	120.6	69	https://www.orthodb.org/?query=100993at3193	uncharacterized protein LOC110623473 isoform X1
101791at3193	Complete	Chr24	11831108	11827832	-	163.7	155	https://www.orthodb.org/?query=101791at3193	Ribosomal RNA-processing protein
104128at3193	Complete	Chr24	2251342	2246883	-	764.5	518	https://www.orthodb.org/?query=104128at3193	Tic 62 protein
104546at3193	Complete	Chr22	14759723	14762050	+	157.1	177	https://www.orthodb.org/?query=104546at3193	Protein ECERIFERUM 16
108041at3193	Complete	Chr24	5626789	5628401	+	358.6	311	https://www.orthodb.org/?query=108041at3193	SMAD/FHA domain-containing protein
108863at3193	Missing
108886at3193	Complete	Chr15	24436083	24434619	-	485.5	301	https://www.orthodb.org/?query=108886at3193	protein ROOT PRIMORDIUM DEFECTIVE
109045at3193	Complete	Chr11	35242512	35224471	-	1307.4	768	https://www.orthodb.org/?query=109045at3193	tetratricopeptide repeat protein
110301at3193	Complete	Chr06	29271208	29276349	+	1184.0	964	https://www.orthodb.org/?query=110301at3193	formin-binding protein 4
114704at3193	Complete	Chr08	5796359	5799974	+	313.5	200	https://www.orthodb.org/?query=114704at3193	Dcl protein
142312at3193	Complete	Chr28	476218	474454	-	179.2	89	https://www.orthodb.org/?query=142312at3193	NADH dehydrogenase ubiquinone iron-sulfur protein 6
143631at3193	Complete	Chr28	2329294	2333110	+	1402.5	718	https://www.orthodb.org/?query=143631at3193	Dipeptidyl peptidase
146317at3193	Complete	Chr24	26171177	26174380	+	923.6	505	https://www.orthodb.org/?query=146317at3193	E3 ubiquitin-protein ligase
147136at3193	Complete	Chr13	27901852	27898582	-	842.3	493	https://www.orthodb.org/?query=147136at3193	ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE
147154at3193	Complete	Chr19	8213606	8215201	+	217.4	133	https://www.orthodb.org/?query=147154at3193	uncharacterized protein At5g50100, mitochondrial
147155at3193	Complete	Chr06	23884944	23886994	+	314.8	186	https://www.orthodb.org/?query=147155at3193	Heat shock protein
147178at3193	Complete	Chr11	7264868	7260099	-	1516.3	695	https://www.orthodb.org/?query=147178at3193	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
147375at3193	Complete	Chr26	3023026	3021539	-	181.7	101	https://www.orthodb.org/?query=147375at3193	membrane magnesium transporter
147532at3193	Complete	Chr22	7506542	7503493	-	897.9	436	https://www.orthodb.org/?query=147532at3193	Ultraviolet-B receptor
148083at3193	Complete	Chr19	1648783	1645546	-	653.3	391	https://www.orthodb.org/?query=148083at3193	f-box/wd-40 repeat-containing protein
148123at3193	Complete	Chr11	4820126	4817173	-	322.0	157	https://www.orthodb.org/?query=148123at3193	PITH domain-containing protein
148833at3193	Complete	Chr19	16853	15079	-	320.4	187	https://www.orthodb.org/?query=148833at3193	chaperone binding / ATPase activator
149889at3193	Complete	Chr28	3766803	3755758	-	449.2	237	https://www.orthodb.org/?query=149889at3193	pentatricopeptide repeat-containing protein
149917at3193	Complete	Chr08	8851880	8856105	+	895.6	509	https://www.orthodb.org/?query=149917at3193	DNA cross-link repair protein
150224at3193	Complete	Chr10	9108060	9105166	-	395.3	218	https://www.orthodb.org/?query=150224at3193	Histidine phosphatase superfamily, clade-1
151298at3193	Complete	Chr10	9794420	9792603	-	235.6	122	https://www.orthodb.org/?query=151298at3193	chromatin-remodeling complex subunit
151317at3193	Complete	Chr11	14157878	14154447	-	737.4	352	https://www.orthodb.org/?query=151317at3193	chloroplast stem-loop binding protein of 41 kDa b chloroplastic
151815at3193	Complete	Chr15	3717611	3715131	-	315.1	182	https://www.orthodb.org/?query=151815at3193	tRNA/rRNA methyltransferase
152842at3193	Missing
153106at3193	Complete	Chr04	2833322	2834321	+	509.7	317	https://www.orthodb.org/?query=153106at3193	Cytochrome P450
153444at3193	Complete	Chr10	3009517	3005809	-	418.7	182	https://www.orthodb.org/?query=153444at3193	peptidyl-prolyl cis-trans isomerase
153673at3193	Complete	Chr28	11988447	11984863	-	926.4	447	https://www.orthodb.org/?query=153673at3193	Methionine--tRNA ligase
153743at3193	Complete	Chr26	9133603	9136664	+	581.7	319	https://www.orthodb.org/?query=153743at3193	F-box protein
153884at3193	Complete	Chr19	5700652	5701970	+	129.3	89	https://www.orthodb.org/?query=153884at3193	centromere protein x
155188at3193	Complete	Chr28	7752874	7748926	-	944.2	592	https://www.orthodb.org/?query=155188at3193	Mini-chromosome maintenance complex-binding protein
155806at3193	Complete	Chr01	23461840	23465265	+	326.0	207	https://www.orthodb.org/?query=155806at3193	methyltransferase-like protein 23-like protein
155926at3193	Duplicated	Chr18	8295076	8290577	-	663.0	357	https://www.orthodb.org/?query=155926at3193	Poly(U)-specific endoribonuclease
155926at3193	Duplicated	Chr18	8248344	8242820	-	629.6	357	https://www.orthodb.org/?query=155926at3193	Poly(U)-specific endoribonuclease
155926at3193	Duplicated	Chr18	8268496	8262972	-	629.6	357	https://www.orthodb.org/?query=155926at3193	Poly(U)-specific endoribonuclease
156176at3193	Complete	Chr19	35701858	35703998	+	1053.1	582	https://www.orthodb.org/?query=156176at3193	pentatricopeptide repeat-containing protein
156247at3193	Complete	Chr15	3569791	3559742	-	469.3	276	https://www.orthodb.org/?query=156247at3193	RING finger and CHY zinc finger domain-containing protein
156574at3193	Missing
157562at3193	Complete	Chr10	1640678	1640126	-	258.0	145	https://www.orthodb.org/?query=157562at3193	Thymocyte nuclear protein
157962at3193	Complete	Chr22	27358693	27355110	-	159.8	94	https://www.orthodb.org/?query=157962at3193	TRANSMEMBRANE PROTEIN 256
158446at3193	Complete	Chr10	5749015	5715554	-	1678.9	1039	https://www.orthodb.org/?query=158446at3193	Chromatin remodeling
158863at3193	Missing
159205at3193	Complete	Chr28	7847636	7851141	+	385.0	231	https://www.orthodb.org/?query=159205at3193	Reticulon-like protein
159481at3193	Complete	Chr08	14782808	14780975	-	1027.1	579	https://www.orthodb.org/?query=159481at3193	pentatricopeptide repeat-containing protein
159880at3193	Fragmented	Chr10	3264841	3261174	-	622.3	406	https://www.orthodb.org/?query=159880at3193	isoamylase
159963at3193	Complete	Chr18	18995546	18997622	+	1199.4	673	https://www.orthodb.org/?query=159963at3193	Pentatricopeptide repeat-containing protein
160053at3193	Complete	Chr22	9296423	9298319	+	931.2	545	https://www.orthodb.org/?query=160053at3193	pentatricopeptide repeat-containing protein
160138at3193	Complete	Chr19	4489129	4494136	+	705.9	358	https://www.orthodb.org/?query=160138at3193	Ubiquitin-like modifier-activating enzyme
160328at3193	Complete	Chr11	7678555	7674151	-	240.1	141	https://www.orthodb.org/?query=160328at3193	Protein disulfide-isomerase
161420at3193	Complete	Chr10	9016209	9018696	+	1388.6	821	https://www.orthodb.org/?query=161420at3193	Pentatricopeptide repeat-containing protein
161610at3193	Complete	Chr28	9135937	9175944	+	1228.7	728	https://www.orthodb.org/?query=161610at3193	nuclear pore complex protein
162301at3193	Complete	Chr10	795696	793395	-	748.6	461	https://www.orthodb.org/?query=162301at3193	Zinc knuckle CCHC-type family protein
162497at3193	Complete	Chr10	17936771	17922971	-	793.2	419	https://www.orthodb.org/?query=162497at3193	WD repeat-containing protein 13
162511at3193	Complete	Chr24	9739488	9742727	+	697.5	407	https://www.orthodb.org/?query=162511at3193	photosynthetic NDH subunit of subcomplex B 1
164035at3193	Complete	Chr06	24900386	24895732	-	959.7	519	https://www.orthodb.org/?query=164035at3193	ap-5 complex subunit zeta-1
164345at3193	Complete	Chr08	17893451	17898633	+	1135.8	610	https://www.orthodb.org/?query=164345at3193	Pentatricopeptide repeat-containing protein
164609at3193	Complete	Chr04	26304667	26313021	+	1725.7	1017	https://www.orthodb.org/?query=164609at3193	AAA domain-containing protein
164676at3193	Complete	Chr11	11877768	11886487	+	728.7	406	https://www.orthodb.org/?query=164676at3193	Pentatricopeptide repeat-containing protein
165149at3193	Complete	Chr10	14933581	14922275	-	1033.3	713	https://www.orthodb.org/?query=165149at3193	Pentatricopeptide repeat-containing protein
166133at3193	Complete	Chr22	30760504	30758234	-	663.5	402	https://www.orthodb.org/?query=166133at3193	ALPHA- AND GAMMA-ADAPTIN-BINDING PROTEIN P34
167467at3193	Missing
168517at3193	Complete	Chr15	22204533	22207043	+	656.2	412	https://www.orthodb.org/?query=168517at3193	Pentatricopeptide repeat-containing protein
168591at3193	Missing
169145at3193	Complete	Chr24	7486867	7493188	+	1889.6	1144	https://www.orthodb.org/?query=169145at3193	Phox
169616at3193	Complete	Chr08	8761557	8758101	-	706.2	359	https://www.orthodb.org/?query=169616at3193	guanine nucleotide-binding protein subunit alpha
170158at3193	Complete	Chr26	27293959	27291737	-	290.5	180	https://www.orthodb.org/?query=170158at3193	TTHA0068-like domain containing protein
170334at3193	Complete	Chr04	17761434	17727939	-	1156.1	638	https://www.orthodb.org/?query=170334at3193	uncharacterized protein LOC121048798 isoform X1
170411at3193	Complete	Chr22	4910734	4926342	+	898.1	479	https://www.orthodb.org/?query=170411at3193	aarF domain-containing protein kinase 1
170513at3193	Complete	Chr13	29618564	29613817	-	974.5	521	https://www.orthodb.org/?query=170513at3193	4-coumarate:CoA ligase-like
170862at3193	Complete	Chr13	30835153	30833499	-	598.7	331	https://www.orthodb.org/?query=170862at3193	Inactive leucine-rich repeat receptor-like protein kinase CORYNE
171078at3193	Complete	Chr10	143895	138642	-	790.6	756	https://www.orthodb.org/?query=171078at3193	meiosis-specific protein
171390at3193	Complete	Chr28	18863058	18857196	-	688.2	465	https://www.orthodb.org/?query=171390at3193	acyl-CoA-binding domain-containing protein
172439at3193	Fragmented	Chr19	17368231	17347871	-	534.0	341	https://www.orthodb.org/?query=172439at3193	Amidohydrolase
172901at3193	Complete	Chr11	15763232	15766518	+	535.0	300	https://www.orthodb.org/?query=172901at3193	cell cycle checkpoint control protein
173256at3193	Complete	Chr28	10037606	10023069	-	605.1	375	https://www.orthodb.org/?query=173256at3193	uncharacterized protein At2g39910
173351at3193	Complete	Chr15	12061048	12058698	-	283.7	232	https://www.orthodb.org/?query=173351at3193	uncharacterized protein LOC107466599 isoform X1
174449at3193	Complete	Chr15	554869	553020	-	886.6	586	https://www.orthodb.org/?query=174449at3193	Pentatricopeptide repeat-containing protein
175130at3193	Complete	Chr18	3987814	3993550	+	882.1	690	https://www.orthodb.org/?query=175130at3193	uncharacterized protein LOC132176588 isoform X1
175649at3193	Missing
176373at3193	Complete	Chr13	26012979	26010040	-	1264.2	683	https://www.orthodb.org/?query=176373at3193	Pentatricopeptide repeat-containing protein -mitochondrial
176449at3193	Complete	Chr13	26478069	26469737	-	786.8	453	https://www.orthodb.org/?query=176449at3193	Helicase
176472at3193	Complete	Chr11	3429021	3426153	-	935.9	716	https://www.orthodb.org/?query=176472at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
177125at3193	Complete	Chr26	10315439	10312795	-	1491.0	778	https://www.orthodb.org/?query=177125at3193	gamma-tubulin complex component
177145at3193	Complete	Chr01	11673460	11670835	-	424.1	221	https://www.orthodb.org/?query=177145at3193	Haloacid dehalogenase-like hydrolase domain-containing protein
177494at3193	Complete	Chr19	8808815	8810252	+	807.3	449	https://www.orthodb.org/?query=177494at3193	pentatricopeptide repeat-containing protein
177538at3193	Complete	Chr18	13316656	13314973	-	730.6	550	https://www.orthodb.org/?query=177538at3193	E3 ubiquitin-protein ligase
177858at3193	Missing
177952at3193	Complete	Chr10	11519945	11515934	-	603.6	351	https://www.orthodb.org/?query=177952at3193	WD repeat-containing protein
179865at3193	Complete	Chr06	16305453	16302486	-	655.7	381	https://www.orthodb.org/?query=179865at3193	oxidoreductase
180401at3193	Complete	Chr04	10183419	10193264	+	1340.5	895	https://www.orthodb.org/?query=180401at3193	SMAD/FHA DOMAIN-CONTAINING PROTEIN
180909at3193	Complete	Chr19	192475	189106	-	1309.3	775	https://www.orthodb.org/?query=180909at3193	Microtubule-associated protein
181096at3193	Complete	Chr08	3302803	3307136	+	1101.4	1087	https://www.orthodb.org/?query=181096at3193	DUF3741-associated sequence motif
181283at3193	Complete	Chr18	3226772	3224900	-	592.5	320	https://www.orthodb.org/?query=181283at3193	Serine racemase
181415at3193	Complete	Chr06	23441533	23445282	+	547.4	419	https://www.orthodb.org/?query=181415at3193	Ribosomal protein
181523at3193	Complete	Chr18	27288284	27292492	+	318.3	167	https://www.orthodb.org/?query=181523at3193	PEPTIDE TRANSPORTER FAMILY PROTEIN
181585at3193	Complete	Chr10	17071864	17070137	-	312.1	158	https://www.orthodb.org/?query=181585at3193	Universal stress protein
181960at3193	Complete	Chr13	31076962	31072355	-	1902.4	1015	https://www.orthodb.org/?query=181960at3193	No exine formation
182010at3193	Complete	Chr19	289792	287984	-	540.3	327	https://www.orthodb.org/?query=182010at3193	pentatricopeptide repeat-containing protein
182490at3193	Complete	Chr15	10439210	10432286	-	514.7	374	https://www.orthodb.org/?query=182490at3193	BLISTER
182727at3193	Complete	Chr13	4316757	4312068	-	561.4	458	https://www.orthodb.org/?query=182727at3193	Leucine-rich repeat
182787at3193	Complete	Chr01	13895782	13913128	+	633.2	329	https://www.orthodb.org/?query=182787at3193	uncharacterized protein At4g37920
183391at3193	Complete	Chr06	26125530	26129759	+	855.9	467	https://www.orthodb.org/?query=183391at3193	TRIGGER FACTOR-LIKE PROTEIN TIG CHLOROPLASTIC
184182at3193	Complete	Chr08	3136839	3139666	+	602.5	328	https://www.orthodb.org/?query=184182at3193	Carbohydrate kinase
184352at3193	Complete	Chr28	29026941	29023891	-	346.0	180	https://www.orthodb.org/?query=184352at3193	DNA repair REX1-B
184698at3193	Complete	Chr11	16678946	16684109	+	488.5	458	https://www.orthodb.org/?query=184698at3193	dentin sialophosphoprotein
185068at3193	Complete	Chr06	23364507	23368486	+	746.6	436	https://www.orthodb.org/?query=185068at3193	WD repeat-containing protein
185226at3193	Complete	Chr28	3648093	3649902	+	1034.6	559	https://www.orthodb.org/?query=185226at3193	Abc transporter g family member
185315at3193	Complete	Chr06	28294983	28290894	-	313.1	163	https://www.orthodb.org/?query=185315at3193	Protein TIC 20-v- chloroplastic
185482at3193	Complete	Chr19	651029	648259	-	823.9	559	https://www.orthodb.org/?query=185482at3193	Pentatricopeptide repeat-containing protein
185625at3193	Missing
187054at3193	Missing
187066at3193	Complete	Chr06	31338599	31346165	+	604.6	562	https://www.orthodb.org/?query=187066at3193	chloride channel E
187173at3193	Fragmented	Chr19	10693545	10684685	-	453.6	379	https://www.orthodb.org/?query=187173at3193	Dnaj heat shock n-terminal domain-containing protein
187261at3193	Complete	Chr15	6128536	6131339	+	1356.9	722	https://www.orthodb.org/?query=187261at3193	Protein transport protein
187779at3193	Complete	Chr10	3574590	3572624	-	303.6	226	https://www.orthodb.org/?query=187779at3193	uncharacterized protein LOC114406851 isoform X1
187846at3193	Duplicated	Chr19	12559191	12555558	-	451.8	256	https://www.orthodb.org/?query=187846at3193	Plant intracellular Ras-group-related LRR protein 7
187846at3193	Duplicated	Chr19	12321437	12317784	-	443.6	256	https://www.orthodb.org/?query=187846at3193	Plant intracellular Ras-group-related LRR protein 7
187989at3193	Complete	Chr24	28377521	28378325	+	461.1	256	https://www.orthodb.org/?query=187989at3193	eukaryotic translation initiation factor
188132at3193	Complete	Chr22	12372159	12370809	-	645.1	349	https://www.orthodb.org/?query=188132at3193	Membrane metalloprotease
188268at3193	Complete	Chr08	5288995	5285551	-	1118.8	676	https://www.orthodb.org/?query=188268at3193	THO complex, subunit
189764at3193	Complete	Chr11	12379520	12377928	-	149.9	142	https://www.orthodb.org/?query=189764at3193	protein LURP-one-related
190084at3193	Fragmented	Chr04	13614566	13612385	-	258.2	156	https://www.orthodb.org/?query=190084at3193	Non-canonical poly(A) RNA polymerase
190165at3193	Complete	Chr06	16890477	16897700	+	301.8	198	https://www.orthodb.org/?query=190165at3193	elongation factor
190240at3193	Complete	Chr06	22557160	22561950	+	1003.3	595	https://www.orthodb.org/?query=190240at3193	tRNA (guanine(37)-N1)-methyltransferase
190316at3193	Complete	Chr18	5620081	5612916	-	208.4	130	https://www.orthodb.org/?query=190316at3193	Ribosomal protein
190873at3193	Complete	Chr15	3330055	3333017	+	822.0	468	https://www.orthodb.org/?query=190873at3193	GTP-binding protein
191746at3193	Complete	Chr22	24859780	24861897	+	291.8	222	https://www.orthodb.org/?query=191746at3193	Unknown protein
192567at3193	Complete	Chr11	9975149	9977608	+	605.1	382	https://www.orthodb.org/?query=192567at3193	plastid transcriptionally active 16
193014at3193	Complete	Chr22	5742993	5746770	+	1806.6	1173	https://www.orthodb.org/?query=193014at3193	Pentatricopeptide repeat-containing protein
193040at3193	Complete	Chr08	2413867	2422919	+	1730.5	993	https://www.orthodb.org/?query=193040at3193	Histone lysine-specific demethylase
193092at3193	Complete	Chr04	770917	773362	+	1446.0	784	https://www.orthodb.org/?query=193092at3193	Pentatricopeptide repeat-containing protein
193448at3193	Missing
193603at3193	Complete	Chr08	14900503	14915684	+	5266.1	2992	https://www.orthodb.org/?query=193603at3193	E3 ubiquitin-protein ligase
193756at3193	Complete	Chr06	29495280	29487424	-	1037.1	610	https://www.orthodb.org/?query=193756at3193	Abc transporter g family member
194027at3193	Complete	Chr11	11044558	11043712	-	410.2	220	https://www.orthodb.org/?query=194027at3193	ribosomal protein L4
194872at3193	Complete	Chr11	13037818	13036144	-	983.4	554	https://www.orthodb.org/?query=194872at3193	DEAD-box ATP-dependent RNA helicase
194913at3193	Complete	Chr28	39499562	39470542	-	1562.2	739	https://www.orthodb.org/?query=194913at3193	pentatricopeptide repeat-containing protein
