gene	nseq	nsites	k	LRT	pvalue	direction	result	n_test	n_reference
Morus_000165-R1	20	690	0.8364281174708873	0.15971047901985	0.6894232116328574	relaxed	not_significant	9	9
Morus_000165-R1	20	690	0.8695796459744269	0.1259018482287502	0.7227195710669526	relaxed	not_significant	1	1
Morus_000169-R1	20	458	0.8288515662783701	0.3428656452324503	0.5581797692359745	relaxed	not_significant	9	9
Morus_000169-R1	20	458	0.1133849210328588	1.249486439366592	0.2636505873056043	relaxed	not_significant	1	1
Morus_000174-R1	20	353	3.671061141683915	4.231078317918218	0.03969021687288821	intensified	significant_intensified	9	9
Morus_000174-R1	20	353	16.82234781991498	2.384428903638764	0.1225496707468033	intensified	not_significant	1	1
Morus_000180-R1	20	192	0.4057928273753205	0.2329799833514699	0.6293229654803715	relaxed	not_significant	9	9
Morus_000180-R1	20	192	0	1.749730885397184	0.1859105674610242	relaxed	not_significant	1	1
Morus_000191-R1	20	618	0.8624037962215974	0.2206128488614922	0.638573354580605	relaxed	not_significant	9	9
Morus_000191-R1	20	618	7.320938207587247E-16	2.002580653854238	0.1570316538979186	relaxed	not_significant	1	1
Morus_000193-R1	20	215	1.082178535730045	0.01989231746210862	0.8878382423071984	intensified	not_significant	9	9
Morus_000193-R1	20	215	1.725988433989013E-9	3.457750394926279	0.06295591295323932	relaxed	not_significant	1	1
Morus_000207-R1	20	404	0.8512344782678791	0.1711854123877856	0.6790604359672789	relaxed	not_significant	9	9
Morus_000207-R1	20	404	0	3.196604172721891	0.07379134133445375	relaxed	not_significant	1	1
Morus_000211-R1	20	311	1.054439542879297	0.02893478357691492	0.8649297052968068	intensified	not_significant	9	9
Morus_000211-R1	20	311	0	3.677803850115197	0.05514143556625861	relaxed	not_significant	1	1
Morus_000217-R1	20	364	2.794234480370847E-8	1.565086848531791	0.2109219595113454	relaxed	not_significant	9	9
Morus_000217-R1	20	364	11.27881429457672	3.077267106231375	0.07939382819498919	intensified	not_significant	1	1
Morus_000228-R1	20	183	0.1087369032939654	0.3306346682334151	0.5652856112397932	relaxed	not_significant	9	9
Morus_000228-R1	20	183	1.637063227040437	0.7279313148765141	0.3935545528091512	intensified	not_significant	1	1
Morus_000230-R1	20	443	0.8621888858045079	0.3245967507655223	0.5688581735583222	relaxed	not_significant	9	9
Morus_000230-R1	20	443	0.7087260941529366	0.1012894187670099	0.7502877339493806	relaxed	not_significant	1	1
Morus_000233-R1	20	206	0.6203891329991645	0.5721467212183597	0.4494071254309997	relaxed	not_significant	9	9
Morus_000233-R1	20	206	0	2.237759252385786	0.1346760190785621	relaxed	not_significant	1	1
Morus_000237-R1	20	267	0.2851682219861296	1.478401539983224	0.2240247838165387	relaxed	not_significant	9	9
Morus_000237-R1	20	267	0.8532131111341149	-8.171919034793973E-7	1	relaxed	not_significant	1	1
Morus_000238-R1	20	199	12.73667445842656	6.125499776197557	0.01332456137206728	intensified	significant_intensified	9	9
Morus_000238-R1	20	199	4.37149581209079E-7	1.404087078970861	0.2360404573745796	relaxed	not_significant	1	1
Morus_000240-R1	20	166	0.8532128584006649	-2.205090368079254E-7	1	relaxed	not_significant	9	9
Morus_000240-R1	20	166	0.2101510040965986	2.399937537923279	0.1213400952438903	relaxed	not_significant	1	1
Morus_000243-R1	20	219	1.196208835895351	0.1923239720772472	0.660989393555923	intensified	not_significant	9	9
Morus_000243-R1	20	219	1.008513313558499	0.0002602568515612802	0.9871287030598536	intensified	not_significant	1	1
Morus_000244-R3	20	450	0.971206432856757	0.003079410424106754	0.9557461560765875	relaxed	not_significant	9	9
Morus_000244-R3	20	450	0.7475901092010417	0.02749088963264512	0.8683113803901945	relaxed	not_significant	1	1
Morus_000247-R1	20	232	1.485416359033921	0.8434544704068685	0.3584106559823927	intensified	not_significant	9	9
Morus_000247-R1	20	232	0.3176785459734367	1.903990989664635	0.1676322798695609	relaxed	not_significant	1	1
Morus_000259-R1	20	331	0.3070691526797348	1.635039342599157	0.2010074511667684	relaxed	not_significant	9	9
Morus_000259-R1	20	331	0.8532130385306577	-4.172052285866812E-7	1	relaxed	not_significant	1	1
Morus_000264-R1	20	316	1.771035819251218	2.057098011425296	0.1514984521477923	intensified	not_significant	9	9
Morus_000264-R1	20	316	2.855297467396884	4.773960843056557	0.02889327905582184	intensified	significant_intensified	1	1
Morus_000266-R1	20	397	1.266252108502897	0.4124114059104613	0.5207481016154265	intensified	not_significant	9	9
Morus_000266-R1	20	397	10.75827169508759	1.633844624398989	0.2011721066679649	intensified	not_significant	1	1
Morus_000269-R1	20	1323	0.8193991071142162	0.3889382143606781	0.5328580499708873	relaxed	not_significant	9	9
Morus_000269-R1	20	1323	2.126783346355993	2.464547771909565	0.1164412114343915	intensified	not_significant	1	1
Morus_000276-R1	20	194	2.050040032356246	4.898323446918766	0.02688278268049715	intensified	significant_intensified	9	9
Morus_000276-R1	20	194	0.2574362907132068	0.1898708560775049	0.6630241246324338	relaxed	not_significant	1	1
Morus_000290-R1	20	330	0.8399316853447322	0.06720106168904749	0.7954564925600243	relaxed	not_significant	9	9
Morus_000290-R1	20	330	1.20540001965294	0.1072758923510264	0.7432670662835782	intensified	not_significant	1	1
Morus_000291-R1	20	226	2.199987187159781	3.319824575215534	0.0684491324853358	intensified	not_significant	9	9
Morus_000291-R1	20	226	20.7439950327192	0.6747020413631617	0.4114170489559242	intensified	not_significant	1	1
Morus_000296-R1	20	353	0.6645405505793537	0.41943729457671	0.5172179569694302	relaxed	not_significant	9	9
Morus_000296-R1	20	353	1	-2.727811079239473E-7	1	intensified	not_significant	0	1
Morus_000300-R1	20	387	0.05928259788180288	5.717140971972185	0.01680006505446818	relaxed	significant_relaxed	9	9
Morus_000300-R1	20	387	50	2.474805565378119	0.1156837481476239	intensified	not_significant	1	1
Morus_000305-R1	20	686	2.842635983281532	4.781225492870362	0.02877163822916529	intensified	significant_intensified	9	9
Morus_000305-R1	20	686	0.1784188041609157	2.236206777828556	0.134811334891607	relaxed	not_significant	1	1
Morus_000306-R1	20	524	0.6241110004740368	2.865469154934544	0.09049931808924006	relaxed	not_significant	9	9
Morus_000306-R1	20	524	0.001567712092779889	1.599950906529557	0.2059101681953355	relaxed	not_significant	1	1
Morus_000307-R1	20	738	0.9130115944941226	0.05326250216239714	0.8174805120899421	relaxed	not_significant	9	9
Morus_000307-R1	20	738	0.09324042380299817	0.2744300575595844	0.600375414631092	relaxed	not_significant	1	1
Morus_000309-R1	20	320	1.082451264211948	0.0199553108705004	0.8876619665177857	intensified	not_significant	9	9
Morus_000309-R1	20	320	0	0.2564828752274479	0.6125468289972797	relaxed	not_significant	1	1
Morus_000315-R1	20	449	0.9587157817440289	0.01219878487336246	0.9120540006934603	relaxed	not_significant	9	9
Morus_000315-R1	20	449	5.397096038821674	2.90786857787225	0.08814829960907911	intensified	not_significant	1	1
Morus_000316-R1	20	549	5.767875098483609E-9	1.517533647296659	0.2179931078531347	relaxed	not_significant	9	9
Morus_000316-R1	20	549	0.8732126058156379	0.07626206837994687	0.7824283450019199	relaxed	not_significant	1	1
Morus_000318-R1	20	357	0.891900646244239	0.05897877487950609	0.80811736980947	relaxed	not_significant	9	9
Morus_000318-R1	20	357	0.7835089724455404	0.02618045973849803	0.8714603847494911	relaxed	not_significant	1	1
Morus_000323-R1	20	562	0.9405371614049096	0.0176483880077285	0.8943141967998481	relaxed	not_significant	9	9
Morus_000323-R1	20	562	1.260575770891727E-15	2.081763228177806	0.1490678954440702	relaxed	not_significant	1	1
Morus_000328-R1	20	570	1.010027143399444	0.002615544408399728	0.9592120550837805	intensified	not_significant	9	9
Morus_000328-R1	20	570	23.73803206782306	2.747832819954056	0.09738634671450752	intensified	not_significant	1	1
Morus_000335-R2	20	380	10.36284866659221	4.804252834832369	0.02838957467946335	intensified	significant_intensified	9	9
Morus_000335-R2	20	380	0.3410115817233265	2.232540224554214	0.1351315208557859	relaxed	not_significant	1	1
Morus_000338-R1	20	293	0.750813520575241	0.1739014554177629	0.6766674841945262	relaxed	not_significant	9	9
Morus_000338-R1	20	293	5.171740361630785	2.064262311715538	0.150787880030769	intensified	not_significant	1	1
Morus_000339-R1	20	317	0.3166517580369637	0.2508482318698952	0.6164784436789597	relaxed	not_significant	9	9
Morus_000339-R1	20	317	0.2625464013755144	1.113648451274457	0.2912902291654141	relaxed	not_significant	1	1
Morus_000346-R1	20	772	0.6438163858487447	0.6067156195149437	0.4360271242284887	relaxed	not_significant	9	9
Morus_000346-R1	20	772	1.383708641095167	0.3246969337706105	0.5687985384016632	intensified	not_significant	1	1
Morus_000347-R1	20	749	1.295337515149765	0.66544615998464	0.414643802692469	intensified	not_significant	9	9
Morus_000347-R1	20	749	0.3012531125070377	2.112583319485566	0.1460925132082379	relaxed	not_significant	1	1
Morus_000350-R1	20	328	0.1075468140148696	1.729013740255141	0.1885369011164456	relaxed	not_significant	9	9
Morus_000350-R1	20	328	50	3.384741811844833	0.06580248425241186	intensified	not_significant	1	1
Morus_000355-R1	20	575	2.065503559791222	2.915962861530716	0.08770704909374816	intensified	not_significant	9	9
Morus_000355-R1	20	575	0.4301233353503136	0.9161543481459375	0.3384867450307506	relaxed	not_significant	1	1
Morus_000356-R1	20	799	1.097183280926528	0.1233058073230495	0.7254763690284318	intensified	not_significant	9	9
Morus_000356-R1	20	799	1.463050349724164	1.244675996216756	0.2645717747540695	intensified	not_significant	1	1
Morus_000362-R1	20	646	0.8531290749744983	0.4011617780670349	0.5264898755314777	relaxed	not_significant	9	9
Morus_000362-R1	20	646	1.169349192216737	0.1808392194798216	0.6706530184337397	intensified	not_significant	1	1
Morus_000370-R1	20	447	0.4514819447881576	1.655357334804648	0.1982313348940167	relaxed	not_significant	9	9
Morus_000370-R1	20	447	13.65515047621148	2.790522837012759	0.09482328495764236	intensified	not_significant	1	1
Morus_000376-R1	20	323	1.262835507644518	0.2747105401831504	0.600189262898438	intensified	not_significant	9	9
Morus_000376-R1	20	323	0.7212457697878544	0.2445806145751703	0.6209171528125076	relaxed	not_significant	1	1
Morus_000377-R1	20	232	50	6.111668036339779	0.01342923301044663	intensified	significant_intensified	9	9
Morus_000377-R1	20	232	14.48351118763329	0.6704531206414686	0.4128936732194483	intensified	not_significant	1	1
Morus_000378-R1	20	166	16.21939617689927	3.670955892212532	0.05536842102942496	intensified	not_significant	9	9
Morus_000378-R1	20	166	1	-0.0009627633439777128	1	intensified	not_significant	0	1
Morus_000379-R1	20	322	1.161408587838598	0.2270677963706476	0.6337065885229298	intensified	not_significant	9	9
Morus_000379-R1	20	322	0.2887553938673198	0.3558507173047474	0.5508197205427054	relaxed	not_significant	1	1
Morus_000382-R1	20	771	1.178830187844946	0.4171431069789833	0.5183660316285181	intensified	not_significant	9	9
Morus_000382-R1	20	771	0.910181216114255	0.09018905323682702	0.7639369510717537	relaxed	not_significant	1	1
Morus_000383-R1	20	711	1.195968393775314	0.3392683952461084	0.5602518227666559	intensified	not_significant	9	9
Morus_000383-R1	20	711	0.5018300783403687	1.654563330806923	0.198338973706978	relaxed	not_significant	1	1
Morus_000394-R1	20	360	0.9408201283756419	0.02391554663608986	0.8770999922420001	relaxed	not_significant	9	9
Morus_000394-R1	20	360	0.000001805407204685575	0.2507685297669013	0.616534451216415	relaxed	not_significant	1	1
Morus_000398-R1	20	512	0.7374931138087504	0.7750236068495724	0.37866743197625	relaxed	not_significant	9	9
Morus_000398-R1	20	512	0.6891241675290187	0.4498199541430949	0.5024204677034556	relaxed	not_significant	1	1
Morus_000399-R1	20	284	1.214877219116077	0.1020500224385614	0.7493832597506145	intensified	not_significant	9	9
Morus_000399-R1	20	284	1	-2.41408542933641E-7	1	intensified	not_significant	0	1
Morus_000400-R1	20	908	1.121086002212523	0.09542340782172687	0.7573924280126322	intensified	not_significant	9	9
Morus_000400-R1	20	908	0.330579019602453	1.10633046521798	0.2928810172768401	relaxed	not_significant	1	1
Morus_000402-R1	20	463	0.8856419307179954	0.1520263384172722	0.6966063893277193	relaxed	not_significant	9	9
Morus_000402-R1	20	463	5.202821492362786	14.87563246965419	0.0001148368613366202	intensified	significant_intensified	1	1
Morus_000404-R1	20	409	0.7646780550373914	0.4666641320300187	0.4945258400876744	relaxed	not_significant	9	9
Morus_000404-R1	20	409	0.5989402088597295	0.5075340595467424	0.4762082957443764	relaxed	not_significant	1	1
Morus_000406-R1	20	266	0.7332898994170253	0.3102481955656913	0.5775279225985488	relaxed	not_significant	9	9
Morus_000406-R1	20	266	0.07055959314932944	1.407566010806477	0.2354608699207588	relaxed	not_significant	1	1
Morus_000409-R1	20	494	0.6814116629208049	0.779044658449493	0.3774334765542556	relaxed	not_significant	9	9
Morus_000409-R1	20	494	0	2.40135027811084	0.1212305697266456	relaxed	not_significant	1	1
Morus_000411-R1	20	290	0.5990299529261832	0.9981616815503003	0.3177557364015838	relaxed	not_significant	9	9
Morus_000411-R1	20	290	1.443256732432032	0.4604155759125206	0.4974298173064846	intensified	not_significant	1	1
Morus_000412-R1	20	330	0.9804753475995427	0.001551848725284799	0.9685766532042178	relaxed	not_significant	9	9
Morus_000412-R1	20	330	18.47297712980686	1.931338085445532	0.1646121260163735	intensified	not_significant	1	1
Morus_000413-R1	20	273	0.549320573527201	0.9615022657226291	0.3268086730959028	relaxed	not_significant	9	9
Morus_000413-R1	20	273	3.256174540225069E-16	1.282179145853661	0.2574942529305237	relaxed	not_significant	1	1
Morus_000415-R1	20	258	4.185521554054304	27.16717043344852	1.866005326922604E-7	intensified	significant_intensified	9	9
Morus_000415-R1	20	258	0.2284981945815115	0.749854754280932	0.3865222203693508	relaxed	not_significant	1	1
Morus_000416-R1	20	417	1.163967656853841	0.1899734516473472	0.6629387144217498	intensified	not_significant	9	9
Morus_000416-R1	20	417	11.53625136968706	1.623896123429404	0.2025493835138876	intensified	not_significant	1	1
Morus_000421-R1	20	332	2.216995752182479	5.470338723660461	0.01934187649285846	intensified	significant_intensified	9	9
Morus_000421-R1	20	332	0	2.411057804763914	0.1204809295328747	relaxed	not_significant	1	1
Morus_000427-R1	20	202	0.2167847795081998	4.349500457263275	0.03701980329579757	relaxed	significant_relaxed	9	9
Morus_000427-R1	20	202	0.220073060859821	0.2919274409200625	0.5889880202306677	relaxed	not_significant	1	1
Morus_000433-R1	20	293	5.438932303050248	7.230397613800051	0.007167932989190051	intensified	significant_intensified	9	9
Morus_000433-R1	20	293	1.843367665344343	2.748961078254979	0.09731764428866252	intensified	not_significant	1	1
Morus_000434-R1	20	131	6.656500879453798	9.748373775735217	0.001794814226100172	intensified	significant_intensified	9	9
Morus_000434-R1	20	131	4.016852090849743	3.569703466366718	0.05884281816207793	intensified	not_significant	1	1
Morus_000438-R1	20	496	1.873888577949275	1.807813268593236	0.1787707717225968	intensified	not_significant	9	9
Morus_000438-R1	20	496	1	-0.00002167297589039663	1	intensified	not_significant	0	1
Morus_000439-R1	20	156	1.352367931571605	0.3640076404763022	0.5462888753273478	intensified	not_significant	9	9
Morus_000439-R1	20	156	1	-1.793564479157794E-7	1	intensified	not_significant	0	1
Morus_000449-R1	20	551	0.3336322680044337	2.266186059516258	0.1322249474202292	relaxed	not_significant	9	9
Morus_000449-R1	20	551	1.896776136341696	0.5894499129362885	0.4426319128789566	intensified	not_significant	1	1
Morus_000454-R1	20	660	0.551651506010448	7.52384446803444	0.0060887598123609	relaxed	significant_relaxed	9	9
Morus_000454-R1	20	660	0.2162343300480565	7.397970119267484	0.006529751902040748	relaxed	significant_relaxed	1	1
Morus_000455-R1	20	408	1.738048278313641	2.653850192294158	0.1032994273610804	intensified	not_significant	9	9
Morus_000455-R1	20	408	0.07405192270343529	2.036186549542435	0.1535942823446116	relaxed	not_significant	1	1
Morus_000457-R1	20	246	3.026098406010759	3.091888015853328	0.07868346409851157	intensified	not_significant	9	9
Morus_000457-R1	20	246	0.9124680300191117	0.06083552120617242	0.8051802056547642	relaxed	not_significant	1	1
Morus_000458-R1	20	224	0.4368173936309932	4.060466322054253	0.04389837524214302	relaxed	significant_relaxed	9	9
Morus_000458-R1	20	224	0.8544690171595273	-0.0005479606315930141	1	relaxed	not_significant	1	1
Morus_000460-R1	20	379	0.2987438570460946	7.945091476282869	0.00482179806795402	relaxed	significant_relaxed	9	9
Morus_000460-R1	20	379	3.124235393153093E-9	20.59629389814108	0.000005670578295480233	relaxed	significant_relaxed	1	1
Morus_000470-R2	20	259	0.9973482850155198	-0.001530951676613768	1	relaxed	not_significant	9	9
Morus_000470-R2	20	259	5.773813167422532	4.54124163375127	0.03308758358921837	intensified	significant_intensified	1	1
Morus_000475-R1	20	446	3.428473503499011	1.977023764647129	0.1597042984616908	intensified	not_significant	9	9
Morus_000475-R1	20	446	17.48464935160941	0.5065379841362301	0.4766413890581522	intensified	not_significant	1	1
Morus_000481-R1	20	230	0.8277756653962902	0.2582020563258993	0.6113580654450694	relaxed	not_significant	9	9
Morus_000481-R1	20	230	0.4694277693379549	1.429152219961907	0.2319028465212716	relaxed	not_significant	1	1
Morus_000495-R1	20	401	0.3990321203219344	2.502500048582988	0.1136657302051719	relaxed	not_significant	9	9
Morus_000495-R1	20	401	0.0708788163282813	5.538439862713858	0.01860316032521503	relaxed	significant_relaxed	1	1
Morus_000499-R1	20	437	0.7356625165854744	0.44051978918651	0.5068716819540011	relaxed	not_significant	9	9
Morus_000499-R1	20	437	0	2.200970992447765	0.1379238341286022	relaxed	not_significant	1	1
Morus_000513-R1	20	300	1.336199447960182	0.1499222730390102	0.6986096480525936	intensified	not_significant	9	9
Morus_000513-R1	20	300	0.08712960005451185	4.015592671538798	0.0450813760925034	relaxed	significant_relaxed	1	1
Morus_000515-R1	20	359	3.210018705228549	0.03558214498298184	0.8503810147387455	intensified	not_significant	9	9
Morus_000515-R1	20	359	50	5.198143785899447	0.02261102115206581	intensified	significant_intensified	1	1
Morus_000516-R1	20	251	2.003662864853911	1.153438266469038	0.2828305550892501	intensified	not_significant	9	9
Morus_000516-R1	20	251	1.499680946648559	0.1643115870888323	0.6852175708007511	intensified	not_significant	1	1
Morus_000519-R1	20	644	0.6869184091306234	0.6209582365536335	0.4306914221055147	relaxed	not_significant	9	9
Morus_000519-R1	20	644	1.05976400434596	0.01058429752629308	0.9180581990969863	intensified	not_significant	1	1
Morus_000522-R1	20	591	0.4452191795642949	6.674959864752964	0.009777671398686016	relaxed	significant_relaxed	9	9
Morus_000522-R1	20	591	1.216344543151973	0.09500044093329052	0.7579138580478473	intensified	not_significant	1	1
Morus_000523-R1	20	926	1.598912730921647	1.992365978969246	0.1580937152392521	intensified	not_significant	9	9
Morus_000523-R1	20	926	3.67453584549995	1.844621462776558	0.1744102481752833	intensified	not_significant	1	1
Morus_000525-R1	20	818	0.7436367880938211	2.026402444182168	0.1545861550042266	relaxed	not_significant	9	9
Morus_000525-R1	20	818	0.7514744597093865	1.136363449042619	0.2864220625532853	relaxed	not_significant	1	1
Morus_000528-R3	20	477	1.470174620777555	0.7863258153574861	0.3752134356708021	intensified	not_significant	9	9
Morus_000528-R3	20	477	1	-0.00004821331185667077	1	intensified	not_significant	0	1
Morus_000529-R1	20	710	0.8399335286981089	0.5019758948474191	0.4786332154398668	relaxed	not_significant	9	9
Morus_000529-R1	20	710	1.303412375665691	0.45887491450776	0.4981502532896147	intensified	not_significant	1	1
Morus_000537-R1	20	344	0.8601251267950308	0.07024356745841942	0.7909824759405953	relaxed	not_significant	9	9
Morus_000537-R1	20	344	0.6485323930899208	0.2627396932521151	0.6082441657397937	relaxed	not_significant	1	1
Morus_000548-R2	20	372	0.7645364980266219	0.66959819699332	0.4131917289601514	relaxed	not_significant	9	9
Morus_000548-R2	20	372	2.463206704092783E-16	2.50717097841698	0.1133292140586779	relaxed	not_significant	1	1
Morus_000549-R1	20	1683	2.638868652196935	1.388181351187086	0.2387124661422589	intensified	not_significant	9	9
Morus_000549-R1	20	1683	3.472943233520914	1.662280416803696	0.197295707714053	intensified	not_significant	1	1
Morus_000552-R1	20	176	0.7507024839077794	0.01678883260547082	0.8969052727193843	relaxed	not_significant	9	9
Morus_000552-R1	20	176	0.853211966384565	-4.441862984094769E-7	1	relaxed	not_significant	1	1
Morus_000554-R1	20	272	1.045742356561937	0.001292396294957143	0.9713222961925043	intensified	not_significant	9	9
Morus_000554-R1	20	272	15.25707088688871	2.059648030137396	0.1512451018324699	intensified	not_significant	1	1
Morus_000561-R1	20	650	1.425398181575745	9.313630289048888	0.002274553546748548	intensified	significant_intensified	9	9
Morus_000561-R1	20	650	0.5178783417653139	0.006064950650397805	0.9379252643346911	relaxed	not_significant	1	1
Morus_000563-R1	20	300	1.106720501656874	0.0226542667069225	0.880359623724134	intensified	not_significant	9	9
Morus_000563-R1	20	300	0.1231955498175083	5.228874138501851	0.02221490747072485	relaxed	significant_relaxed	1	1
