Gene	ID	Subset	omega_A	omega_B	pos_A	pos_B	puri_A	puri_B	log2_omega_ratio	cand
Morus_000372-R1	C	22	0.383659918183701	0.159717155338502	FALSE	FALSE	TRUE	TRUE	1.26430876919113	purifying
Morus_000376-R1	C	22	0.0917727794566433	0.055403794662738	FALSE	FALSE	FALSE	TRUE	0.728081510831572	purifying
Morus_000379-R1	C	22	1.15991325376983	0.24609355043765	FALSE	FALSE	FALSE	TRUE	2.23673816121569	purifying
Morus_000383-R1	C	22	0.387759358293595	0.158544891576364	FALSE	FALSE	FALSE	TRUE	1.29027020650944	purifying
Morus_000386-R1	C	22	0.263268249875559	0.167466788020662	FALSE	FALSE	FALSE	TRUE	0.652658534047184	purifying
Morus_000397-R1	C	22	0.159363905490132	0.0610741013544414	FALSE	FALSE	TRUE	TRUE	1.38369227278974	purifying
Morus_000400-R1	C	22	0.72461243274705	0.354161511286248	FALSE	FALSE	FALSE	TRUE	1.03280212459689	purifying
Morus_000402-R1	C	22	0.5482728622292	0.118696027032629	FALSE	FALSE	FALSE	TRUE	2.20762242034895	purifying
Morus_000404-R1	C	22	0.42283955906776	0.182163597056333	FALSE	FALSE	FALSE	TRUE	1.2148756706846	purifying
Morus_000409-R1	C	22	0.872484199555181	0.114179296352905	FALSE	FALSE	FALSE	TRUE	2.93382792810735	purifying
Morus_000426-R1	C	22	0.532040656197699	0.0553995579000037	FALSE	FALSE	FALSE	TRUE	3.26359012589712	purifying
Morus_000448-R1	C	22	0.112745932839369	0.0775799303361483	FALSE	FALSE	TRUE	TRUE	0.539320005604206	purifying
Morus_000454-R1	C	22	0.665803032363608	0.252862115772824	FALSE	FALSE	FALSE	TRUE	1.39674453497355	purifying
Morus_000456-R3	C	22	0.254753388083041	0.0265104311263339	FALSE	FALSE	FALSE	TRUE	3.2644692962257	purifying
Morus_000481-R1	C	22	0.407828911347463	0.136632439844069	FALSE	FALSE	FALSE	TRUE	1.57766399791609	purifying
Morus_000495-R1	C	22	0.957375826600243	0.055276064650093	FALSE	FALSE	FALSE	TRUE	4.11435856638812	purifying
Morus_000516-R1	C	22	0.496762592127377	0.280683870170995	FALSE	FALSE	FALSE	TRUE	0.823610377858083	purifying
Morus_000523-R1	C	22	0.430954966202764	0.108382271573957	FALSE	FALSE	FALSE	TRUE	1.99140832903099	purifying
Morus_000525-R1	C	22	0.11763279348049	0.0721415843325308	FALSE	FALSE	TRUE	TRUE	0.705387296207464	purifying
Morus_000526-R1	C	22	0.181284508326673	0.0809130306455831	FALSE	FALSE	FALSE	TRUE	1.16381167938133	purifying
Morus_000537-R1	C	22	0.147921305812938	0.0648562187806342	FALSE	FALSE	FALSE	TRUE	1.1895130456957	purifying
Morus_000549-R1	C	22	0.115854934637127	0.0714886372523537	FALSE	FALSE	TRUE	TRUE	0.696533638227972	purifying
Morus_000560-R1	C	22	0.231887636806361	0.104670424012647	FALSE	FALSE	FALSE	TRUE	1.14757205646367	purifying
Morus_000563-R1	C	22	0.733534390545623	0.102243090529186	FALSE	FALSE	FALSE	TRUE	2.84286125506835	purifying
Morus_000565-R1	C	22	0.487423668570582	0.138295027238614	FALSE	FALSE	FALSE	TRUE	1.81742702636719	purifying
Morus_000570-R1	C	22	0.434973121942456	0.0878460587829518	FALSE	FALSE	FALSE	TRUE	2.30787678981984	purifying
Morus_000580-R1	C	22	0.27155991795567	0.146361980257425	FALSE	FALSE	FALSE	TRUE	0.891729714181402	purifying
Morus_000584-R1	C	22	0.39666219260134	0.141187819226597	FALSE	FALSE	FALSE	TRUE	1.4902952676597	purifying
Morus_000590-R1	C	22	0.4186894393254	0.0409779038826704	FALSE	FALSE	TRUE	TRUE	3.35296243513233	purifying
Morus_000591-R1	C	22	0.241500886601424	0.122242691679022	FALSE	FALSE	FALSE	TRUE	0.982280269771854	purifying
Morus_000592-R1	C	22	0.169423400261272	0.0715938573058609	FALSE	FALSE	FALSE	TRUE	1.24272543336108	purifying
Morus_000593-R1	C	22	1.12190794212084	0.283563071318202	FALSE	FALSE	FALSE	TRUE	1.98421273440815	purifying
Morus_000603-R1	C	22	0.142004378499593	0.0601121058327136	FALSE	FALSE	TRUE	TRUE	1.24020794763016	purifying
Morus_000629-R1	C	22	1.71885600095478	0.219959857244498	FALSE	FALSE	FALSE	TRUE	2.96613652601503	purifying
Morus_000630-R1	C	22	0.873605202946285	0.305632248376543	FALSE	FALSE	FALSE	TRUE	1.51518467313197	purifying
Morus_000636-R1	C	22	0.364041210194207	0.111383604530425	FALSE	FALSE	TRUE	TRUE	1.70856488948916	purifying
Morus_000654-R1	C	22	0.414140790276771	0.284713401850472	FALSE	FALSE	FALSE	TRUE	0.54061090182778	purifying
Morus_000655-R1	C	22	0.507093884300489	0.0709355055453596	FALSE	FALSE	FALSE	TRUE	2.83767304567841	purifying
Morus_000669-R1	C	22	0.570153195345519	0.107839952346906	FALSE	FALSE	FALSE	TRUE	2.40245784720643	purifying
Morus_000685-R1	C	22	0.298326335856226	0.128698186014834	FALSE	FALSE	FALSE	TRUE	1.21289962342207	purifying
Morus_000689-R1	C	22	0.468111841081251	0.190956839262811	FALSE	FALSE	FALSE	TRUE	1.29360666698127	purifying
Morus_000691-R1	C	22	0.365518877726106	0.23505180889722	FALSE	FALSE	TRUE	TRUE	0.636967134897288	purifying
Morus_000698-R1	C	22	0.277151516145651	0.0900430432583811	FALSE	FALSE	FALSE	TRUE	1.62198817717568	purifying
Morus_000721-R1	C	22	0.161600031904224	0.0742311388799772	FALSE	FALSE	FALSE	TRUE	1.12233107446292	purifying
Morus_000736-R1	C	22	1.56511515984047	0.074656902380453	FALSE	FALSE	FALSE	TRUE	4.38984935266759	purifying
Morus_000737-R1	C	22	1.50358621572446	0.355476248887645	FALSE	FALSE	FALSE	TRUE	2.08058251986144	purifying
Morus_000746-R1	C	22	0.337139504049724	0.168250299728416	FALSE	FALSE	FALSE	TRUE	1.00273660893806	purifying
Morus_000753-R1	C	22	0.279541101896241	0.182248056511273	FALSE	FALSE	FALSE	TRUE	0.617156993342166	purifying
Morus_000755-R1	C	22	0.47277220033441	0.128098718709568	FALSE	FALSE	FALSE	TRUE	1.88388916014034	purifying
Morus_000769-R2	C	22	0.466080957128581	0.0355546908809759	FALSE	FALSE	FALSE	TRUE	3.7124687508826	purifying
Morus_000778-R1	C	22	0.642278813426016	0.107878810357428	FALSE	FALSE	FALSE	TRUE	2.57378819033681	purifying
Morus_000784-R1	C	22	0.476043604976863	0.120004709164018	FALSE	FALSE	FALSE	TRUE	1.98800270812799	purifying
Morus_000785-R1	C	22	0.921641175344255	0.33687866667039	FALSE	FALSE	FALSE	TRUE	1.45197610162629	purifying
Morus_000786-R1	C	22	0.27396871327215	0.172174188942765	FALSE	FALSE	FALSE	TRUE	0.670142268474095	purifying
Morus_000788-R1	C	22	0.589235831985457	0.0630231949261986	FALSE	FALSE	FALSE	TRUE	3.22489036673106	purifying
Morus_000799-R1	C	22	0.0951889871124748	0.0598751337644803	FALSE	FALSE	TRUE	TRUE	0.668837696704817	purifying
Morus_000816-R1	C	22	0.421479701089563	0.0857841531485701	FALSE	FALSE	FALSE	TRUE	2.29668008179022	purifying
Morus_000817-R1	C	22	0.322847299890996	0.135784199447131	FALSE	FALSE	FALSE	TRUE	1.24953635138392	purifying
Morus_000843-R1	C	22	0.623060101554956	0.167024396450126	FALSE	FALSE	FALSE	TRUE	1.89931248943665	purifying
Morus_000852-R1	C	22	0.429875348461158	0.164113013471949	FALSE	FALSE	FALSE	TRUE	1.38922873717679	purifying
Morus_000856-R1	C	22	0.14993786462263	0.0683212920226184	FALSE	FALSE	TRUE	TRUE	1.13395759779793	purifying
Morus_000857-R1	C	22	0.236835018627723	0.126782991074715	FALSE	FALSE	TRUE	TRUE	0.901521205169776	purifying
Morus_000861-R1	C	22	0.0675772424152318	0.041548782558658	FALSE	FALSE	TRUE	TRUE	0.701731275998235	purifying
Morus_000874-R1	C	22	0.180196615713602	0.0665363870306172	FALSE	FALSE	FALSE	TRUE	1.43735648186527	purifying
Morus_000894-R1	C	22	0.382652542239789	0.152511041084176	FALSE	FALSE	FALSE	TRUE	1.32712129375644	purifying
Morus_000902-R1	C	22	0.894741099501822	0.29331187873629	FALSE	FALSE	FALSE	TRUE	1.60903478792032	purifying
Morus_000916-R1	C	22	0.791061899422901	0.195211473899698	FALSE	FALSE	FALSE	TRUE	2.0187527355208	purifying
Morus_000930-R1	J	22	0.173142912689218	0.355587923786624	FALSE	FALSE	TRUE	FALSE	-1.03824299478563	purifying
Morus_000943-R1	C	22	0.377877081875043	0.019678560532098	FALSE	FALSE	FALSE	TRUE	4.26322042436981	purifying
Morus_000946-R1	C	22	0.147449048225385	0.047003415237912	FALSE	FALSE	FALSE	TRUE	1.64937901891629	purifying
Morus_000959-R1	C	22	0.36841593290193	0.260071360126902	FALSE	FALSE	FALSE	TRUE	0.502427921152058	purifying
Morus_001006-R1	C	22	0.274025641980759	0.143427615919081	FALSE	FALSE	FALSE	TRUE	0.933988068886556	purifying
Morus_001059-R1	C	22	0.634465993318494	0.123202366563566	FALSE	FALSE	FALSE	TRUE	2.36451287059785	purifying
Morus_001063-R1	C	22	0.174497514045201	0.0548236129648892	FALSE	FALSE	FALSE	TRUE	1.670337171076	purifying
Morus_001088-R1	C	22	0.0921122760903726	0.00812944467444525	FALSE	FALSE	TRUE	TRUE	3.50216473188398	purifying
Morus_001107-R1	C	22	2.17858958146593	0.162263224003016	FALSE	FALSE	FALSE	TRUE	3.74698647290173	purifying
Morus_001157-R1	C	22	0.608652393084742	0.156151100671226	FALSE	FALSE	FALSE	TRUE	1.96267578846502	purifying
Morus_001160-R1	C	22	0.346675594394964	0.236127606156612	FALSE	FALSE	FALSE	TRUE	0.554019556043775	purifying
Morus_001194-R1	C	22	1.00193303615968	0.117102848011051	FALSE	FALSE	FALSE	TRUE	3.09693802116042	purifying
Morus_001266-R1	C	22	0.412137053159485	0.178589317032403	FALSE	FALSE	FALSE	TRUE	1.20647839186415	purifying
Morus_001277-R1	C	22	0.556814957788319	0.281065549941839	FALSE	FALSE	FALSE	TRUE	0.986291332826405	purifying
Morus_001325-R1	C	22	0.221005337214374	0.0314107524419976	FALSE	FALSE	FALSE	TRUE	2.81475080254367	purifying
Morus_001364-R1	C	22	0.318601075794078	0.0954818487656453	FALSE	FALSE	FALSE	TRUE	1.73845273234072	purifying
Morus_001412-R1	C	22	0.123356011070937	0.0496229586524274	FALSE	FALSE	TRUE	TRUE	1.3137483588784	purifying
Morus_001414-R1	C	22	1.23370572306206	0.161812008721342	FALSE	FALSE	FALSE	TRUE	2.93060772310765	purifying
Morus_001418-R1	C	22	0.16838063996516	0.0991595712122746	FALSE	FALSE	TRUE	TRUE	0.763902332022777	purifying
Morus_001428-R1	C	22	0.660284115492896	0.125735717953321	FALSE	FALSE	FALSE	TRUE	2.3926924025938	purifying
Morus_001457-R1	C	22	0.186275653753576	0.042505798105639	FALSE	FALSE	FALSE	TRUE	2.13170757214217	purifying
Morus_001472-R1	C	22	0.783574210754635	0.0692661988156017	FALSE	FALSE	FALSE	TRUE	3.49984650691974	purifying
Morus_001478-R1	C	22	0.0336519272178415	0.0233905698001012	FALSE	FALSE	TRUE	TRUE	0.524762122616205	purifying
Morus_001487-R1	C	22	1.68960767958583	0.345429600414166	FALSE	FALSE	FALSE	TRUE	2.29022467702625	purifying
Morus_001498-R1	C	22	0.884792444876974	0.202343601861675	FALSE	FALSE	FALSE	TRUE	2.12853183517582	purifying
Morus_001516-R1	C	22	0.601625540930887	0.0792849288151737	FALSE	FALSE	FALSE	TRUE	2.92374725854861	purifying
Morus_001519-R1	C	22	0.340636451336186	0.14046656545597	FALSE	FALSE	FALSE	TRUE	1.27800605142548	purifying
Morus_001541-R1	C	22	0.708248427487697	0.215174545832469	FALSE	FALSE	FALSE	TRUE	1.71874806967113	purifying
Morus_001545-R1	C	22	0.0612644784617564	0.0382167087445229	FALSE	FALSE	TRUE	TRUE	0.680847294926937	purifying
Morus_001564-R1	C	22	0.180968754675301	0.121570883822351	FALSE	FALSE	FALSE	TRUE	0.573942883715903	purifying
Morus_001569-R1	C	22	0.453176001156038	0.174119129219821	FALSE	FALSE	FALSE	TRUE	1.37999675211989	purifying
Morus_001574-R1	C	22	4.03540794938647	0.0777737087728912	FALSE	FALSE	FALSE	TRUE	5.69728817844978	purifying
Morus_001586-R1	C	22	0.829127744460413	0.0945959923649636	FALSE	FALSE	FALSE	TRUE	3.13174342713369	purifying
Morus_001589-R1	C	22	0.143595297518245	0.0944169112116425	FALSE	FALSE	FALSE	TRUE	0.604891312338038	purifying
Morus_001593-R1	C	22	0.184782120354373	0.0706568018716207	FALSE	FALSE	FALSE	TRUE	1.38692481201176	purifying
Morus_001596-R1	C	22	0.667263517885723	0.309911876867183	FALSE	FALSE	FALSE	TRUE	1.10639858285914	purifying
Morus_001599-R1	C	22	0.622058592943066	0.0393450765398808	FALSE	FALSE	FALSE	TRUE	3.98279545710377	purifying
Morus_001641-R1	C	22	0.15053979457072	0.105952820074524	FALSE	FALSE	FALSE	TRUE	0.506722920396026	purifying
Morus_001660-R1	C	22	1.58332405346034	0.198836388624475	FALSE	FALSE	FALSE	TRUE	2.99330284637651	purifying
Morus_001662-R1	C	22	0.0992465306044742	0.0237149817003995	FALSE	FALSE	FALSE	TRUE	2.06521791517801	purifying
Morus_001668-R1	C	22	0.0572792915106908	0.0308717150151335	FALSE	FALSE	TRUE	TRUE	0.891728016814977	purifying
Morus_001676-R1	C	22	0.635367809524676	0.245950438412862	FALSE	FALSE	FALSE	TRUE	1.36922437204201	purifying
Morus_001693-R1	C	22	0.943096085319614	0.12260757392361	FALSE	FALSE	FALSE	TRUE	2.94335666188147	purifying
Morus_001700-R1	C	22	0.661369404898303	0.240964366176721	FALSE	FALSE	FALSE	TRUE	1.45663649125713	purifying
Morus_001712-R1	C	22	0.172719191047236	0.0989328744716228	FALSE	FALSE	FALSE	TRUE	0.803906491566774	purifying
Morus_001718-R1	C	22	0.221295127368744	0.135096376460153	FALSE	FALSE	TRUE	TRUE	0.711982705839745	purifying
Morus_001726-R2	C	22	0.805257004193847	0.141549944460487	FALSE	FALSE	FALSE	TRUE	2.50813812116873	purifying
Morus_001742-R1	C	22	0.323642370904267	0.116173505887997	FALSE	FALSE	FALSE	TRUE	1.47811940577466	purifying
Morus_001747-R1	C	22	0.13848756608463	0.0938550106857779	FALSE	FALSE	FALSE	TRUE	0.56125077757407	purifying
Morus_001781-R2	C	22	0.303663033265001	0.121591245781557	FALSE	FALSE	FALSE	TRUE	1.320431928569	purifying
Morus_001797-R1	C	22	0.293280861248513	0.0572057337085009	FALSE	FALSE	FALSE	TRUE	2.35805126748681	purifying
Morus_001808-R1	C	22	0.216569513372941	0.126217246275273	FALSE	FALSE	FALSE	TRUE	0.778921115071225	purifying
Morus_001823-R1	C	22	0.188617455498387	0.0609502438390541	FALSE	FALSE	TRUE	TRUE	1.62975929795703	purifying
Morus_001826-R1	C	22	0.393058799079044	0.140975382353081	FALSE	FALSE	FALSE	TRUE	1.47930189073604	purifying
Morus_001867-R1	C	22	0.366511256021135	0.104534194345864	FALSE	FALSE	FALSE	TRUE	1.80988256424843	purifying
Morus_001890-R1	C	22	0.488201070808514	0.0775620762448731	FALSE	FALSE	FALSE	TRUE	2.65405213118427	purifying
Morus_001915-R1	C	22	0.193717818708054	0.0547086003753434	FALSE	FALSE	TRUE	TRUE	1.82411711072444	purifying
Morus_001930-R1	C	22	0.996244189863994	0.13378520628217	FALSE	FALSE	FALSE	TRUE	2.89658081099206	purifying
Morus_002021-R1	C	22	0.21782809135694	0.100562786350017	FALSE	FALSE	FALSE	TRUE	1.11509348864357	purifying
Morus_002024-R1	C	22	0.681983700743722	0.319677410347468	FALSE	FALSE	FALSE	TRUE	1.09312045831389	purifying
Morus_002054-R1	C	22	0.545753948929188	0.165817785222309	FALSE	FALSE	FALSE	TRUE	1.7186519090275	purifying
Morus_002065-R1	C	22	0.713316312361288	0.0614842027740685	FALSE	FALSE	FALSE	TRUE	3.53625427654866	purifying
Morus_002070-R1	C	22	0.186771196769404	0.0988624827957418	FALSE	FALSE	TRUE	TRUE	0.91777694123372	purifying
Morus_002130-R1	C	22	0.935436695745567	0.352152003617389	FALSE	FALSE	FALSE	TRUE	1.40944173341569	purifying
Morus_002192-R1	C	22	0.156851080313679	0.0932859110380164	FALSE	FALSE	TRUE	TRUE	0.749664353243349	purifying
Morus_002194-R1	C	22	0.142694315409752	0.0420328802038514	FALSE	FALSE	FALSE	TRUE	1.76333764027929	purifying
Morus_002195-R1	C	22	0.499628610437784	0.15061091272563	FALSE	FALSE	FALSE	TRUE	1.73002978665195	purifying
Morus_002196-R1	C	22	0.152761404889982	0.0205164701772588	FALSE	FALSE	FALSE	TRUE	2.89642564881142	purifying
Morus_002203-R1	C	22	0.720042817144768	0.315010670053089	FALSE	FALSE	FALSE	TRUE	1.19268200210287	purifying
Morus_002208-R1	C	22	0.767374203277112	0.250566809743062	FALSE	FALSE	FALSE	TRUE	1.61473493994738	purifying
Morus_002237-R1	C	22	0.180328649125833	0.0831974705035077	FALSE	FALSE	TRUE	TRUE	1.11601704731819	purifying
Morus_002240-R1	C	22	0.139906475208875	0.0324739391763591	FALSE	FALSE	FALSE	TRUE	2.10710843230251	purifying
Morus_002261-R1	C	22	0.597844022251506	0.218953688704439	FALSE	FALSE	FALSE	TRUE	1.44914337876987	purifying
Morus_002268-R1	C	22	0.352365746539755	0.206075364337123	FALSE	FALSE	FALSE	TRUE	0.773901641224412	purifying
Morus_002269-R1	C	22	0.329867037871014	0.221559158292695	FALSE	FALSE	FALSE	TRUE	0.574192660281137	purifying
Morus_002270-R1	C	22	0.360215020964759	0.0595609042877413	FALSE	FALSE	TRUE	TRUE	2.59642077985447	purifying
Morus_002273-R1	C	22	0.0404943587386755	0.021843343290826	FALSE	FALSE	TRUE	TRUE	0.890527251753652	purifying
Morus_002276-R1	C	22	0.108595884493191	0.0616237007489918	FALSE	FALSE	TRUE	TRUE	0.817412200036621	purifying
Morus_002283-R1	C	22	0.314145817122776	0.153739139426149	FALSE	FALSE	FALSE	TRUE	1.03094987267447	purifying
Morus_002285-R1	C	22	0.708847623114845	0.0636236529380762	FALSE	FALSE	FALSE	TRUE	3.4778404215739	purifying
Morus_002286-R1	C	22	0.533530954161842	0.235859346561117	FALSE	FALSE	FALSE	TRUE	1.1776452024453	purifying
Morus_002287-R1	C	22	0.196894815149247	0.0867071036985802	FALSE	FALSE	FALSE	TRUE	1.18320302126893	purifying
Morus_002289-R1	C	22	0.240661239580818	0.0702373607039614	FALSE	FALSE	FALSE	TRUE	1.77669326381115	purifying
Morus_002295-R1	C	22	0.202475000257489	0.0897236668723442	FALSE	FALSE	FALSE	TRUE	1.17418330080305	purifying
Morus_002299-R1	C	22	0.641642019343639	0.28464545374778	FALSE	FALSE	FALSE	TRUE	1.17260256523518	purifying
Morus_002301-R1	C	22	0.642312602639418	0.0986572779953213	FALSE	FALSE	FALSE	TRUE	2.70277821514474	purifying
Morus_002312-R1	C	22	0.482507077152983	0.322781503930987	FALSE	FALSE	FALSE	TRUE	0.579992191727379	purifying
Morus_002323-R1	C	22	0.8378750069917	0.136114036919288	FALSE	FALSE	FALSE	TRUE	2.62191918664292	purifying
Morus_002331-R1	C	22	0.319959393430867	0.0968988483468369	FALSE	FALSE	FALSE	TRUE	1.72333739767621	purifying
Morus_002337-R1	C	22	0.41901001965145	0.14666067234728	FALSE	FALSE	FALSE	TRUE	1.51450268467938	purifying
Morus_002341-R1	C	22	0.17277410718821	0.107788964935663	FALSE	FALSE	TRUE	TRUE	0.680677536556947	purifying
Morus_002342-R1	C	22	0.408931181991394	0.264482253032526	FALSE	FALSE	TRUE	TRUE	0.628687156430336	purifying
Morus_002345-R1	C	22	0.233903805289961	0.0895451332963404	FALSE	FALSE	FALSE	TRUE	1.38522840234861	purifying
Morus_002356-R1	C	22	0.253610910924129	0.039948454219815	FALSE	FALSE	FALSE	TRUE	2.66640522969496	purifying
Morus_002362-R1	C	22	0.223695767492891	0.0930253665437285	FALSE	FALSE	TRUE	TRUE	1.26584188462144	purifying
Morus_002372-R1	C	22	0.431456988424403	0.22727968633914	FALSE	FALSE	FALSE	TRUE	0.92474799991853	purifying
Morus_002377-R1	C	22	0.422417987315218	0.201730235740916	FALSE	FALSE	FALSE	TRUE	1.06624393430074	purifying
Morus_002381-R1	C	22	0.642151158723429	0.171879226908315	FALSE	FALSE	FALSE	TRUE	1.9015177463417	purifying
Morus_002405-R1	C	22	1.00225774283396	0.194723575657186	FALSE	FALSE	FALSE	TRUE	2.36375409257133	purifying
Morus_002417-R1	C	22	0.689011328925917	0.090010995950849	FALSE	FALSE	FALSE	TRUE	2.93635454406438	purifying
Morus_002442-R1	C	22	0.962850935676173	0.070442301902826	FALSE	FALSE	FALSE	TRUE	3.77279850446879	purifying
Morus_002447-R1	C	22	1.15484694711508	0.0957626646883667	FALSE	FALSE	FALSE	TRUE	3.5920945552194	purifying
Morus_002457-R1	C	22	0.386474370374876	0.185966837634767	FALSE	FALSE	FALSE	TRUE	1.05532736584273	purifying
Morus_002458-R1	C	22	0.132904024811269	0.0346577423081327	FALSE	FALSE	FALSE	TRUE	1.93913521334914	purifying
Morus_002462-R1	C	22	0.760057447478077	0.058337690897341	FALSE	FALSE	FALSE	TRUE	3.70360827778903	purifying
Morus_002465-R1	C	22	0.314462919162112	0.210391220184862	FALSE	FALSE	FALSE	TRUE	0.579815406500091	purifying
Morus_002466-R1	C	22	0.436526633922013	0.278658752094855	FALSE	FALSE	FALSE	TRUE	0.647570213903612	purifying
Morus_002475-R1	C	22	0.785554552765366	0.107816299039353	FALSE	FALSE	FALSE	TRUE	2.86513617402531	purifying
Morus_002476-R1	C	22	0.105617097954971	0.0622343394667255	FALSE	FALSE	TRUE	TRUE	0.763060655210365	purifying
Morus_002477-R1	C	22	0.281285504372456	0.140413195461284	FALSE	FALSE	TRUE	TRUE	1.00235668680984	purifying
Morus_002482-R1	C	22	0.506886367274791	0.117387608104928	FALSE	FALSE	FALSE	TRUE	2.11038224316517	purifying
Morus_002503-R1	C	22	0.370435085152493	0.232046160055339	FALSE	FALSE	FALSE	TRUE	0.674808923858298	purifying
Morus_002505-R1	C	22	0.192561434110829	0.127980099357543	FALSE	FALSE	FALSE	TRUE	0.589399299956724	purifying
Morus_002509-R1	C	22	0.295578097591996	0.115555679508628	FALSE	FALSE	FALSE	TRUE	1.35495120004828	purifying
Morus_002535-R1	C	22	2.21589639562196	0.0816454568739877	FALSE	FALSE	FALSE	TRUE	4.76237400955853	purifying
Morus_002539-R1	C	22	0.128646461558678	0.0817425994735112	FALSE	FALSE	FALSE	TRUE	0.654251748119953	purifying
Morus_002547-R1	C	22	0.224386738352196	0.0587450131546271	FALSE	FALSE	FALSE	TRUE	1.93344912060406	purifying
Morus_002577-R1	C	22	0.158045804521149	0.0308471795853759	FALSE	FALSE	FALSE	TRUE	2.35713224577041	purifying
Morus_002588-R1	C	22	1.38563358270063	0.0513182685179529	FALSE	FALSE	FALSE	TRUE	4.75492949642286	purifying
Morus_002592-R1	C	22	0.476401721703082	0.117500471320973	FALSE	FALSE	FALSE	TRUE	2.01951208329467	purifying
Morus_002599-R1	C	22	0.481064076600664	0.179091384770763	FALSE	FALSE	FALSE	TRUE	1.42553313253127	purifying
Morus_002609-R1	C	22	0.262900247774141	0.0928799159624553	FALSE	FALSE	FALSE	TRUE	1.50107692967601	purifying
