## 1.1.1
## assembly	: /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/primary_asm/HART067.fa
## coverage	 bam0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART067/06_realign_hic_hifi/asm.hifi.bam
## taxonomy	 tax0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART067/07_busco_yak_blob/blast.out
## nodesDB	: /90daydata/coffea_pangenome/puzzler_trials/blob_downloads/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scaffold_121	26000	0.4133	0	3.3611	Bacteroidota	28335.0	0
scaffold_122	25479	0.5956	0	37.7281	Streptophyta	92123.0	0
scaffold_123	24802	0.4266	0	3.2031	Bacteroidota	35482.0	0
scaffold_124	24776	0.5789	0	6.413	Streptophyta	92120.0	0
scaffold_125	24424	0.4247	0	1.9516	Bacteroidota	45337.0	0
scaffold_126	24082	0.4222	0	2.969	Bacteroidota	39660.0	0
scaffold_127	23629	0.599	0	52.1133	Streptophyta	92123.0	0
scaffold_128	23512	0.5742	0	7.4335	Streptophyta	92120.0	0
scaffold_129	23437	0.3991	0	2.7118	Bacteroidota	29001.0	0
scaffold_130	23417	0.5683	0	33.9259	Streptophyta	92157.0	0
scaffold_131	23209	0.4031	0	5.1345	Bacteroidota	44379.0	0
scaffold_132	23152	0.577	0	21.2748	Streptophyta	92157.0	0
scaffold_133	23000	0.4328	0	1.727	Bacteroidota	47107.0	0
scaffold_134	22822	0.5756	0	11.8355	Streptophyta	92153.0	0
scaffold_135	22712	0.4139	0	3.1481	Bacteroidota	42073.0	0
scaffold_136	22139	0.573	0	38.755	Streptophyta	92161.0	0
scaffold_137	21497	0.5939	0	29.1952	Streptophyta	92066.0	0
scaffold_138	21098	0.397	0	5.2717	Bacteroidota	62297.0	0
scaffold_139	21026	0.5708	0	18.1362	Streptophyta	92106.0	0
scaffold_140	20948	0.3888	0	3.7924	Bacteroidota	32028.0	0
scaffold_141	20907	0.4056	0	1.52	Bacteroidota	35958.0	0
scaffold_142	20892	0.5685	0	9.8868	Streptophyta	92163.0	0
scaffold_143	20832	0.573	0	20.9746	Streptophyta	92157.0	0
scaffold_144	20699	0.4282	0	3.8381	Bacteroidota	51764.0	0
scaffold_145	19988	0.5866	0	17.4882	Streptophyta	92123.0	0
scaffold_146	19902	0.4181	0	3.1934	Bacteroidota	27654.0	0
scaffold_147	19779	0.4048	0	3.6149	Bacteroidota	85151.0	0
scaffold_148	19426	0.5772	0	50.7108	Streptophyta	92123.0	0
scaffold_149	19032	0.5774	0	45.0818	Streptophyta	92123.0	0
scaffold_150	18077	0.3967	0	1.7579	Bacteroidota	27590.0	0
scaffold_151	18067	0.6136	0	50.1281	Streptophyta	92123.0	0
scaffold_152	18000	0.4168	0	3.0895	Bacteroidota	30615.0	0
scaffold_153	17386	0.3842	0	3.1986	Bacteroidota	10053.0	0
scaffold_154	17239	0.4346	0	1.8434	Bacteroidota	43456.0	0
scaffold_155	16858	0.396	0	1.885	Bacteroidota	37908.0	0
scaffold_156	16707	0.565	0	58.0128	Streptophyta	92080.0	0
scaffold_157	16337	0.5626	0	32.0947	Streptophyta	92157.0	0
scaffold_158	16064	0.5705	0	45.4984	Streptophyta	92157.0	0
scaffold_159	15867	0.4265	0	3.5048	Bacteroidota	34240.0	0
scaffold_160	15664	0.4157	0	2.5359	Bacteroidota	39759.0	0
scaffold_161	15185	0.4164	0	1.5695	Bacteroidota	21540.0	0
scaffold_162	15053	0.4333	0	3.1666	Bacteroidota	26867.0	0
scaffold_163	15000	0.4041	0	1.5889	Bacteroidota	47925.0	0
scaffold_164	14868	0.4118	0	4.2746	Bacteroidota	8461.0	0
scaffold_165	14500	0.4321	0	10.9578	Bacteroidota	57492.0	0
scaffold_166	14290	0.4001	0	3.3357	Bacteroidota	68952.0	0
scaffold_167	13959	0.4304	0	2.2765	Bacteroidota	20989.0	0
scaffold_168	13500	0.4069	0	2.9424	Bacteroidota	59269.0	0
scaffold_169	13362	0.5612	0	33.295	Streptophyta	92080.0	0
scaffold_170	13008	0.5899	0	8.5503	Streptophyta	94594.0	0
scaffold_171	13000	0.4053	0	3.6667	Bacteroidota	100752.0	0
scaffold_172	12500	0.4194	0	4.4489	Bacteroidota	50317.0	0
scaffold_173	11746	0.4234	0	0.6764	Bacteroidota	33961.0	0
scaffold_174	11354	0.4017	0	3.4985	Bacteroidota	34241.0	0
scaffold_175	11000	0.4291	0	3.6111	Bacteroidota	47959.0	0
scaffold_176	11000	0.4365	0	2.8889	Bacteroidota	25149.0	0
scaffold_177	10500	0.4131	0	4.5397	Bacteroidota	25901.0	0
scaffold_178	10500	0.3889	0	2.2698	Bacteroidota	15736.0	0
scaffold_179	10000	0.4295	0	1.5889	Bacteroidota	41799.0	0
scaffold_180	10000	0.3868	0	2.3833	Bacteroidota	22986.0	0
scaffold_181	9500	0.4318	0	3.345	Bacteroidota	28780.0	0
scaffold_182	9500	0.4415	0	2.5088	Bacteroidota	14132.0	0
scaffold_183	9500	0.3989	0	2.5088	Bacteroidota	44632.0	0
scaffold_184	9500	0.3919	0	2.5088	Bacteroidota	11275.0	0
scaffold_185	9500	0.4107	0	4.1813	Bacteroidota	36646.0	0
scaffold_186	8500	0.4234	0	2.8039	Bacteroidota	25240.0	0
scaffold_187	8500	0.4265	0	1.8693	Bacteroidota	30390.0	0
scaffold_188	8500	0.3813	0	3.7386	Bacteroidota	12579.0	0
scaffold_189	8000	0.4409	0	2.9792	Bacteroidota	24670.0	0
scaffold_190	8000	0.4196	0	3.9722	Bacteroidota	14329.0	0
scaffold_191	8000	0.3929	0	1.9861	Bacteroidota	5163.0	0
scaffold_192	7548	0.462	0	54.731	Streptophyta	57957.0	0
scaffold_193	7000	0.4376	0	3.4048	Bacteroidota	31744.0	0
scaffold_194	6500	0.4368	0	2.4444	Bacteroidota	19795.0	0
scaffold_195	6500	0.4605	0	4.8889	Bacteroidota	6809.0	0
scaffold_196	6500	0.424	0	3.6667	Bacteroidota	15093.0	0
scaffold_197	6500	0.4128	0	2.4444	Bacteroidota	22301.0	0
scaffold_198	6500	0.4108	0	0.0	Bacteroidota	13547.0	0
scaffold_199	5500	0.4562	0	2.8889	Bacteroidota	19395.0	0
scaffold_200	5392	0.4432	0	17.6805	Streptophyta	34189.0	0
scaffold_201	5000	0.4428	0	6.3555	Bacteroidota	27263.0	0
scaffold_29	424103	0.5622	0	26.5999	Streptophyta	92128.0	0
scaffold_30	374230	0.5619	0	27.5761	Streptophyta	92123.0	0
scaffold_31	309654	0.4471	23	578.9662	Streptophyta	238926.0	0
scaffold_32	292919	0.5635	0	24.1382	Streptophyta	92161.0	0
scaffold_33	160400	0.4093	0	2.8727	Bacteroidota	79337.0	0
scaffold_34	133210	0.5637	0	19.6806	Streptophyta	92180.0	0
scaffold_35	130158	0.4592	23	864.3111	Streptophyta	503685.0	0
scaffold_36	126795	0.5761	0	27.7564	Streptophyta	92157.0	0
scaffold_37	118419	0.5725	0	43.5397	Streptophyta	92120.0	0
scaffold_38	116383	0.5625	0	33.4479	Streptophyta	92162.0	0
scaffold_39	115817	0.5722	0	55.7674	Streptophyta	92157.0	0
scaffold_40	105910	0.408	0	2.6254	Bacteroidota	77674.0	0
scaffold_41	102968	0.5716	0	62.6493	Streptophyta	92157.0	0
scaffold_42	96735	0.5512	0	45.0048	Streptophyta	92173.0	0
scaffold_43	96205	0.3973	0	2.8077	Bacteroidota	92510.0	0
scaffold_44	95493	0.5666	0	108.0687	Streptophyta	92157.0	0
scaffold_45	90926	0.4131	0	2.8833	Bacteroidota	70355.0	0
scaffold_46	83756	0.5739	0	40.8812	Streptophyta	92140.0	0
scaffold_47	82092	0.5646	0	23.5162	Streptophyta	92072.0	0
scaffold_48	79200	0.4235	0	3.7114	Bacteroidota	122151.0	0
scaffold_49	77913	0.567	0	53.9396	Streptophyta	92163.0	0
scaffold_50	74369	0.5699	0	80.8661	Streptophyta	92157.0	0
scaffold_51	70582	0.4537	0	271.5974	Streptophyta	173327.0	0
scaffold_52	67737	0.5722	0	40.3455	Streptophyta	92163.0	0
scaffold_53	66647	0.5714	0	26.4627	Streptophyta	92157.0	0
scaffold_54	64573	0.5652	0	40.3539	Streptophyta	92175.0	0
scaffold_55	64406	0.5728	0	58.5908	Streptophyta	92062.0	0
scaffold_56	62282	0.5959	0	46.9405	Streptophyta	92123.0	0
scaffold_57	62279	0.341	0	3299.7689	Streptophyta	608816.0	0
scaffold_58	62249	0.3554	0	821.7663	Streptophyta	574249.0	0
scaffold_59	62147	0.5734	0	30.6799	Streptophyta	92210.0	0
scaffold_60	61240	0.5736	0	43.069	Streptophyta	92159.0	0
scaffold_61	60938	0.3806	0	1911.4693	Streptophyta	715842.0	0
scaffold_62	59665	0.5713	0	36.0838	Streptophyta	92120.0	0
scaffold_63	58151	0.4057	0	2.869	Bacteroidota	47393.0	0
scaffold_64	57220	0.4641	0	390.6956	Streptophyta	360759.0	0
scaffold_65	55957	0.412	0	2.6975	Bacteroidota	50844.0	0
scaffold_66	54773	0.3706	0	622.6682	Streptophyta	832061.0	0
scaffold_67	52104	0.3932	0	2.4396	Bacteroidota	56145.0	0
scaffold_68	50715	0.3801	0	907.7773	Streptophyta	883906.0	0
scaffold_69	49996	0.3913	0	1313.6358	Streptophyta	659275.0	0
scaffold_70	47884	0.5706	0	43.6343	Streptophyta	92157.0	0
scaffold_71	46252	0.3808	0	3169.7303	Streptophyta	451689.0	0
scaffold_72	46003	0.5726	0	46.8	Streptophyta	92157.0	0
scaffold_73	44118	0.3378	0	709.8443	Streptophyta	412944.0	0
scaffold_74	43989	0.3369	0	2261.1144	Streptophyta	687519.0	0
scaffold_75	43140	0.3405	0	1624.4262	Streptophyta	354213.0	0
scaffold_76	43128	0.3474	0	1041.3146	Streptophyta	755846.0	0
scaffold_77	42013	0.3478	0	960.9776	Streptophyta	710808.0	0
scaffold_78	41310	0.3367	0	93.4638	Streptophyta	444996.0	0
scaffold_79	40777	0.3496	0	4.6758	Bacteroidota	49816.0	0
scaffold_80	40280	0.385	0	213.2056	Streptophyta	494420.0	0
scaffold_81	39942	0.5725	0	27.8459	Streptophyta	92159.0	0
scaffold_82	39675	0.5911	0	62.8746	Streptophyta	92123.0	0
scaffold_83	39656	0.5912	0	72.5207	Streptophyta	92140.0	0
scaffold_84	39149	0.5717	0	52.9642	Streptophyta	92157.0	0
scaffold_85	39093	0.4447	0	2.4386	Bacteroidota	49292.0	0
scaffold_86	38310	0.5735	0	25.5068	Streptophyta	92157.0	0
scaffold_87	37873	0.4115	0	3.1465	Bacteroidota	79051.0	0
scaffold_88	36847	0.554	0	70.2874	Streptophyta	92091.0	0
scaffold_89	35062	0.3953	0	1577.4647	Streptophyta	613763.0	0
scaffold_90	34671	0.5701	0	40.5573	Streptophyta	92120.0	0
scaffold_91	34500	0.4268	0	3.4541	Bacteroidota	65016.0	0
scaffold_92	34281	0.4155	0	3.4762	Bacteroidota	41564.0	0
scaffold_93	34232	0.4073	0	3.9453	Bacteroidota	76139.0	0
scaffold_94	34012	0.5946	0	69.3724	Streptophyta	92123.0	0
scaffold_95	33309	0.5661	0	32.9139	Streptophyta	92009.0	0
scaffold_96	32830	0.5687	0	45.7355	Streptophyta	92157.0	0
scaffold_97	32802	0.3679	0	1.9375	Bacteroidota	12187.0	0
scaffold_98	32080	0.576	0	41.8518	Streptophyta	92123.0	0
scaffold_99	31813	0.5706	0	50.4439	Streptophyta	92157.0	0
