## 1.1.1
## assembly	: /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/primary_asm/HART061.fa
## coverage	 bam0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART061/06_realign_hic_hifi/asm.hifi.bam
## taxonomy	 tax0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART061/07_busco_yak_blob/blast.out
## nodesDB	: /90daydata/coffea_pangenome/puzzler_trials/blob_downloads/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scaffold_141	68096	0.7009	0	4.8043	Actinomycetota	83878.0	0
scaffold_142	67798	0.4385	0	2.9872	Bacteroidota	53672.0	0
scaffold_143	66452	0.3617	0	195.4018	Streptophyta	421210.0	0
scaffold_144	66192	0.3596	0	2847.5731	Streptophyta	630806.0	0
scaffold_145	66078	0.3887	0	794.5183	Streptophyta	388136.0	0
scaffold_146	65502	0.4333	0	2.1405	Bacteroidota	69092.0	0
scaffold_147	65179	0.5661	0	44.2176	Streptophyta	96806.0	0
scaffold_148	65112	0.5663	0	15.3126	Streptophyta	96885.0	0
scaffold_149	64595	0.6489	0	3.0147	Pseudomonadota	125414.0	0
scaffold_150	64177	0.4265	0	1.4565	Bacteroidota	50027.0	0
scaffold_151	63929	0.7025	0	2.315	Actinomycetota	55337.0	0
scaffold_152	63813	0.3977	0	1.3427	Bacteroidota	165016.0	0
scaffold_153	63798	0.4321	0	2.0756	Bacteroidota	58899.0	0
scaffold_154	63788	0.4294	0	1.9538	Bacteroidota	44251.0	0
scaffold_155	63635	0.4372	0	3.5498	Bacteroidota	59975.0	0
scaffold_156	63041	0.6583	0	2.1005	Pseudomonadota	168482.0	0
scaffold_157	62956	0.565	0	26.1064	Streptophyta	96851.0	0
scaffold_158	62897	0.6929	0	3.7153	Actinomycetota	111668.0	0
scaffold_159	62603	0.3773	0	1278.3369	Streptophyta	594217.0	0
scaffold_160	62603	0.667	0	0.9954	Pseudomonadota	62297.0	0
scaffold_161	61268	0.7014	0	2.0342	Actinomycetota	73652.0	0
scaffold_162	61224	0.4125	0	1.654	Bacteroidota	27934.0	0
scaffold_163	61209	0.6805	0	1.3998	Pseudomonadota	80577.0	0
scaffold_164	61010	0.3486	0	1170.1252	Streptophyta	819073.0	0
scaffold_165	60931	0.3675	0	1253.0757	Streptophyta	462005.0	0
scaffold_166	60378	0.4404	0	2.3222	Bacteroidota	72515.0	0
scaffold_167	60175	0.7023	0	2.9772	Actinomycetota	71145.0	0
scaffold_168	59768	0.5653	0	28.0202	Streptophyta	96885.0	0
scaffold_169	59542	0.7078	0	2.6164	Actinomycetota	57759.0	0
scaffold_170	59451	0.4034	0	33.1484	no-hit	0.0	0
scaffold_171	59355	0.4063	0	1.1811	Bacteroidota	47523.0	0
scaffold_172	59029	0.6946	0	3.8268	Actinomycetota	82192.0	0
scaffold_173	59026	0.6679	0	2.3754	Pseudomonadota	192931.0	0
scaffold_174	59011	0.4246	0	2.376	Bacteroidota	46044.0	0
scaffold_175	58503	0.431	0	2.1303	Bacteroidota	33162.0	0
scaffold_176	58411	0.366	0	44.4069	Streptophyta	699916.0	0
scaffold_177	58393	0.635	0	2.8013	Pseudomonadota	88604.0	0
scaffold_178	58341	0.7158	0	4.2725	Actinomycetota	96540.0	0
scaffold_179	58168	0.5658	0	26.6483	Streptophyta	96879.0	0
scaffold_180	57887	0.6649	0	3.2295	Pseudomonadota	193941.0	0
scaffold_181	57856	0.3441	0	1537.647	Streptophyta	770637.0	0
scaffold_182	57477	0.7073	0	1.4907	Actinomycetota	51229.0	0
scaffold_183	57142	0.5657	0	5.3163	Streptophyta	96896.0	0
scaffold_184	57112	0.5637	0	64.9203	Streptophyta	96851.0	0
scaffold_185	56308	0.6468	0	3.32	Pseudomonadota	187753.0	0
scaffold_186	56140	0.5571	0	32.1897	Streptophyta	96851.0	0
scaffold_187	55899	0.349	0	451.9015	Streptophyta	875568.0	0
scaffold_188	55672	0.6797	0	1.9588	Pseudomonadota	105552.0	0
scaffold_189	55610	0.6646	0	1.8209	Pseudomonadota	159681.0	0
scaffold_190	55489	0.5632	0	38.8843	Streptophyta	96851.0	0
scaffold_191	55468	0.4539	0	857.6031	Streptophyta	415248.0	0
scaffold_192	55424	0.3548	0	34.1515	Streptophyta	386012.0	0
scaffold_193	55132	0.7043	0	3.1083	Actinomycetota	83167.0	0
scaffold_194	54986	0.6975	0	1.4166	Pseudomonadota	79481.0	0
scaffold_195	53846	0.6928	0	1.4466	Pseudomonadota	71672.0	0
scaffold_196	53778	0.5663	0	29.2582	Streptophyta	96885.0	0
scaffold_197	53760	0.6399	0	1.0142	Pseudomonadota	11008.0	0
scaffold_198	53608	0.4284	0	1.8889	Bacteroidota	60171.0	0
scaffold_199	53557	0.4354	0	2.6179	Bacteroidota	56440.0	0
scaffold_200	53124	0.565	0	13.6362	Streptophyta	96900.0	0
scaffold_201	52866	0.3385	0	1123.772	Streptophyta	651834.0	0
scaffold_202	52801	0.3641	0	47.3548	Streptophyta	549019.0	0
scaffold_203	52737	0.4525	0	459.2046	Streptophyta	183264.0	0
scaffold_204	52362	0.3647	0	779.946	Streptophyta	388144.0	0
scaffold_205	51939	0.441	0	1.3497	Bacteroidota	73735.0	0
scaffold_206	51765	0.4183	0	2.2571	Bacteroidota	74148.0	0
scaffold_207	51754	0.4355	0	2.2576	Bacteroidota	47487.0	0
scaffold_208	51629	0.3954	0	1.3578	Bacteroidota	401090.0	0
scaffold_209	51455	0.5677	0	42.841	Streptophyta	96885.0	0
scaffold_210	51284	0.6172	0	2.4302	Pseudomonadota	13963.0	0
scaffold_211	51269	0.3442	0	690.0701	Streptophyta	653210.0	0
scaffold_212	51195	0.4416	0	2.7387	Bacteroidota	63889.0	0
scaffold_213	50991	0.564	0	31.7739	Streptophyta	96885.0	0
scaffold_214	50800	0.5598	0	67.0068	Streptophyta	96806.0	0
scaffold_215	50790	0.6633	0	2.9139	Pseudomonadota	139387.0	0
scaffold_216	50715	0.3344	0	247.8951	Streptophyta	678309.0	0
scaffold_217	50508	0.6969	0	2.4675	Actinomycetota	136136.0	0
scaffold_218	50033	0.6689	0	3.5807	Pseudomonadota	138969.0	0
scaffold_219	49995	0.4188	0	1.558	Bacteroidota	25232.0	0
scaffold_220	49965	0.701	0	2.962	Actinomycetota	60009.0	0
scaffold_221	49342	0.4564	0	727.2812	Streptophyta	327878.0	0
scaffold_222	49160	0.3979	0	1.426	Bacteroidota	251669.0	0
scaffold_223	49146	0.6535	0	2.6944	Pseudomonadota	185927.0	0
scaffold_224	49087	0.4305	0	640.2918	Streptophyta	190784.0	0
scaffold_225	49000	0.385	0	1.7486	Bacteroidota	53604.0	0
scaffold_226	48843	0.4312	0	4.3059	Bacteroidota	64158.0	0
scaffold_227	48818	0.672	0	2.3934	Actinomycetota	161097.0	0
scaffold_228	48723	0.4489	0	819.9731	Streptophyta	182959.0	0
scaffold_229	48489	0.6557	0	2.249	Pseudomonadota	54165.0	0
scaffold_230	48415	0.3714	0	157.0257	Streptophyta	611486.0	0
scaffold_231	48324	0.6984	0	3.8686	Actinomycetota	125412.0	0
scaffold_232	48040	0.6991	0	4.0536	Actinomycetota	68479.0	0
scaffold_233	47677	0.434	0	2.1239	Bacteroidota	38743.0	0
scaffold_234	47656	0.394	0	1.6345	Bacteroidota	189921.0	0
scaffold_235	46817	0.4128	0	2.4957	Bacteroidota	67961.0	0
scaffold_236	46725	0.3855	0	2.0005	Bacteroidota	123446.0	0
scaffold_237	46611	0.4257	0	2.8409	Bacteroidota	24500.0	0
scaffold_238	46149	0.4285	0	1.5191	Bacteroidota	29679.0	0
scaffold_239	45767	0.365	0	1.1914	Bacteroidota	16328.0	0
scaffold_240	45609	0.656	0	2.391	Pseudomonadota	171841.0	0
scaffold_241	45598	0.564	0	5.8081	Streptophyta	96793.0	0
scaffold_242	45567	0.4511	0	393.3391	Streptophyta	127176.0	0
scaffold_243	45554	0.5648	0	17.9541	Streptophyta	96885.0	0
scaffold_244	45191	0.4404	0	2.4131	Bacteroidota	87582.0	0
scaffold_245	44990	0.6962	0	3.4627	Actinomycetota	118729.0	0
scaffold_246	44664	0.4114	0	1.5696	Bacteroidota	1343.0	0
scaffold_247	44612	0.5656	0	33.8728	Streptophyta	96907.0	0
scaffold_248	44476	0.4341	0	831.5453	Streptophyta	222071.0	0
scaffold_249	44443	0.5636	0	30.1457	Streptophyta	96873.0	0
scaffold_250	44244	0.5652	0	24.2955	Streptophyta	96885.0	0
scaffold_251	44008	0.6614	0	1.947	Pseudomonadota	39416.0	0
scaffold_252	43825	0.6395	0	2.3106	Pseudomonadota	84642.0	0
scaffold_253	43669	0.7081	0	3.0323	Actinomycetota	52268.0	0
scaffold_254	43577	0.5674	0	47.726	Streptophyta	96885.0	0
scaffold_255	43407	0.7124	0	3.7684	Actinomycetota	62176.0	0
scaffold_256	43047	0.4309	0	1.6285	Bacteroidota	37415.0	0
scaffold_257	42985	0.5637	0	12.866	Streptophyta	96851.0	0
scaffold_258	42872	0.4506	0	166.7899	Streptophyta	154649.0	0
scaffold_259	42854	0.4466	0	824.6664	Streptophyta	109385.0	0
scaffold_260	42816	0.5654	0	53.1224	Streptophyta	96851.0	0
scaffold_261	42806	0.6966	0	1.4557	Actinomycetota	81847.0	0
scaffold_262	42591	0.4565	0	914.2526	Streptophyta	211508.0	0
scaffold_263	42435	0.7051	0	1.1014	Pseudomonadota	33668.0	0
scaffold_264	42308	0.4341	0	2.5775	Bacteroidota	54493.0	0
scaffold_265	42178	0.3921	0	558.0966	Streptophyta	448181.0	0
scaffold_266	42147	0.6952	0	4.8052	Actinomycetota	88810.0	0
scaffold_267	42134	0.3841	0	2.4033	Bacteroidota	76662.0	0
scaffold_268	41985	0.4423	0	1.8553	Bacteroidota	31765.0	0
scaffold_269	41611	0.7183	0	2.8079	Actinomycetota	52213.0	0
scaffold_270	41282	0.4564	0	590.9652	Streptophyta	141426.0	0
scaffold_271	41184	0.6868	0	1.7022	Pseudomonadota	89211.0	0
scaffold_272	41133	0.6825	0	1.1362	Pseudomonadota	48446.0	0
scaffold_273	41016	0.7171	0	1.3294	Actinomycetota	47548.0	0
scaffold_274	40939	0.4585	0	488.2254	Streptophyta	185178.0	0
scaffold_275	40861	0.4615	0	511.0798	Streptophyta	165685.0	0
scaffold_276	40769	0.705	0	4.5855	Actinomycetota	84228.0	0
scaffold_277	40737	0.668	0	2.4857	Pseudomonadota	187334.0	0
scaffold_278	40681	0.4266	0	3.0636	Bacteroidota	57323.0	0
scaffold_279	40509	0.6985	0	3.6534	Actinomycetota	93472.0	0
scaffold_280	40465	0.4461	0	517.0438	Streptophyta	122775.0	0
scaffold_281	40461	0.6513	0	2.1177	Pseudomonadota	84440.0	0
scaffold_282	40387	0.4472	0	572.4311	Streptophyta	107945.0	0
scaffold_283	40062	0.4529	0	325.2851	Streptophyta	219071.0	0
scaffold_284	40037	0.3236	0	508.7578	Streptophyta	194559.0	0
scaffold_285	39992	0.4527	0	25.5152	Streptophyta	232732.0	0
scaffold_286	39978	0.4483	0	714.0914	Streptophyta	162373.0	0
scaffold_287	39833	0.4249	0	2.5422	Bacteroidota	53561.0	0
scaffold_288	39582	0.4405	0	458.7176	Streptophyta	193512.0	0
scaffold_289	39523	0.5611	0	24.6355	Streptophyta	96851.0	0
scaffold_29	1297001	0.3687	0	4.3601	Bacteroidota	155071.0	0
scaffold_290	39103	0.5669	0	11.952	Streptophyta	96851.0	0
scaffold_291	39103	0.69	0	5.7768	Actinomycetota	122595.0	0
scaffold_292	38906	0.6736	0	1.6017	Pseudomonadota	101348.0	0
scaffold_293	38858	0.6501	0	1.8041	Pseudomonadota	115596.0	0
scaffold_294	38801	0.5632	0	58.0171	Streptophyta	96806.0	0
scaffold_295	38770	0.6556	0	3.0137	Pseudomonadota	95136.0	0
scaffold_296	38760	0.7035	0	2.8135	Actinomycetota	46249.0	0
scaffold_297	38590	0.5665	0	20.1849	Streptophyta	96851.0	0
scaffold_298	38351	0.4514	0	345.0783	Streptophyta	180117.0	0
scaffold_299	38276	0.4545	0	326.0145	Streptophyta	167000.0	0
scaffold_30	992658	0.3711	0	5.6106	Bacteroidota	223957.0	0
scaffold_300	38185	0.4478	0	157.888	Streptophyta	128173.0	0
scaffold_301	38107	0.5656	0	20.2363	Streptophyta	96851.0	0
scaffold_302	38076	0.6281	0	1.6366	Pseudomonadota	8011.0	0
scaffold_303	37961	0.6677	0	2.0519	Pseudomonadota	141641.0	0
scaffold_304	37934	0.6349	0	3.4908	Pseudomonadota	82131.0	0
scaffold_305	37807	0.6933	0	1.4422	Pseudomonadota	65492.0	0
scaffold_306	37463	0.5638	0	33.0594	Streptophyta	96851.0	0
scaffold_307	37320	0.5657	0	30.6815	Streptophyta	96885.0	0
scaffold_308	37275	0.4394	0	805.787	Streptophyta	156198.0	0
scaffold_309	37100	0.4517	0	939.1304	Streptophyta	136362.0	0
scaffold_31	834162	0.367	23	4.8278	Bacteroidota	140797.0	0
scaffold_310	37001	0.6662	0	2.9472	Pseudomonadota	129891.0	0
scaffold_311	36852	0.6283	0	2.3251	Pseudomonadota	100931.0	0
scaffold_312	36548	0.6512	0	3.6231	Pseudomonadota	90539.0	0
scaffold_313	36479	0.5648	0	14.093	Streptophyta	96851.0	0
scaffold_314	36443	0.4336	0	3.6336	Bacteroidota	84119.0	0
scaffold_315	36441	0.5649	0	24.3678	Streptophyta	96885.0	0
scaffold_316	36250	0.3928	0	1.2893	Bacteroidota	175987.0	0
scaffold_317	36118	0.6173	0	3.8819	Pseudomonadota	42179.0	0
scaffold_318	36092	0.5648	0	15.9706	Streptophyta	96885.0	0
scaffold_319	36028	0.4515	0	156.7468	Streptophyta	135617.0	0
scaffold_32	589138	0.3759	0	4.654	Bacteroidota	134256.0	0
scaffold_320	35971	0.4508	0	212.4308	Streptophyta	178909.0	0
scaffold_321	35918	0.6736	0	1.7349	Pseudomonadota	35835.0	0
scaffold_322	35887	0.5645	0	19.9688	Streptophyta	96851.0	0
scaffold_323	35752	0.7091	0	4.1396	Actinomycetota	42864.0	0
scaffold_324	35724	0.5664	0	10.9021	Streptophyta	96806.0	0
scaffold_325	35492	0.5667	0	20.4105	Streptophyta	96885.0	0
scaffold_326	35447	0.4246	0	3.5159	Bacteroidota	30989.0	0
scaffold_327	35427	0.5642	0	50.5702	Streptophyta	96851.0	0
scaffold_328	35383	0.3967	0	1.541	Bacteroidota	8597.0	0
scaffold_329	35367	0.4085	0	2.8632	Bacteroidota	53161.0	0
scaffold_33	287635	0.3614	0	4.0892	Bacteroidota	122654.0	0
scaffold_330	35309	0.6637	0	3.5297	Pseudomonadota	96881.0	0
scaffold_331	35064	0.3488	0	3.7765	Basidiomycota	12998.0	0
scaffold_332	35017	0.5667	0	16.9058	Streptophyta	96851.0	0
scaffold_333	34996	0.5662	0	15.5805	Streptophyta	96885.0	0
scaffold_334	34955	0.4339	0	407.7957	Streptophyta	401468.0	0
scaffold_335	34953	0.4568	0	250.2627	Streptophyta	170329.0	0
scaffold_336	34855	0.5665	0	31.0635	Streptophyta	96851.0	0
scaffold_337	34809	0.4276	0	2.9091	Bacteroidota	32020.0	0
scaffold_338	34701	0.7017	0	3.5915	Actinomycetota	48046.0	0
scaffold_339	34587	0.5631	0	22.521	Streptophyta	96907.0	0
scaffold_34	252542	0.6651	0	3.0535	Pseudomonadota	284649.0	0
scaffold_340	34513	0.6559	0	3.1597	Pseudomonadota	93134.0	0
scaffold_341	34414	0.5631	0	37.3465	Streptophyta	96851.0	0
scaffold_342	34385	0.5671	0	18.5757	Streptophyta	96806.0	0
scaffold_343	34354	0.5664	0	118.357	Streptophyta	96854.0	0
scaffold_344	34307	0.5626	0	27.9269	Streptophyta	96851.0	0
scaffold_345	34206	0.565	0	34.841	Streptophyta	96885.0	0
scaffold_346	34161	0.5457	0	1.3681	Pseudomonadota	22793.0	0
scaffold_347	34149	0.5633	0	96.7139	Streptophyta	96851.0	0
scaffold_348	33928	0.5615	0	18.1372	Streptophyta	96851.0	0
scaffold_349	33827	0.4307	0	1.6119	Bacteroidota	35892.0	0
scaffold_35	236924	0.5636	0	39.3866	Streptophyta	96978.0	0
scaffold_350	33815	0.4364	0	2.7642	Bacteroidota	121675.0	0
scaffold_351	33714	0.4384	0	3.0035	Bacteroidota	41604.0	0
scaffold_352	33618	0.563	0	35.4503	Streptophyta	96851.0	0
scaffold_353	33316	0.4355	0	1.8704	Bacteroidota	38948.0	0
scaffold_354	33230	0.6636	0	2.3441	Pseudomonadota	100672.0	0
scaffold_355	33220	0.7059	0	1.8758	Actinomycetota	46957.0	0
scaffold_356	33119	0.4182	0	2.1167	Bacteroidota	26788.0	0
scaffold_357	33048	0.4336	0	4.0069	Bacteroidota	53424.0	0
scaffold_358	33010	0.5614	0	67.7232	Streptophyta	96851.0	0
scaffold_359	32967	0.5635	0	32.37	Streptophyta	96851.0	0
scaffold_36	228911	0.4393	0	2.3139	Bacteroidota	82655.0	0
scaffold_360	32887	0.5654	0	65.1342	Streptophyta	96812.0	0
scaffold_361	32874	0.5623	0	38.8591	Streptophyta	96851.0	0
scaffold_362	32817	0.6275	0	1.8989	Pseudomonadota	27120.0	0
scaffold_363	32813	0.5669	0	16.1422	Streptophyta	96806.0	0
scaffold_364	32770	0.5656	0	31.1384	Streptophyta	96851.0	0
scaffold_365	32611	0.5699	0	106.0522	Streptophyta	96806.0	0
scaffold_366	32598	0.676	0	1.6727	Pseudomonadota	44267.0	0
scaffold_367	32586	0.4331	0	163.264	Streptophyta	196122.0	0
scaffold_368	32550	0.3992	0	1.4358	Bacteroidota	172853.0	0
scaffold_369	32547	0.6824	0	4.7865	Actinomycetota	133981.0	0
scaffold_37	225591	0.7144	0	3.2112	Actinomycetota	81004.0	0
scaffold_370	32528	0.6918	0	3.8315	Actinomycetota	71472.0	0
scaffold_371	32445	0.564	0	21.1269	Streptophyta	96851.0	0
scaffold_372	32436	0.4168	0	1.2007	Bacteroidota	29527.0	0
scaffold_373	32385	0.7007	0	4.0889	Actinomycetota	51142.0	0
scaffold_374	32254	0.5696	0	107.226	Streptophyta	96806.0	0
scaffold_375	32178	0.5627	0	15.9767	Streptophyta	96787.0	0
scaffold_376	32165	0.5628	0	57.3939	Streptophyta	96851.0	0
scaffold_377	32136	0.5658	0	11.6346	Streptophyta	96806.0	0
scaffold_378	32057	0.7044	0	2.9158	Actinomycetota	96891.0	0
scaffold_379	32034	0.5621	0	44.498	Streptophyta	96885.0	0
scaffold_38	184732	0.4285	0	2.7408	Bacteroidota	110300.0	0
scaffold_380	31965	0.5642	0	37.0399	Streptophyta	96885.0	0
scaffold_381	31958	0.4191	0	3.4123	Bacteroidota	52762.0	0
scaffold_382	31903	0.5655	0	24.6599	Streptophyta	96806.0	0
scaffold_383	31880	0.7127	0	2.6877	Actinomycetota	64437.0	0
scaffold_384	31785	0.5634	0	53.6689	Streptophyta	96851.0	0
scaffold_385	31709	0.5664	0	14.9847	Streptophyta	96885.0	0
scaffold_386	31658	0.5639	0	38.6293	Streptophyta	96885.0	0
scaffold_387	31579	0.5625	0	26.1462	Streptophyta	96851.0	0
scaffold_388	31480	0.6617	0	2.4744	Pseudomonadota	41877.0	0
scaffold_389	31379	0.4107	0	1.9859	Bacteroidota	12551.0	0
scaffold_39	154258	0.355	0	3.1307	Bacteroidota	116418.0	0
scaffold_390	31324	0.4664	0	730.0956	Streptophyta	152866.0	0
scaffold_391	31255	0.6349	0	3.2398	Pseudomonadota	92461.0	0
scaffold_392	31245	0.6483	0	1.4958	Pseudomonadota	4840.0	0
scaffold_393	31058	0.563	0	28.3404	Streptophyta	96885.0	0
scaffold_394	30879	0.5665	0	1.7658	Streptophyta	96642.0	0
scaffold_395	30816	0.5681	0	23.5076	Streptophyta	96885.0	0
scaffold_396	30800	0.6706	0	2.2761	Pseudomonadota	108960.0	0
scaffold_397	30770	0.4415	0	11.1385	Streptophyta	101763.0	0
scaffold_398	30658	0.4312	0	1.7785	Bacteroidota	66267.0	0
scaffold_399	30594	0.6935	0	1.5276	Pseudomonadota	44531.0	0
scaffold_40	150266	0.6833	0	4.0951	Actinomycetota	251443.0	0
scaffold_400	30448	0.566	0	7.1631	Streptophyta	96851.0	0
scaffold_401	30425	0.5607	0	38.4027	Streptophyta	96851.0	0
scaffold_402	30408	0.6865	0	3.5863	Pseudomonadota	42290.0	0
scaffold_403	30335	0.5668	0	24.1371	Streptophyta	96754.0	0
scaffold_404	30280	0.706	0	1.2862	Actinomycetota	56932.0	0
scaffold_405	30254	0.5057	0	1.2873	Ascomycota	4466.0	0
scaffold_406	30169	0.5645	0	66.0967	Streptophyta	96918.0	0
scaffold_407	30141	0.5613	0	17.5733	Streptophyta	96885.0	0
scaffold_408	30109	0.5667	0	62.6066	Streptophyta	96851.0	0
scaffold_409	30081	0.5657	0	6.9915	Streptophyta	96851.0	0
scaffold_41	149138	0.5649	0	24.1821	Streptophyta	96885.0	0
scaffold_410	30040	0.7097	0	2.3337	Actinomycetota	47682.0	0
scaffold_411	30002	0.5599	0	28.2994	Streptophyta	96851.0	0
scaffold_412	29873	0.5638	0	71.1844	Streptophyta	96806.0	0
scaffold_413	29854	0.4287	0	234.3013	Streptophyta	111056.0	0
scaffold_414	29791	0.5658	0	30.5916	Streptophyta	96806.0	0
scaffold_415	29660	0.4131	0	1.5757	Bacteroidota	171570.0	0
scaffold_416	29569	0.6847	0	1.0537	Pseudomonadota	53088.0	0
scaffold_417	29463	0.6684	0	2.6438	Pseudomonadota	63664.0	0
scaffold_418	29434	0.5677	0	38.9017	Streptophyta	96885.0	0
scaffold_419	29383	0.5599	0	15.6407	Streptophyta	96851.0	0
scaffold_42	146064	0.4282	0	2.5064	Bacteroidota	87301.0	0
scaffold_420	29347	0.5683	0	7.6972	Streptophyta	96851.0	0
scaffold_421	29333	0.419	0	3.1866	Bacteroidota	74342.0	0
scaffold_422	29239	0.5599	0	23.4434	Streptophyta	96851.0	0
