## 1.1.1
## assembly	: /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/primary_asm/HART062.fa
## coverage	 bam0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART062/06_realign_hic_hifi/asm.hifi.bam
## taxonomy	 tax0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART062/07_busco_yak_blob/blast.out
## nodesDB	: /90daydata/coffea_pangenome/puzzler_trials/blob_downloads/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scaffold_54	31316	0.5687	0	40.5723	Streptophyta	96817.0	0
scaffold_55	30487	0.5672	0	32.3452	Streptophyta	96817.0	0
scaffold_56	30236	0.5651	0	53.154	Streptophyta	96846.0	0
scaffold_57	28986	0.562	0	84.069	Streptophyta	96817.0	0
scaffold_58	28765	0.5621	0	55.213	Streptophyta	96817.0	0
scaffold_59	28557	0.5667	0	36.3574	Streptophyta	96817.0	0
scaffold_60	28196	0.5651	0	54.1414	Streptophyta	96817.0	0
scaffold_61	28141	0.5648	0	27.7975	Streptophyta	96858.0	0
scaffold_62	27371	0.5659	0	47.8057	Streptophyta	96817.0	0
scaffold_63	27217	0.5652	0	56.7856	Streptophyta	96830.0	0
scaffold_64	26817	0.5648	0	108.017	Streptophyta	96817.0	0
scaffold_65	25572	0.5669	0	28.1799	Streptophyta	96641.0	0
scaffold_66	24869	0.5645	0	61.1938	Streptophyta	96817.0	0
scaffold_67	24729	0.5613	0	33.9334	Streptophyta	96829.0	0
scaffold_68	24299	0.5695	0	29.0709	Streptophyta	96830.0	0
scaffold_69	23513	0.5643	0	335.3089	Streptophyta	96918.0	0
scaffold_70	23377	0.4574	0	306.2309	Streptophyta	52546.0	0
scaffold_71	23160	0.5642	0	24.5643	Streptophyta	96830.0	0
scaffold_72	22930	0.5731	0	38.2497	Streptophyta	96830.0	0
scaffold_73	22528	0.5664	0	60.6081	Streptophyta	96817.0	0
scaffold_74	22316	0.5667	0	90.0763	Streptophyta	96918.0	0
scaffold_75	22265	0.5637	0	28.7456	Streptophyta	96777.0	0
scaffold_76	21855	0.5667	0	2.82	Streptophyta	96674.0	0
scaffold_77	21801	0.5673	0	21.9637	Streptophyta	96784.0	0
scaffold_78	20926	0.5572	0	87.4504	Streptophyta	96830.0	0
scaffold_79	20833	0.5612	0	16.6124	Streptophyta	96780.0	0
scaffold_80	20278	0.5686	0	30.1596	Streptophyta	96830.0	0
scaffold_81	19399	0.5624	0	28.8379	Streptophyta	96830.0	0
scaffold_82	19296	0.5674	0	11.0562	Streptophyta	96874.0	0
scaffold_83	19135	0.3465	0	498.9901	Streptophyta	338173.0	0
scaffold_84	19023	0.5643	0	32.3985	Streptophyta	96830.0	0
scaffold_85	18906	0.5746	0	32.0975	Streptophyta	96830.0	0
scaffold_86	18748	0.565	0	31.3565	Streptophyta	96830.0	0
scaffold_87	18103	0.5641	0	47.1393	Streptophyta	96830.0	0
scaffold_88	17884	0.5662	0	31.811	Streptophyta	96830.0	0
scaffold_89	17650	0.5661	0	32.2328	Streptophyta	96774.0	0
scaffold_90	17090	0.5669	0	17.1993	Streptophyta	96774.0	0
scaffold_91	15865	0.5737	0	16.4355	Streptophyta	96774.0	0
scaffold_92	15142	0.4267	0	51.3478	no-hit	0.0	0
scaffold_93	15000	0.5657	0	10.43	Streptophyta	96774.0	0
scaffold_94	14793	0.5434	0	59.2893	Streptophyta	96918.0	0
scaffold_95	14738	0.5622	0	17.049	Streptophyta	96774.0	0
scaffold_96	14048	0.4523	0	316.555	Streptophyta	74707.0	0
scaffold_97	13251	0.5683	0	12.1644	Streptophyta	96774.0	0
scaffold_98	13184	0.3821	0	2275.8771	Streptophyta	240400.0	0
scaffold_99	13091	0.5587	0	18.1075	Streptophyta	96774.0	0
