## 1.1.1
## assembly	: /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/primary_asm/HART027.fa
## coverage	 bam0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART027/06_realign_hic_hifi/asm.hifi.bam
## taxonomy	 tax0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART027/07_busco_yak_blob/blast.out
## nodesDB	: /90daydata/coffea_pangenome/puzzler_trials/blob_downloads/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scaffold_35	135336	0.5344	0	33.0552	Streptophyta	95688.0	0
scaffold_36	102016	0.5454	0	73.086	Streptophyta	95579.0	0
scaffold_37	77901	0.5458	0	32.5246	Streptophyta	95638.0	0
scaffold_38	71292	0.5453	0	72.5603	Streptophyta	95810.0	0
scaffold_39	68610	0.5194	0	20.8687	Streptophyta	97980.0	0
scaffold_40	64224	0.543	0	16.9516	Streptophyta	95638.0	0
scaffold_41	59912	0.5214	0	32.5988	Streptophyta	95523.0	0
scaffold_42	56741	0.4866	0	17.094	Streptophyta	98054.0	0
scaffold_43	54521	0.5468	0	29.287	Streptophyta	95579.0	0
scaffold_44	53312	0.5454	0	37.8722	Streptophyta	95579.0	0
scaffold_45	49653	0.5435	0	74.416	Streptophyta	95818.0	0
scaffold_46	49019	0.5454	0	180.6392	Streptophyta	95700.0	0
scaffold_47	45790	0.5416	0	27.5224	Streptophyta	95797.0	0
scaffold_48	41764	0.5443	0	29.7016	Streptophyta	95597.0	0
scaffold_49	40792	0.5453	0	6.6318	Streptophyta	95581.0	0
scaffold_50	40361	0.546	0	165.1138	Streptophyta	95804.0	0
scaffold_51	40357	0.5476	0	21.2544	Streptophyta	95579.0	0
scaffold_52	39902	0.5442	0	25.3	Streptophyta	95804.0	0
scaffold_53	39228	0.4966	0	4.5414	Streptophyta	95493.0	0
scaffold_54	38913	0.5454	0	21.8735	Streptophyta	95579.0	0
scaffold_55	38778	0.4485	0	149.0536	Streptophyta	152469.0	0
scaffold_56	38570	0.5373	0	15.2252	Streptophyta	95493.0	0
scaffold_57	37022	0.5407	0	8.5547	Streptophyta	95493.0	0
scaffold_58	36757	0.5458	0	37.5172	Streptophyta	95579.0	0
scaffold_59	36337	0.4415	0	120.2078	Streptophyta	224650.0	0
scaffold_60	35841	0.5425	0	20.4346	Streptophyta	95579.0	0
scaffold_61	35159	0.4475	0	108.2837	Streptophyta	174988.0	0
scaffold_62	34461	0.5453	0	37.7192	Streptophyta	95579.0	0
scaffold_63	33674	0.5442	0	49.9654	Streptophyta	95479.0	0
scaffold_64	33621	0.5444	0	8.0463	Streptophyta	95493.0	0
scaffold_65	33144	0.5441	0	5.3751	Streptophyta	95435.0	0
scaffold_66	32957	0.5461	0	27.228	Streptophyta	95579.0	0
scaffold_67	32908	0.5362	0	80.001	Streptophyta	95804.0	0
scaffold_68	31792	0.5453	0	213.3532	Streptophyta	95821.0	0
scaffold_69	30425	0.547	0	5.2048	Streptophyta	95435.0	0
scaffold_70	30194	0.545	0	7.8669	Streptophyta	95810.0	0
scaffold_71	28508	0.5418	0	13.6555	Streptophyta	95493.0	0
scaffold_72	28025	0.5432	0	55.3281	Streptophyta	95804.0	0
scaffold_73	26983	0.5454	0	35.946	Streptophyta	95638.0	0
scaffold_74	26634	0.5482	0	6.6888	Streptophyta	95435.0	0
scaffold_75	26291	0.5429	0	19.3245	Streptophyta	95493.0	0
scaffold_76	25103	0.544	0	6.3083	Streptophyta	95494.0	0
scaffold_77	24517	0.5446	0	11.8416	Streptophyta	95493.0	0
scaffold_78	24042	0.5462	0	142.7107	Streptophyta	95821.0	0
scaffold_79	23450	0.5449	0	9.0039	Streptophyta	95493.0	0
scaffold_80	23327	0.5461	0	14.9914	Streptophyta	95493.0	0
scaffold_81	22911	0.5409	0	12.9596	Streptophyta	95493.0	0
scaffold_82	22761	0.5431	0	8.4068	Streptophyta	95526.0	0
scaffold_83	22364	0.5486	0	17.4071	Streptophyta	95597.0	0
scaffold_84	21603	0.5484	0	11.9117	Streptophyta	95493.0	0
scaffold_85	20917	0.5441	0	5.0471	Streptophyta	95493.0	0
scaffold_86	20728	0.5379	0	7.958	Streptophyta	95493.0	0
scaffold_87	20276	0.5506	0	6.5084	Streptophyta	95435.0	0
scaffold_88	20246	0.3553	0	17.5986	Streptophyta	3740.0	0
scaffold_89	20202	0.5384	0	14.0442	Streptophyta	95493.0	0
scaffold_90	19950	0.5418	0	9.2606	Streptophyta	95544.0	0
scaffold_91	19890	0.5392	0	5.6395	Streptophyta	95493.0	0
scaffold_92	19890	0.5451	0	8.2933	Streptophyta	95493.0	0
scaffold_93	19830	0.5417	0	9.3166	Streptophyta	95493.0	0
scaffold_94	19683	0.5068	0	6.7044	Streptophyta	95493.0	0
scaffold_95	19477	0.5401	0	4.404	Streptophyta	95493.0	0
scaffold_96	19370	0.5432	0	4.0877	Streptophyta	95493.0	0
scaffold_97	19060	0.5462	0	5.885	Streptophyta	95493.0	0
scaffold_98	18748	0.5491	0	15.8373	Streptophyta	95493.0	0
scaffold_99	18059	0.5395	0	6.5766	Streptophyta	95493.0	0
